ДњТы,МђГЦ,ШеЦк,ЪеХЬМл(дЊ),
300344.SZ,ЬЋПежЧдь,20121102,4.7089,
300344.SZ,ЬЋПежЧдь,20121105,4.6587,
300344.SZ,ЬЋПежЧдь,20121106,4.6056,
300344.SZ,ЬЋПежЧдь,20121107,4.5141,
300344.SZ,ЬЋПежЧдь,20121108,4.4137,
300344.SZ,ЬЋПежЧдь,20121109,4.4698,
300344.SZ,ЬЋПежЧдь,20121112,4.6941,
300344.SZ,ЬЋПежЧдь,20121113,4.6705,
300344.SZ,ЬЋПежЧдь,20121114,4.7679,
300344.SZ,ЬЋПежЧдь,20121115,4.517,
300344.SZ,ЬЋПежЧдь,20121116,4.5288,
300344.SZ,ЬЋПежЧдь,20121119,4.4343,
300344.SZ,ЬЋПежЧдь,20121120,4.3103,
300344.SZ,ЬЋПежЧдь,20121121,4.3399,
300344.SZ,ЬЋПежЧдь,20121122,4.272,
300344.SZ,ЬЋПежЧдь,20121123,4.2897,
300344.SZ,ЬЋПежЧдь,20121126,4.1362,
300344.SZ,ЬЋПежЧдь,20121127,3.9118,
300344.SZ,ЬЋПежЧдь,20121128,3.7966,
300344.SZ,ЬЋПежЧдь,20121129,3.7199,
300344.SZ,ЬЋПежЧдь,20121130,3.8468,
300344.SZ,ЬЋПежЧдь,20121203,3.8025,
300344.SZ,ЬЋПежЧдь,20121204,3.7937,
300344.SZ,ЬЋПежЧдь,20121205,4.1745,
300344.SZ,ЬЋПежЧдь,20121206,4.1686,
300344.SZ,ЬЋПежЧдь,20121207,4.2631,
300344.SZ,ЬЋПежЧдь,20121210,4.3694,
300344.SZ,ЬЋПежЧдь,20121211,4.3841,
300344.SZ,ЬЋПежЧдь,20121212,4.5141,
300344.SZ,ЬЋПежЧдь,20121213,4.458,
300344.SZ,ЬЋПежЧдь,20121214,4.6026,
300344.SZ,ЬЋПежЧдь,20121217,4.4875,
300344.SZ,ЬЋПежЧдь,20121218,4.3989,
300344.SZ,ЬЋПежЧдь,20121219,4.4963,
300344.SZ,ЬЋПежЧдь,20121220,4.6764,
300344.SZ,ЬЋПежЧдь,20121221,4.8772,
300344.SZ,ЬЋПежЧдь,20121224,4.9776,
300344.SZ,ЬЋПежЧдь,20121225,5.0779,
300344.SZ,ЬЋПежЧдь,20121226,5.2876,
300344.SZ,ЬЋПежЧдь,20121227,4.9008,
300344.SZ,ЬЋПежЧдь,20121228,4.9451,
300344.SZ,ЬЋПежЧдь,20121231,4.8654,
300344.SZ,ЬЋПежЧдь,20130104,5.137,
300344.SZ,ЬЋПежЧдь,20130107,5.6507,
300344.SZ,ЬЋПежЧдь,20130108,6.2146,
300344.SZ,ЬЋПежЧдь,20130109,5.7333,
300344.SZ,ЬЋПежЧдь,20130110,5.8692,
300344.SZ,ЬЋПежЧдь,20130111,5.7717,
300344.SZ,ЬЋПежЧдь,20130114,5.8928,
300344.SZ,ЬЋПежЧдь,20130115,5.8367,
300344.SZ,ЬЋПежЧдь,20130116,5.6625,
300344.SZ,ЬЋПежЧдь,20130117,5.4617,
300344.SZ,ЬЋПежЧдь,20130118,5.6566,
300344.SZ,ЬЋПежЧдь,20130121,5.6566,
300344.SZ,ЬЋПежЧдь,20130122,5.32,
300344.SZ,ЬЋПежЧдь,20130123,5.5267,
300344.SZ,ЬЋПежЧдь,20130124,5.3407,
300344.SZ,ЬЋПежЧдь,20130125,5.2876,
300344.SZ,ЬЋПежЧдь,20130128,5.5119,
300344.SZ,ЬЋПежЧдь,20130129,5.7009,
300344.SZ,ЬЋПежЧдь,20130130,5.3023,
300344.SZ,ЬЋПежЧдь,20130131,5.1399,
300344.SZ,ЬЋПежЧдь,20130201,5.1429,
300344.SZ,ЬЋПежЧдь,20130204,5.075,
300344.SZ,ЬЋПежЧдь,20130205,5.199,
300344.SZ,ЬЋПежЧдь,20130206,5.1724,
300344.SZ,ЬЋПежЧдь,20130207,5.2728,
300344.SZ,ЬЋПежЧдь,20130208,5.3555,
300344.SZ,ЬЋПежЧдь,20130218,5.4647,
300344.SZ,ЬЋПежЧдь,20130219,5.3436,
300344.SZ,ЬЋПежЧдь,20130220,5.4913,
300344.SZ,ЬЋПежЧдь,20130221,5.5208,
300344.SZ,ЬЋПежЧдь,20130222,5.4145,
300344.SZ,ЬЋПежЧдь,20130225,5.5562,
300344.SZ,ЬЋПежЧдь,20130226,5.2816,
300344.SZ,ЬЋПежЧдь,20130227,5.1458,
300344.SZ,ЬЋПежЧдь,20130228,5.2374,
300344.SZ,ЬЋПежЧдь,20130301,5.4322,
300344.SZ,ЬЋПежЧдь,20130304,5.1636,
300344.SZ,ЬЋПежЧдь,20130305,5.2315,
300344.SZ,ЬЋПежЧдь,20130306,5.4293,
300344.SZ,ЬЋПежЧдь,20130307,5.2256,
300344.SZ,ЬЋПежЧдь,20130308,5.1547,
300344.SZ,ЬЋПежЧдь,20130311,5.0159,
300344.SZ,ЬЋПежЧдь,20130312,4.8595,
300344.SZ,ЬЋПежЧдь,20130313,4.827,
300344.SZ,ЬЋПежЧдь,20130314,4.8211,
300344.SZ,ЬЋПежЧдь,20130315,4.824,
300344.SZ,ЬЋПежЧдь,20130318,4.8299,
300344.SZ,ЬЋПежЧдь,20130319,4.7798,
300344.SZ,ЬЋПежЧдь,20130320,4.951,
300344.SZ,ЬЋПежЧдь,20130321,4.9598,
300344.SZ,ЬЋПежЧдь,20130322,4.9303,
300344.SZ,ЬЋПежЧдь,20130325,4.9835,
300344.SZ,ЬЋПежЧдь,20130326,4.8595,
300344.SZ,ЬЋПежЧдь,20130327,4.9392,
300344.SZ,ЬЋПежЧдь,20130328,4.7296,
300344.SZ,ЬЋПежЧдь,20130329,4.6174,
300344.SZ,ЬЋПежЧдь,20130401,4.6056,
300344.SZ,ЬЋПежЧдь,20130402,4.6941,
300344.SZ,ЬЋПежЧдь,20130403,4.5347,
300344.SZ,ЬЋПежЧдь,20130408,4.1982,
300344.SZ,ЬЋПежЧдь,20130409,4.2513,
300344.SZ,ЬЋПежЧдь,20130410,4.148,
300344.SZ,ЬЋПежЧдь,20130411,4.2661,
300344.SZ,ЬЋПежЧдь,20130412,4.1627,
300344.SZ,ЬЋПежЧдь,20130415,4.0801,
300344.SZ,ЬЋПежЧдь,20130416,4.1745,
300344.SZ,ЬЋПежЧдь,20130417,4.269,
300344.SZ,ЬЋПежЧдь,20130418,4.3458,
300344.SZ,ЬЋПежЧдь,20130419,4.4225,
300344.SZ,ЬЋПежЧдь,20130422,4.455,
300344.SZ,ЬЋПежЧдь,20130423,4.272,
300344.SZ,ЬЋПежЧдь,20130424,4.3044,
300344.SZ,ЬЋПежЧдь,20130425,4.1037,
300344.SZ,ЬЋПежЧдь,20130426,4.0092,
300344.SZ,ЬЋПежЧдь,20130502,4.0299,
300344.SZ,ЬЋПежЧдь,20130503,4.1716,
300344.SZ,ЬЋПежЧдь,20130506,4.2218,
300344.SZ,ЬЋПежЧдь,20130507,4.1834,
300344.SZ,ЬЋПежЧдь,20130508,4.3015,
300344.SZ,ЬЋПежЧдь,20130509,4.3162,
300344.SZ,ЬЋПежЧдь,20130510,4.3222,
300344.SZ,ЬЋПежЧдь,20130513,4.3841,
300344.SZ,ЬЋПежЧдь,20130514,4.2985,
300344.SZ,ЬЋПежЧдь,20130515,4.3989,
300344.SZ,ЬЋПежЧдь,20130516,4.4816,
300344.SZ,ЬЋПежЧдь,20130517,4.6469,
300344.SZ,ЬЋПежЧдь,20130520,4.7561,
300344.SZ,ЬЋПежЧдь,20130521,4.7945,
300344.SZ,ЬЋПежЧдь,20130522,4.638,
300344.SZ,ЬЋПежЧдь,20130523,4.6735,
300344.SZ,ЬЋПежЧдь,20130524,4.7945,
300344.SZ,ЬЋПежЧдь,20130527,4.7857,
300344.SZ,ЬЋПежЧдь,20130528,4.6351,
300344.SZ,ЬЋПежЧдь,20130529,4.6499,
300344.SZ,ЬЋПежЧдь,20130530,4.7945,
300344.SZ,ЬЋПежЧдь,20130531,4.7059,
300344.SZ,ЬЋПежЧдь,20130603,4.6587,
300344.SZ,ЬЋПежЧдь,20130604,4.644,
300344.SZ,ЬЋПежЧдь,20130605,4.4993,
300344.SZ,ЬЋПежЧдь,20130606,4.3,
300344.SZ,ЬЋПежЧдь,20130607,4.4993,
300344.SZ,ЬЋПежЧдь,20130613,4.1623,
300344.SZ,ЬЋПежЧдь,20130614,4.224,
300344.SZ,ЬЋПежЧдь,20130617,4.1338,
300344.SZ,ЬЋПежЧдь,20130618,4.0674,
300344.SZ,ЬЋПежЧдь,20130619,4.0199,
300344.SZ,ЬЋПежЧдь,20130620,3.9393,
300344.SZ,ЬЋПежЧдь,20130621,3.8538,
300344.SZ,ЬЋПежЧдь,20130624,3.6545,
300344.SZ,ЬЋПежЧдь,20130625,3.8016,
300344.SZ,ЬЋПежЧдь,20130626,3.887,
300344.SZ,ЬЋПежЧдь,20130627,3.8443,
300344.SZ,ЬЋПежЧдь,20130628,3.7162,
300344.SZ,ЬЋПежЧдь,20130701,3.7874,
300344.SZ,ЬЋПежЧдь,20130702,3.9915,
300344.SZ,ЬЋПежЧдь,20130703,3.9203,
300344.SZ,ЬЋПежЧдь,20130704,3.8776,
300344.SZ,ЬЋПежЧдь,20130705,3.8159,
300344.SZ,ЬЋПежЧдь,20130708,3.5074,
300344.SZ,ЬЋПежЧдь,20130709,3.4029,
300344.SZ,ЬЋПежЧдь,20130710,3.5358,
300344.SZ,ЬЋПежЧдь,20130711,3.6782,
300344.SZ,ЬЋПежЧдь,20130712,3.645,
300344.SZ,ЬЋПежЧдь,20130715,3.6687,
300344.SZ,ЬЋПежЧдь,20130716,3.7447,
300344.SZ,ЬЋПежЧдь,20130717,4.1196,
300344.SZ,ЬЋПежЧдь,20130718,4.3664,
300344.SZ,ЬЋПежЧдь,20130719,4.0864,
300344.SZ,ЬЋПежЧдь,20130722,4.1054,
300344.SZ,ЬЋПежЧдь,20130723,4.1528,
300344.SZ,ЬЋПежЧдь,20130724,4.0959,
300344.SZ,ЬЋПежЧдь,20130725,4.1338,
300344.SZ,ЬЋПежЧдь,20130726,3.9867,
300344.SZ,ЬЋПежЧдь,20130729,3.7969,
300344.SZ,ЬЋПежЧдь,20130730,3.6972,
300344.SZ,ЬЋПежЧдь,20130731,3.7114,
300344.SZ,ЬЋПежЧдь,20130801,3.8538,
300344.SZ,ЬЋПежЧдь,20130802,3.925,
300344.SZ,ЬЋПежЧдь,20130805,3.9867,
300344.SZ,ЬЋПежЧдь,20130806,3.982,
300344.SZ,ЬЋПежЧдь,20130807,3.8443,
300344.SZ,ЬЋПежЧдь,20130808,3.8538,
300344.SZ,ЬЋПежЧдь,20130809,3.8633,
300344.SZ,ЬЋПежЧдь,20130812,3.9108,
300344.SZ,ЬЋПежЧдь,20130813,4.0199,
300344.SZ,ЬЋПежЧдь,20130814,4.0532,
300344.SZ,ЬЋПежЧдь,20130815,3.9393,
300344.SZ,ЬЋПежЧдь,20130816,3.8159,
300344.SZ,ЬЋПежЧдь,20130819,3.9013,
300344.SZ,ЬЋПежЧдь,20130820,3.9393,
300344.SZ,ЬЋПежЧдь,20130821,3.963,
300344.SZ,ЬЋПежЧдь,20130822,4.0104,
300344.SZ,ЬЋПежЧдь,20130823,3.9915,
300344.SZ,ЬЋПежЧдь,20130826,4.0437,
300344.SZ,ЬЋПежЧдь,20130827,4.0152,
300344.SZ,ЬЋПежЧдь,20130828,3.9487,
300344.SZ,ЬЋПежЧдь,20130829,3.8681,
300344.SZ,ЬЋПежЧдь,20130830,3.6972,
300344.SZ,ЬЋПежЧдь,20130902,3.7257,
300344.SZ,ЬЋПежЧдь,20130903,3.7921,
300344.SZ,ЬЋПежЧдь,20130904,3.7731,
300344.SZ,ЬЋПежЧдь,20130905,3.7589,
300344.SZ,ЬЋПежЧдь,20130906,3.7399,
300344.SZ,ЬЋПежЧдь,20130909,3.7826,
300344.SZ,ЬЋПежЧдь,20130910,3.8396,
300344.SZ,ЬЋПежЧдь,20130911,3.7684,
300344.SZ,ЬЋПежЧдь,20130912,3.7447,
300344.SZ,ЬЋПежЧдь,20130913,3.7684,
300344.SZ,ЬЋПежЧдь,20130916,3.7684,
300344.SZ,ЬЋПежЧдь,20130917,3.683,
300344.SZ,ЬЋПежЧдь,20130918,3.7019,
300344.SZ,ЬЋПежЧдь,20130923,3.8016,
300344.SZ,ЬЋПежЧдь,20130924,3.7874,
300344.SZ,ЬЋПежЧдь,20130925,3.8064,
300344.SZ,ЬЋПежЧдь,20130926,3.7731,
300344.SZ,ЬЋПежЧдь,20130927,3.7399,
300344.SZ,ЬЋПежЧдь,20130930,3.7494,
300344.SZ,ЬЋПежЧдь,20131008,3.8159,
300344.SZ,ЬЋПежЧдь,20131009,3.8206,
300344.SZ,ЬЋПежЧдь,20131010,4.0721,
300344.SZ,ЬЋПежЧдь,20131011,4.0199,
300344.SZ,ЬЋПежЧдь,20131014,3.9772,
300344.SZ,ЬЋПежЧдь,20131015,3.906,
300344.SZ,ЬЋПежЧдь,20131016,3.8348,
300344.SZ,ЬЋПежЧдь,20131017,3.9345,
300344.SZ,ЬЋПежЧдь,20131018,3.8586,
300344.SZ,ЬЋПежЧдь,20131021,3.9535,
300344.SZ,ЬЋПежЧдь,20131022,3.9772,
300344.SZ,ЬЋПежЧдь,20131023,3.8253,
300344.SZ,ЬЋПежЧдь,20131024,3.8681,
300344.SZ,ЬЋПежЧдь,20131025,3.7067,
300344.SZ,ЬЋПежЧдь,20131028,3.7114,
300344.SZ,ЬЋПежЧдь,20131029,3.4504,
300344.SZ,ЬЋПежЧдь,20131030,3.4789,
300344.SZ,ЬЋПежЧдь,20131031,3.4884,
300344.SZ,ЬЋПежЧдь,20131101,3.4931,
300344.SZ,ЬЋПежЧдь,20131104,3.5406,
300344.SZ,ЬЋПежЧдь,20131105,3.5691,
300344.SZ,ЬЋПежЧдь,20131106,3.5785,
300344.SZ,ЬЋПежЧдь,20131107,3.5026,
300344.SZ,ЬЋПежЧдь,20131108,3.4552,
300344.SZ,ЬЋПежЧдь,20131111,3.607,
300344.SZ,ЬЋПежЧдь,20131112,3.626,
300344.SZ,ЬЋПежЧдь,20131113,3.6782,
300344.SZ,ЬЋПежЧдь,20131114,4.0484,
300344.SZ,ЬЋПежЧдь,20131115,4.4518,
300344.SZ,ЬЋПежЧдь,20131118,4.8173,
300344.SZ,ЬЋПежЧдь,20131119,4.5657,
300344.SZ,ЬЋПежЧдь,20131120,4.6227,
300344.SZ,ЬЋПежЧдь,20131121,4.4281,
300344.SZ,ЬЋПежЧдь,20131122,4.4186,
300344.SZ,ЬЋПежЧдь,20131125,4.4613,
300344.SZ,ЬЋПежЧдь,20131126,4.6037,
300344.SZ,ЬЋПежЧдь,20131127,4.523,
300344.SZ,ЬЋПежЧдь,20131128,4.4661,
300344.SZ,ЬЋПежЧдь,20131129,4.5278,
300344.SZ,ЬЋПежЧдь,20131202,4.0769,
300344.SZ,ЬЋПежЧдь,20131203,3.9013,
300344.SZ,ЬЋПежЧдь,20131204,3.887,
300344.SZ,ЬЋПежЧдь,20131205,3.906,
300344.SZ,ЬЋПежЧдь,20131206,4.0437,
300344.SZ,ЬЋПежЧдь,20131209,4.4471,
300344.SZ,ЬЋПежЧдь,20131210,4.8742,
300344.SZ,ЬЋПежЧдь,20131211,5.1068,
300344.SZ,ЬЋПежЧдь,20131212,4.9739,
300344.SZ,ЬЋПежЧдь,20131213,5.4722,
300344.SZ,ЬЋПежЧдь,20131216,5.4153,
300344.SZ,ЬЋПежЧдь,20131217,5.0831,
300344.SZ,ЬЋПежЧдь,20131218,4.9359,
300344.SZ,ЬЋПежЧдь,20131219,4.7129,
300344.SZ,ЬЋПежЧдь,20131220,4.8742,
300344.SZ,ЬЋПежЧдь,20131223,4.6274,
300344.SZ,ЬЋПежЧдь,20131224,4.841,
300344.SZ,ЬЋПежЧдь,20131225,5.0736,
300344.SZ,ЬЋПежЧдь,20131226,5.1685,
300344.SZ,ЬЋПежЧдь,20131227,5.1305,
300344.SZ,ЬЋПежЧдь,20131230,4.8695,
300344.SZ,ЬЋПежЧдь,20131231,4.8552,
300344.SZ,ЬЋПежЧдь,20140102,4.9881,
300344.SZ,ЬЋПежЧдь,20140103,5.1732,
300344.SZ,ЬЋПежЧдь,20140106,4.7888,
300344.SZ,ЬЋПежЧдь,20140107,5.1495,
300344.SZ,ЬЋПежЧдь,20140108,5.3299,
300344.SZ,ЬЋПежЧдь,20140109,5.0546,
300344.SZ,ЬЋПежЧдь,20140110,5.4817,
300344.SZ,ЬЋПежЧдь,20140113,5.5244,
300344.SZ,ЬЋПежЧдь,20140114,5.6099,
300344.SZ,ЬЋПежЧдь,20140115,5.6241,
300344.SZ,ЬЋПежЧдь,20140116,5.3916,
300344.SZ,ЬЋПежЧдь,20140117,5.3204,
300344.SZ,ЬЋПежЧдь,20140120,5.2017,
300344.SZ,ЬЋПежЧдь,20140121,5.5387,
300344.SZ,ЬЋПежЧдь,20140122,5.4627,
300344.SZ,ЬЋПежЧдь,20140123,5.6289,
300344.SZ,ЬЋПежЧдь,20140124,5.42,
300344.SZ,ЬЋПежЧдь,20140127,5.4105,
300344.SZ,ЬЋПежЧдь,20140128,5.1258,
300344.SZ,ЬЋПежЧдь,20140129,5.159,
300344.SZ,ЬЋПежЧдь,20140130,5.0166,
300344.SZ,ЬЋПежЧдь,20140207,5.1637,
300344.SZ,ЬЋПежЧдь,20140210,5.3061,
300344.SZ,ЬЋПежЧдь,20140211,5.178,
300344.SZ,ЬЋПежЧдь,20140212,5.4912,
300344.SZ,ЬЋПежЧдь,20140213,5.2919,
300344.SZ,ЬЋПежЧдь,20140214,5.4438,
300344.SZ,ЬЋПежЧдь,20140217,5.6431,
300344.SZ,ЬЋПежЧдь,20140218,5.6146,
300344.SZ,ЬЋПежЧдь,20140219,5.5055,
300344.SZ,ЬЋПежЧдь,20140220,5.197,
300344.SZ,ЬЋПежЧдь,20140221,5.1448,
300344.SZ,ЬЋПежЧдь,20140224,5.2207,
300344.SZ,ЬЋПежЧдь,20140225,4.6986,
300344.SZ,ЬЋПежЧдь,20140226,4.6464,
300344.SZ,ЬЋПежЧдь,20140227,4.4613,
300344.SZ,ЬЋПежЧдь,20140228,4.542,
300344.SZ,ЬЋПежЧдь,20140303,4.6559,
300344.SZ,ЬЋПежЧдь,20140304,4.6084,
300344.SZ,ЬЋПежЧдь,20140305,4.6512,
300344.SZ,ЬЋПежЧдь,20140306,4.6796,
300344.SZ,ЬЋПежЧдь,20140307,4.6179,
300344.SZ,ЬЋПежЧдь,20140310,4.2857,
300344.SZ,ЬЋПежЧдь,20140311,4.2667,
300344.SZ,ЬЋПежЧдь,20140312,4.3617,
300344.SZ,ЬЋПежЧдь,20140313,4.3617,
300344.SZ,ЬЋПежЧдь,20140314,4.3237,
300344.SZ,ЬЋПежЧдь,20140317,4.7556,
300344.SZ,ЬЋПежЧдь,20140318,5.2302,
300344.SZ,ЬЋПежЧдь,20140319,5.3868,
300344.SZ,ЬЋПежЧдь,20140320,5.4438,
300344.SZ,ЬЋПежЧдь,20140321,5.4105,
300344.SZ,ЬЋПежЧдь,20140324,5.6194,
300344.SZ,ЬЋПежЧдь,20140325,5.197,
300344.SZ,ЬЋПежЧдь,20140326,5.2444,
300344.SZ,ЬЋПежЧдь,20140327,4.8837,
300344.SZ,ЬЋПежЧдь,20140328,4.6464,
300344.SZ,ЬЋПежЧдь,20140331,4.5705,
300344.SZ,ЬЋПежЧдь,20140401,4.7176,
300344.SZ,ЬЋПежЧдь,20140402,4.7556,
300344.SZ,ЬЋПежЧдь,20140403,4.6939,
300344.SZ,ЬЋПежЧдь,20140404,4.7413,
300344.SZ,ЬЋПежЧдь,20140408,4.6986,
300344.SZ,ЬЋПежЧдь,20140409,4.841,
300344.SZ,ЬЋПежЧдь,20140410,4.7698,
300344.SZ,ЬЋПежЧдь,20140411,4.6701,
300344.SZ,ЬЋПежЧдь,20140414,4.7698,
300344.SZ,ЬЋПежЧдь,20140415,4.6749,
300344.SZ,ЬЋПежЧдь,20140416,4.6986,
300344.SZ,ЬЋПежЧдь,20140417,4.7129,
300344.SZ,ЬЋПежЧдь,20140418,4.7366,
300344.SZ,ЬЋПежЧдь,20140421,4.6037,
300344.SZ,ЬЋПежЧдь,20140422,4.4851,
300344.SZ,ЬЋПежЧдь,20140423,4.4898,
300344.SZ,ЬЋПежЧдь,20140424,4.4613,
300344.SZ,ЬЋПежЧдь,20140425,4.4376,
300344.SZ,ЬЋПежЧдь,20140428,4.2905,
300344.SZ,ЬЋПежЧдь,20140429,4.3901,
300344.SZ,ЬЋПежЧдь,20140430,4.4518,
300344.SZ,ЬЋПежЧдь,20140505,4.5325,
300344.SZ,ЬЋПежЧдь,20140506,4.5183,
300344.SZ,ЬЋПежЧдь,20140507,4.4708,
300344.SZ,ЬЋПежЧдь,20140508,4.4566,
300344.SZ,ЬЋПежЧдь,20140509,4.3474,
300344.SZ,ЬЋПежЧдь,20140512,4.5467,
300344.SZ,ЬЋПежЧдь,20140513,4.5325,
300344.SZ,ЬЋПежЧдь,20140514,4.5325,
300344.SZ,ЬЋПежЧдь,20140515,4.3949,
300344.SZ,ЬЋПежЧдь,20140516,4.4091,
300344.SZ,ЬЋПежЧдь,20140519,4.3901,
300344.SZ,ЬЋПежЧдь,20140520,4.4613,
300344.SZ,ЬЋПежЧдь,20140521,4.4945,
300344.SZ,ЬЋПежЧдь,20140522,4.504,
300344.SZ,ЬЋПежЧдь,20140523,4.561,
300344.SZ,ЬЋПежЧдь,20140526,4.6464,
300344.SZ,ЬЋПежЧдь,20140527,4.5847,
300344.SZ,ЬЋПежЧдь,20140528,4.6322,
300344.SZ,ЬЋПежЧдь,20140529,4.5135,
300344.SZ,ЬЋПежЧдь,20140530,4.5135,
300344.SZ,ЬЋПежЧдь,20140603,4.5373,
300344.SZ,ЬЋПежЧдь,20140604,4.4518,
300344.SZ,ЬЋПежЧдь,20140605,4.6274,
300344.SZ,ЬЋПежЧдь,20140606,4.6179,
300344.SZ,ЬЋПежЧдь,20140609,4.542,
300344.SZ,ЬЋПежЧдь,20140610,4.6179,
300344.SZ,ЬЋПежЧдь,20140611,4.7129,
300344.SZ,ЬЋПежЧдь,20140612,4.6891,
300344.SZ,ЬЋПежЧдь,20140613,4.7461,
300344.SZ,ЬЋПежЧдь,20140616,4.7888,
300344.SZ,ЬЋПежЧдь,20140617,4.6986,
300344.SZ,ЬЋПежЧдь,20140618,4.6322,
300344.SZ,ЬЋПежЧдь,20140619,4.4613,
300344.SZ,ЬЋПежЧдь,20140620,4.5278,
300344.SZ,ЬЋПежЧдь,20140623,4.599,
300344.SZ,ЬЋПежЧдь,20140624,4.6132,
300344.SZ,ЬЋПежЧдь,20140625,4.58,
300344.SZ,ЬЋПежЧдь,20140626,4.7651,
300344.SZ,ЬЋПежЧдь,20140627,4.7224,
300344.SZ,ЬЋПежЧдь,20140630,4.7793,
300344.SZ,ЬЋПежЧдь,20140701,4.7983,
300344.SZ,ЬЋПежЧдь,20140702,4.822,
300344.SZ,ЬЋПежЧдь,20140703,4.8695,
300344.SZ,ЬЋПежЧдь,20140704,4.8837,
300344.SZ,ЬЋПежЧдь,20140707,4.8268,
300344.SZ,ЬЋПежЧдь,20140708,4.8505,
300344.SZ,ЬЋПежЧдь,20140709,4.9361,
300344.SZ,ЬЋПежЧдь,20140710,4.9504,
300344.SZ,ЬЋПежЧдь,20140711,5.093,
300344.SZ,ЬЋПежЧдь,20140714,5.1572,
300344.SZ,ЬЋПежЧдь,20140715,5.0288,
300344.SZ,ЬЋПежЧдь,20140716,4.9646,
300344.SZ,ЬЋПежЧдь,20140717,4.9932,
300344.SZ,ЬЋПежЧдь,20140718,5.0217,
300344.SZ,ЬЋПежЧдь,20140721,5.1358,
300344.SZ,ЬЋПежЧдь,20140722,5.1786,
300344.SZ,ЬЋПежЧдь,20140723,5.0074,
300344.SZ,ЬЋПежЧдь,20140724,4.9361,
300344.SZ,ЬЋПежЧдь,20140725,4.986,
300344.SZ,ЬЋПежЧдь,20140728,5.0716,
300344.SZ,ЬЋПежЧдь,20140729,5.1287,
