ґъВл,јтіЖ,ИХЖЪ,КХЕМјЫ(ФЄ),
300618.SZ,є®ИсоЬТµ,20170822,106,
300618.SZ,є®ИсоЬТµ,20170823,101.7,
300618.SZ,є®ИсоЬТµ,20170824,102,
300618.SZ,є®ИсоЬТµ,20170825,104.8,
300618.SZ,є®ИсоЬТµ,20170828,115.28,
300618.SZ,є®ИсоЬТµ,20170829,126.81,
300618.SZ,є®ИсоЬТµ,20170830,139.49,
300618.SZ,є®ИсоЬТµ,20170831,153.44,
300618.SZ,є®ИсоЬТµ,20170901,153.44,
300618.SZ,є®ИсоЬТµ,20170904,153.44,
300618.SZ,є®ИсоЬТµ,20170905,157.77,
300618.SZ,є®ИсоЬТµ,20170906,173.55,
300618.SZ,є®ИсоЬТµ,20170907,171,
300618.SZ,є®ИсоЬТµ,20170908,172,
300618.SZ,є®ИсоЬТµ,20170911,176.88,
300618.SZ,є®ИсоЬТµ,20170912,164,
300618.SZ,є®ИсоЬТµ,20170913,167.99,
300618.SZ,є®ИсоЬТµ,20170914,168.89,
300618.SZ,є®ИсоЬТµ,20170915,164,
300618.SZ,є®ИсоЬТµ,20170918,180.4,
300618.SZ,є®ИсоЬТµ,20170919,196,
300618.SZ,є®ИсоЬТµ,20170920,190.5,
300618.SZ,є®ИсоЬТµ,20170921,185.33,
300618.SZ,є®ИсоЬТµ,20170922,171.5,
300618.SZ,є®ИсоЬТµ,20170925,171.6,
300618.SZ,є®ИсоЬТµ,20170926,181,
300618.SZ,є®ИсоЬТµ,20170927,184.7,
300618.SZ,є®ИсоЬТµ,20170928,194.31,
300618.SZ,є®ИсоЬТµ,20170929,193.66,
300618.SZ,є®ИсоЬТµ,20171009,185.48,
300618.SZ,є®ИсоЬТµ,20171010,187.48,
300618.SZ,є®ИсоЬТµ,20171011,175.89,
300618.SZ,є®ИсоЬТµ,20171012,174.9,
300618.SZ,є®ИсоЬТµ,20171013,174.86,
300618.SZ,є®ИсоЬТµ,20171016,175,
300618.SZ,є®ИсоЬТµ,20171017,175.14,
300618.SZ,є®ИсоЬТµ,20171018,166,
300618.SZ,є®ИсоЬТµ,20171019,169.98,
300618.SZ,є®ИсоЬТµ,20171020,186.98,
300618.SZ,є®ИсоЬТµ,20171023,190.71,
300618.SZ,є®ИсоЬТµ,20171024,189.02,
300618.SZ,є®ИсоЬТµ,20171025,185.76,
300618.SZ,є®ИсоЬТµ,20171026,204.34,
300618.SZ,є®ИсоЬТµ,20171027,200.95,
300618.SZ,є®ИсоЬТµ,20171030,203.6,
300618.SZ,є®ИсоЬТµ,20171031,223.96,
300618.SZ,є®ИсоЬТµ,20171101,234.9,
300618.SZ,є®ИсоЬТµ,20171102,227.5,
300618.SZ,є®ИсоЬТµ,20171103,233,
300618.SZ,є®ИсоЬТµ,20171106,224.74,
300618.SZ,є®ИсоЬТµ,20171107,228.72,
300618.SZ,є®ИсоЬТµ,20171108,232.63,
300618.SZ,є®ИсоЬТµ,20171109,228.81,
300618.SZ,є®ИсоЬТµ,20171110,240,
300618.SZ,є®ИсоЬТµ,20171113,244.63,
300618.SZ,є®ИсоЬТµ,20171114,224.8,
300618.SZ,є®ИсоЬТµ,20171115,214.99,
300618.SZ,є®ИсоЬТµ,20171116,209.31,
300618.SZ,є®ИсоЬТµ,20171117,195.51,
300618.SZ,є®ИсоЬТµ,20171120,214.09,
300618.SZ,є®ИсоЬТµ,20171121,216.45,
300618.SZ,є®ИсоЬТµ,20171122,226.89,
300618.SZ,є®ИсоЬТµ,20171123,230.3,
300618.SZ,є®ИсоЬТµ,20171124,236.2,
300618.SZ,є®ИсоЬТµ,20171127,212.58,
300618.SZ,є®ИсоЬТµ,20171128,233.84,
300618.SZ,є®ИсоЬТµ,20171129,239.66,
300618.SZ,є®ИсоЬТµ,20171130,242.99,
300618.SZ,є®ИсоЬТµ,20171201,258.9,
300618.SZ,є®ИсоЬТµ,20171204,251,
300618.SZ,є®ИсоЬТµ,20171205,242,
300618.SZ,є®ИсоЬТµ,20171206,250.5,
300618.SZ,є®ИсоЬТµ,20171207,231.5,
300618.SZ,є®ИсоЬТµ,20171208,238.5,
300618.SZ,є®ИсоЬТµ,20171211,243.52,
300618.SZ,є®ИсоЬТµ,20171212,250.01,
300618.SZ,є®ИсоЬТµ,20171213,242.6,
300618.SZ,є®ИсоЬТµ,20171214,244.98,
300618.SZ,є®ИсоЬТµ,20171215,236.6,
300618.SZ,є®ИсоЬТµ,20171218,227,
300618.SZ,є®ИсоЬТµ,20171219,225.98,
300618.SZ,є®ИсоЬТµ,20171220,228.86,
300618.SZ,є®ИсоЬТµ,20171221,245.67,
300618.SZ,є®ИсоЬТµ,20171222,246.2,
300618.SZ,є®ИсоЬТµ,20171225,243.3,
300618.SZ,є®ИсоЬТµ,20171226,242,
300618.SZ,є®ИсоЬТµ,20171227,245.48,
300618.SZ,є®ИсоЬТµ,20171228,237,
300618.SZ,є®ИсоЬТµ,20171229,235.77,
300618.SZ,є®ИсоЬТµ,20180102,233.15,
300618.SZ,є®ИсоЬТµ,20180103,240.38,
300618.SZ,є®ИсоЬТµ,20180104,249.8,
300618.SZ,є®ИсоЬТµ,20180105,267.9,
300618.SZ,є®ИсоЬТµ,20180108,288.96,
300618.SZ,є®ИсоЬТµ,20180109,288,
300618.SZ,є®ИсоЬТµ,20180110,295.84,
300618.SZ,є®ИсоЬТµ,20180111,297,
300618.SZ,є®ИсоЬТµ,20180112,288,
300618.SZ,є®ИсоЬТµ,20180115,280.5,
300618.SZ,є®ИсоЬТµ,20180116,292.78,
300618.SZ,є®ИсоЬТµ,20180117,272.62,
300618.SZ,є®ИсоЬТµ,20180118,275.96,
300618.SZ,є®ИсоЬТµ,20180119,288.06,
300618.SZ,є®ИсоЬТµ,20180122,287.38,
300618.SZ,є®ИсоЬТµ,20180123,296.92,
300618.SZ,є®ИсоЬТµ,20180124,318.58,
300618.SZ,є®ИсоЬТµ,20180125,311.76,
300618.SZ,є®ИсоЬТµ,20180126,310.22,
300618.SZ,є®ИсоЬТµ,20180129,305.59,
300618.SZ,є®ИсоЬТµ,20180130,275.03,
300618.SZ,є®ИсоЬТµ,20180131,261.96,
300618.SZ,є®ИсоЬТµ,20180201,245,
300618.SZ,є®ИсоЬТµ,20180202,243,
300618.SZ,є®ИсоЬТµ,20180205,220,
300618.SZ,є®ИсоЬТµ,20180206,226.19,
300618.SZ,є®ИсоЬТµ,20180207,226.8,
300618.SZ,є®ИсоЬТµ,20180208,244.44,
300618.SZ,є®ИсоЬТµ,20180209,249.1,
300618.SZ,є®ИсоЬТµ,20180212,265,
300618.SZ,є®ИсоЬТµ,20180213,248.49,
300618.SZ,є®ИсоЬТµ,20180214,243.31,
300618.SZ,є®ИсоЬТµ,20180222,267.64,
300618.SZ,є®ИсоЬТµ,20180223,263.11,
300618.SZ,є®ИсоЬТµ,20180226,276.55,
300618.SZ,є®ИсоЬТµ,20180227,280.95,
300618.SZ,є®ИсоЬТµ,20180228,289.72,
300618.SZ,є®ИсоЬТµ,20180301,290.05,
300618.SZ,є®ИсоЬТµ,20180302,296.3,
300618.SZ,є®ИсоЬТµ,20180305,302.95,
300618.SZ,є®ИсоЬТµ,20180306,302.47,
300618.SZ,є®ИсоЬТµ,20180307,302.5,
300618.SZ,є®ИсоЬТµ,20180308,287.9,
300618.SZ,є®ИсоЬТµ,20180309,294,
300618.SZ,є®ИсоЬТµ,20180312,323.4,
300618.SZ,є®ИсоЬТµ,20180313,328.9,
300618.SZ,є®ИсоЬТµ,20180314,326.5,
300618.SZ,є®ИсоЬТµ,20180315,331.5,
300618.SZ,є®ИсоЬТµ,20180316,314.89,
300618.SZ,є®ИсоЬТµ,20180319,311.8,
300618.SZ,є®ИсоЬТµ,20180320,313.15,
300618.SZ,є®ИсоЬТµ,20180321,301,
300618.SZ,є®ИсоЬТµ,20180322,305.4,
300618.SZ,є®ИсоЬТµ,20180323,275.9,
300618.SZ,є®ИсоЬТµ,20180326,298.81,
