덜쯤,숌냔,휑퍅,澗턍송(禱),
002490.SZ,*ST카질,20151126,10.37,
002490.SZ,*ST카질,20151127,9.88,
002490.SZ,*ST카질,20151130,10.29,
002490.SZ,*ST카질,20151201,10.24,
002490.SZ,*ST카질,20151202,10.02,
002490.SZ,*ST카질,20151203,10.31,
002490.SZ,*ST카질,20151204,10.15,
002490.SZ,*ST카질,20151207,10.29,
002490.SZ,*ST카질,20151208,9.84,
002490.SZ,*ST카질,20151209,9.56,
002490.SZ,*ST카질,20151210,9.61,
002490.SZ,*ST카질,20151211,9.49,
002490.SZ,*ST카질,20151214,9.85,
002490.SZ,*ST카질,20151215,9.92,
002490.SZ,*ST카질,20151216,10.07,
002490.SZ,*ST카질,20151217,10.3,
002490.SZ,*ST카질,20151218,10.19,
002490.SZ,*ST카질,20151221,11.21,
002490.SZ,*ST카질,20151222,11.78,
002490.SZ,*ST카질,20151223,10.99,
002490.SZ,*ST카질,20151224,10.85,
002490.SZ,*ST카질,20151225,10.97,
002490.SZ,*ST카질,20151228,11.02,
002490.SZ,*ST카질,20151229,11.35,
002490.SZ,*ST카질,20151230,11.45,
002490.SZ,*ST카질,20151231,11.44,
002490.SZ,*ST카질,20160104,10.3,
002490.SZ,*ST카질,20160105,9.87,
002490.SZ,*ST카질,20160106,10.13,
002490.SZ,*ST카질,20160107,9.12,
002490.SZ,*ST카질,20160108,9.07,
002490.SZ,*ST카질,20160111,8.16,
002490.SZ,*ST카질,20160112,7.95,
002490.SZ,*ST카질,20160113,7.35,
002490.SZ,*ST카질,20160114,7.86,
002490.SZ,*ST카질,20160115,7.25,
002490.SZ,*ST카질,20160118,7.34,
002490.SZ,*ST카질,20160119,7.74,
002490.SZ,*ST카질,20160120,7.56,
002490.SZ,*ST카질,20160121,7.31,
002490.SZ,*ST카질,20160122,7.57,
002490.SZ,*ST카질,20160125,7.7,
002490.SZ,*ST카질,20160126,7.3,
002490.SZ,*ST카질,20160127,7.24,
002490.SZ,*ST카질,20160128,7,
002490.SZ,*ST카질,20160129,7.24,
002490.SZ,*ST카질,20160201,7.02,
002490.SZ,*ST카질,20160202,7.3,
002490.SZ,*ST카질,20160203,7.26,
002490.SZ,*ST카질,20160204,7.41,
002490.SZ,*ST카질,20160205,7.35,
002490.SZ,*ST카질,20160215,7.26,
002490.SZ,*ST카질,20160216,7.64,
002490.SZ,*ST카질,20160217,7.7,
002490.SZ,*ST카질,20160218,7.62,
002490.SZ,*ST카질,20160219,7.67,
002490.SZ,*ST카질,20160222,7.85,
002490.SZ,*ST카질,20160223,8.43,
002490.SZ,*ST카질,20160224,9.27,
002490.SZ,*ST카질,20160225,8.65,
002490.SZ,*ST카질,20160226,9.43,
002490.SZ,*ST카질,20160229,8.49,
002490.SZ,*ST카질,20160301,7.75,
002490.SZ,*ST카질,20160302,8.03,
002490.SZ,*ST카질,20160303,7.94,
002490.SZ,*ST카질,20160304,7.3,
002490.SZ,*ST카질,20160307,7.53,
002490.SZ,*ST카질,20160308,8.28,
002490.SZ,*ST카질,20160309,8.59,
002490.SZ,*ST카질,20160310,8.1,
002490.SZ,*ST카질,20160311,8.38,
002490.SZ,*ST카질,20160314,8.64,
002490.SZ,*ST카질,20160315,8.51,
002490.SZ,*ST카질,20160316,8.16,
002490.SZ,*ST카질,20160317,8.4,
002490.SZ,*ST카질,20160318,8.66,
002490.SZ,*ST카질,20160321,8.94,
002490.SZ,*ST카질,20160322,8.67,
002490.SZ,*ST카질,20160323,8.76,
002490.SZ,*ST카질,20160324,8.35,
002490.SZ,*ST카질,20160325,8.5,
002490.SZ,*ST카질,20160328,8.46,
002490.SZ,*ST카질,20160329,8.03,
002490.SZ,*ST카질,20160330,8.28,
002490.SZ,*ST카질,20160331,8.35,
002490.SZ,*ST카질,20160401,8.19,
002490.SZ,*ST카질,20160405,8.47,
002490.SZ,*ST카질,20160406,8.57,
002490.SZ,*ST카질,20160407,8.43,
002490.SZ,*ST카질,20160408,8.22,
002490.SZ,*ST카질,20160411,8.33,
002490.SZ,*ST카질,20160412,8.3,
002490.SZ,*ST카질,20160413,8.53,
002490.SZ,*ST카질,20160414,8.64,
002490.SZ,*ST카질,20160415,8.89,
002490.SZ,*ST카질,20160418,8.99,
002490.SZ,*ST카질,20160419,8.82,
002490.SZ,*ST카질,20160420,8.26,
002490.SZ,*ST카질,20160421,8.74,
002490.SZ,*ST카질,20160422,8.85,
002490.SZ,*ST카질,20160425,9.11,
002490.SZ,*ST카질,20160426,9.12,
002490.SZ,*ST카질,20160427,8.99,
002490.SZ,*ST카질,20160428,8.79,
002490.SZ,*ST카질,20160429,9.27,
002490.SZ,*ST카질,20160503,9.57,
002490.SZ,*ST카질,20160504,9.43,
002490.SZ,*ST카질,20160505,9.46,
002490.SZ,*ST카질,20160506,8.88,
002490.SZ,*ST카질,20160509,8.69,
002490.SZ,*ST카질,20160510,8.79,
002490.SZ,*ST카질,20160511,8.24,
002490.SZ,*ST카질,20160512,7.77,
002490.SZ,*ST카질,20160513,7.66,
002490.SZ,*ST카질,20160516,7.8,
002490.SZ,*ST카질,20160517,7.88,
002490.SZ,*ST카질,20160518,7.53,
002490.SZ,*ST카질,20160519,7.55,
002490.SZ,*ST카질,20160520,7.63,
002490.SZ,*ST카질,20160523,7.74,
002490.SZ,*ST카질,20160524,7.78,
002490.SZ,*ST카질,20160525,7.63,
002490.SZ,*ST카질,20160526,7.69,
002490.SZ,*ST카질,20160527,7.7,
002490.SZ,*ST카질,20160530,7.6,
002490.SZ,*ST카질,20160531,7.91,
002490.SZ,*ST카질,20160601,8.21,
002490.SZ,*ST카질,20160602,8.25,
002490.SZ,*ST카질,20160603,8.22,
002490.SZ,*ST카질,20160606,8.19,
002490.SZ,*ST카질,20160607,8.12,
002490.SZ,*ST카질,20160608,8.29,
002490.SZ,*ST카질,20160613,7.83,
002490.SZ,*ST카질,20160614,7.98,
002490.SZ,*ST카질,20160615,8.24,
002490.SZ,*ST카질,20160616,8.34,
002490.SZ,*ST카질,20160617,8.3,
002490.SZ,*ST카질,20160620,8.25,
002490.SZ,*ST카질,20160621,8.37,
002490.SZ,*ST카질,20160622,8.88,
002490.SZ,*ST카질,20160623,8.98,
002490.SZ,*ST카질,20160624,8.62,
002490.SZ,*ST카질,20160627,8.92,
002490.SZ,*ST카질,20160628,8.93,
002490.SZ,*ST카질,20160629,8.79,
002490.SZ,*ST카질,20160630,8.89,
002490.SZ,*ST카질,20160701,8.94,
002490.SZ,*ST카질,20160704,8.98,
002490.SZ,*ST카질,20160705,8.93,
002490.SZ,*ST카질,20160706,8.96,
002490.SZ,*ST카질,20160707,8.89,
002490.SZ,*ST카질,20160708,8.81,
002490.SZ,*ST카질,20160711,8.76,
002490.SZ,*ST카질,20160712,8.9,
002490.SZ,*ST카질,20160713,9.01,
002490.SZ,*ST카질,20160714,8.95,
002490.SZ,*ST카질,20160715,9.21,
002490.SZ,*ST카질,20160718,9.01,
002490.SZ,*ST카질,20160719,9.22,
002490.SZ,*ST카질,20160720,9.04,
002490.SZ,*ST카질,20160721,8.97,
002490.SZ,*ST카질,20160722,8.84,
002490.SZ,*ST카질,20160725,9.05,
002490.SZ,*ST카질,20160726,9.05,
002490.SZ,*ST카질,20160727,8.6,
002490.SZ,*ST카질,20160728,8.53,
002490.SZ,*ST카질,20160729,8.3,
002490.SZ,*ST카질,20160801,8.16,
002490.SZ,*ST카질,20160802,8.23,
002490.SZ,*ST카질,20160803,8.25,
002490.SZ,*ST카질,20160804,8.29,
002490.SZ,*ST카질,20160805,8.32,
002490.SZ,*ST카질,20160808,8.46,
002490.SZ,*ST카질,20160809,8.54,
002490.SZ,*ST카질,20160810,8.6,
002490.SZ,*ST카질,20160811,9.04,
002490.SZ,*ST카질,20160812,9.45,
002490.SZ,*ST카질,20160815,10.19,
002490.SZ,*ST카질,20160816,11.21,
002490.SZ,*ST카질,20160817,11.65,
002490.SZ,*ST카질,20160818,11.43,
002490.SZ,*ST카질,20160819,10.9,
002490.SZ,*ST카질,20160822,10.73,
002490.SZ,*ST카질,20160823,10.86,
002490.SZ,*ST카질,20160824,10.64,
002490.SZ,*ST카질,20160825,10.86,
002490.SZ,*ST카질,20160826,10.38,
002490.SZ,*ST카질,20160829,10.36,
002490.SZ,*ST카질,20160830,10.9,
002490.SZ,*ST카질,20160831,11.03,
002490.SZ,*ST카질,20160901,10.34,
002490.SZ,*ST카질,20160902,10.23,
002490.SZ,*ST카질,20160905,10.33,
002490.SZ,*ST카질,20160906,10.35,
002490.SZ,*ST카질,20160907,10.4,
002490.SZ,*ST카질,20160908,10.49,
002490.SZ,*ST카질,20160909,10.24,
002490.SZ,*ST카질,20160912,9.7,
002490.SZ,*ST카질,20160913,9.86,
002490.SZ,*ST카질,20160914,9.9,
002490.SZ,*ST카질,20160919,9.92,
002490.SZ,*ST카질,20160920,10.8,
002490.SZ,*ST카질,20160921,10.55,
002490.SZ,*ST카질,20160922,10.66,
002490.SZ,*ST카질,20160923,10.94,
002490.SZ,*ST카질,20160926,11.1,
002490.SZ,*ST카질,20160927,10.99,
002490.SZ,*ST카질,20160928,11.34,
002490.SZ,*ST카질,20160929,11.06,
002490.SZ,*ST카질,20160930,10.8,
002490.SZ,*ST카질,20161010,11.15,
002490.SZ,*ST카질,20161011,11.43,
002490.SZ,*ST카질,20161012,11.58,
002490.SZ,*ST카질,20161013,11.45,
002490.SZ,*ST카질,20161014,11.74,
002490.SZ,*ST카질,20161017,11.38,
002490.SZ,*ST카질,20161018,12.1,
002490.SZ,*ST카질,20161019,12.4,
002490.SZ,*ST카질,20161020,12.09,
002490.SZ,*ST카질,20161021,12.67,
002490.SZ,*ST카질,20161024,12.8,
002490.SZ,*ST카질,20161025,12.64,
002490.SZ,*ST카질,20161026,12.33,
002490.SZ,*ST카질,20161027,12.88,
002490.SZ,*ST카질,20161028,12.83,
002490.SZ,*ST카질,20161031,12.46,
002490.SZ,*ST카질,20161101,12.59,
002490.SZ,*ST카질,20161102,13.2,
002490.SZ,*ST카질,20161103,13.04,
002490.SZ,*ST카질,20161104,13.08,
002490.SZ,*ST카질,20161107,12.99,
002490.SZ,*ST카질,20161108,12.85,
002490.SZ,*ST카질,20161109,12.5,
002490.SZ,*ST카질,20161110,12.75,
002490.SZ,*ST카질,20161111,12.98,
002490.SZ,*ST카질,20161114,12.7,
002490.SZ,*ST카질,20161115,12.51,
002490.SZ,*ST카질,20161116,12.51,
002490.SZ,*ST카질,20161117,12,
002490.SZ,*ST카질,20161118,11.84,
002490.SZ,*ST카질,20161121,11.96,
002490.SZ,*ST카질,20161122,12.18,
002490.SZ,*ST카질,20161123,11.93,
002490.SZ,*ST카질,20161124,11.63,
002490.SZ,*ST카질,20161125,11.13,
002490.SZ,*ST카질,20161128,11.1,
002490.SZ,*ST카질,20161129,10.7,
002490.SZ,*ST카질,20161130,10.96,
002490.SZ,*ST카질,20161201,10.91,
002490.SZ,*ST카질,20161202,11.13,
002490.SZ,*ST카질,20161205,10.7,
002490.SZ,*ST카질,20161206,10.59,
002490.SZ,*ST카질,20161207,10.64,
002490.SZ,*ST카질,20161208,10.79,
002490.SZ,*ST카질,20161209,10.89,
002490.SZ,*ST카질,20161212,9.88,
002490.SZ,*ST카질,20161213,9.88,
002490.SZ,*ST카질,20161214,9.6,
002490.SZ,*ST카질,20161215,9.77,
002490.SZ,*ST카질,20161216,9.87,
002490.SZ,*ST카질,20161219,9.89,
002490.SZ,*ST카질,20161220,9.88,
002490.SZ,*ST카질,20161221,10.08,
002490.SZ,*ST카질,20161222,10.11,
002490.SZ,*ST카질,20161223,9.79,
002490.SZ,*ST카질,20161226,9.84,
002490.SZ,*ST카질,20161227,9.98,
002490.SZ,*ST카질,20161228,9.87,
002490.SZ,*ST카질,20161229,9.67,
002490.SZ,*ST카질,20161230,9.68,
002490.SZ,*ST카질,20170103,9.79,
002490.SZ,*ST카질,20170104,10.22,
002490.SZ,*ST카질,20170105,10.19,
002490.SZ,*ST카질,20170106,10.15,
002490.SZ,*ST카질,20170109,10.44,
002490.SZ,*ST카질,20170110,10.17,
002490.SZ,*ST카질,20170111,10.29,
002490.SZ,*ST카질,20170112,10.12,
002490.SZ,*ST카질,20170113,10.49,
002490.SZ,*ST카질,20170116,9.91,
002490.SZ,*ST카질,20170117,9.8,
002490.SZ,*ST카질,20170118,9.61,
002490.SZ,*ST카질,20170119,9.63,
002490.SZ,*ST카질,20170120,9.82,
002490.SZ,*ST카질,20170123,9.58,
002490.SZ,*ST카질,20170124,9.18,
002490.SZ,*ST카질,20170125,9.28,
002490.SZ,*ST카질,20170126,9.34,
002490.SZ,*ST카질,20170203,8.51,
002490.SZ,*ST카질,20170206,8.3,
002490.SZ,*ST카질,20170207,8.46,
002490.SZ,*ST카질,20170208,8.42,
002490.SZ,*ST카질,20170209,8.33,
002490.SZ,*ST카질,20170210,8.2,
002490.SZ,*ST카질,20170213,8.24,
002490.SZ,*ST카질,20170214,8.14,
002490.SZ,*ST카질,20170215,8.1,
002490.SZ,*ST카질,20170216,8.16,
002490.SZ,*ST카질,20170217,8.09,
002490.SZ,*ST카질,20170220,8.02,
002490.SZ,*ST카질,20170221,8.17,
002490.SZ,*ST카질,20170222,8.22,
002490.SZ,*ST카질,20170223,8.18,
002490.SZ,*ST카질,20170224,8.21,
002490.SZ,*ST카질,20170227,8.12,
002490.SZ,*ST카질,20170228,7.54,
002490.SZ,*ST카질,20170301,7.59,
002490.SZ,*ST카질,20170302,7.47,
002490.SZ,*ST카질,20170303,7.4,
002490.SZ,*ST카질,20170306,7.54,
002490.SZ,*ST카질,20170307,8.29,
002490.SZ,*ST카질,20170308,8.8,
002490.SZ,*ST카질,20170309,8.75,
002490.SZ,*ST카질,20170310,8.42,
002490.SZ,*ST카질,20170313,8.44,
002490.SZ,*ST카질,20170314,8.25,
002490.SZ,*ST카질,20170315,8.29,
002490.SZ,*ST카질,20170316,8.36,
002490.SZ,*ST카질,20170317,8.23,
002490.SZ,*ST카질,20170320,7.98,
002490.SZ,*ST카질,20170321,7.91,
002490.SZ,*ST카질,20170322,7.66,
002490.SZ,*ST카질,20170323,7.75,
002490.SZ,*ST카질,20170324,7.62,
002490.SZ,*ST카질,20170327,7.51,
002490.SZ,*ST카질,20170328,7.78,
002490.SZ,*ST카질,20170329,7.58,
002490.SZ,*ST카질,20170330,7.33,
002490.SZ,*ST카질,20170331,7.24,
002490.SZ,*ST카질,20170405,7.49,
002490.SZ,*ST카질,20170406,7.49,
002490.SZ,*ST카질,20170407,7.12,
002490.SZ,*ST카질,20170410,6.76,
002490.SZ,*ST카질,20170411,6.42,
002490.SZ,*ST카질,20170412,6.18,
002490.SZ,*ST카질,20170413,6.21,
002490.SZ,*ST카질,20170414,6.22,
002490.SZ,*ST카질,20170417,6.11,
002490.SZ,*ST카질,20170418,5.8,
002490.SZ,*ST카질,20170419,5.51,
002490.SZ,*ST카질,20170420,5.6,
002490.SZ,*ST카질,20170421,5.63,
002490.SZ,*ST카질,20170424,5.35,
002490.SZ,*ST카질,20170425,5.34,
002490.SZ,*ST카질,20170426,5.37,
002490.SZ,*ST카질,20170427,5.38,
002490.SZ,*ST카질,20170428,5.43,
002490.SZ,*ST카질,20170502,5.36,
002490.SZ,*ST카질,20170503,5.38,
002490.SZ,*ST카질,20170504,5.34,
002490.SZ,*ST카질,20170505,5.07,
002490.SZ,*ST카질,20170508,4.87,
002490.SZ,*ST카질,20170509,4.89,
002490.SZ,*ST카질,20170510,4.65,
002490.SZ,*ST카질,20170511,4.51,
002490.SZ,*ST카질,20170512,4.47,
002490.SZ,*ST카질,20170515,4.69,
002490.SZ,*ST카질,20170516,4.84,
002490.SZ,*ST카질,20170517,4.79,
002490.SZ,*ST카질,20170518,4.7,
002490.SZ,*ST카질,20170519,4.94,
002490.SZ,*ST카질,20170522,4.69,
002490.SZ,*ST카질,20170523,4.46,
002490.SZ,*ST카질,20170524,4.48,
002490.SZ,*ST카질,20170525,4.6,
002490.SZ,*ST카질,20170526,4.57,
002490.SZ,*ST카질,20170531,4.51,
002490.SZ,*ST카질,20170601,4.28,
002490.SZ,*ST카질,20170602,4.29,
002490.SZ,*ST카질,20170605,4.39,
002490.SZ,*ST카질,20170606,4.42,
002490.SZ,*ST카질,20170607,4.5,
002490.SZ,*ST카질,20170608,4.52,
002490.SZ,*ST카질,20170609,4.5,
002490.SZ,*ST카질,20170612,4.3,
002490.SZ,*ST카질,20170613,4.44,
002490.SZ,*ST카질,20170614,4.45,
002490.SZ,*ST카질,20170615,4.53,
002490.SZ,*ST카질,20170616,4.54,
002490.SZ,*ST카질,20170619,4.61,
002490.SZ,*ST카질,20170620,4.58,
002490.SZ,*ST카질,20170621,4.56,
002490.SZ,*ST카질,20170622,4.36,
002490.SZ,*ST카질,20170623,4.37,
002490.SZ,*ST카질,20170626,4.4,
002490.SZ,*ST카질,20170627,4.46,
002490.SZ,*ST카질,20170628,4.36,
002490.SZ,*ST카질,20170629,4.37,
002490.SZ,*ST카질,20170630,4.4,
002490.SZ,*ST카질,20170703,4.62,
002490.SZ,*ST카질,20170704,4.6,
002490.SZ,*ST카질,20170705,4.63,
002490.SZ,*ST카질,20170706,4.59,
002490.SZ,*ST카질,20170707,4.6,
002490.SZ,*ST카질,20170710,4.69,
002490.SZ,*ST카질,20170711,4.67,
002490.SZ,*ST카질,20170712,4.63,
002490.SZ,*ST카질,20170713,4.65,
002490.SZ,*ST카질,20170714,4.73,
002490.SZ,*ST카질,20170717,4.49,
002490.SZ,*ST카질,20170718,4.48,
002490.SZ,*ST카질,20170719,4.7,
002490.SZ,*ST카질,20170720,4.75,
002490.SZ,*ST카질,20170721,4.99,
002490.SZ,*ST카질,20170724,5.08,
002490.SZ,*ST카질,20170725,5,
002490.SZ,*ST카질,20170726,4.93,
002490.SZ,*ST카질,20170727,4.91,
002490.SZ,*ST카질,20170728,4.86,
002490.SZ,*ST카질,20170731,4.85,
002490.SZ,*ST카질,20170801,4.91,
002490.SZ,*ST카질,20170802,4.76,
002490.SZ,*ST카질,20170803,4.76,
002490.SZ,*ST카질,20170804,4.79,
002490.SZ,*ST카질,20170807,4.91,
002490.SZ,*ST카질,20170808,4.88,
002490.SZ,*ST카질,20170809,4.89,
002490.SZ,*ST카질,20170810,4.82,
002490.SZ,*ST카질,20170811,4.79,
002490.SZ,*ST카질,20170814,4.83,
002490.SZ,*ST카질,20170815,4.81,
002490.SZ,*ST카질,20170816,4.88,
002490.SZ,*ST카질,20170817,4.99,
002490.SZ,*ST카질,20170818,4.99,
002490.SZ,*ST카질,20170821,5.01,
002490.SZ,*ST카질,20170822,5.09,
002490.SZ,*ST카질,20170823,5.27,
002490.SZ,*ST카질,20170824,5.14,
002490.SZ,*ST카질,20170825,5.13,
002490.SZ,*ST카질,20170828,5.09,
002490.SZ,*ST카질,20170829,5.12,
002490.SZ,*ST카질,20170830,5.01,
002490.SZ,*ST카질,20170831,5.04,
002490.SZ,*ST카질,20170901,5.06,
002490.SZ,*ST카질,20170904,5.05,
002490.SZ,*ST카질,20170905,5.06,
002490.SZ,*ST카질,20170906,5.13,
002490.SZ,*ST카질,20170907,5.11,
002490.SZ,*ST카질,20170908,5.12,
002490.SZ,*ST카질,20170911,5.13,
002490.SZ,*ST카질,20170912,5.07,
002490.SZ,*ST카질,20170913,5.07,
002490.SZ,*ST카질,20170914,5.07,
002490.SZ,*ST카질,20170915,5.18,
002490.SZ,*ST카질,20170918,5.14,
002490.SZ,*ST카질,20170919,5.07,
002490.SZ,*ST카질,20170920,5.09,
002490.SZ,*ST카질,20170921,4.95,
002490.SZ,*ST카질,20170922,4.95,
002490.SZ,*ST카질,20170925,4.8,
002490.SZ,*ST카질,20170926,5.04,
002490.SZ,*ST카질,20170927,5.02,
002490.SZ,*ST카질,20170928,4.96,
002490.SZ,*ST카질,20170929,5.06,
002490.SZ,*ST카질,20171009,5.06,
002490.SZ,*ST카질,20171010,5.1,
002490.SZ,*ST카질,20171011,5.1,
002490.SZ,*ST카질,20171012,5.04,
002490.SZ,*ST카질,20171013,5.06,
002490.SZ,*ST카질,20171016,4.98,
002490.SZ,*ST카질,20171017,4.98,
002490.SZ,*ST카질,20171018,4.88,
002490.SZ,*ST카질,20171019,4.82,
002490.SZ,*ST카질,20171020,4.89,
002490.SZ,*ST카질,20171023,5.04,
002490.SZ,*ST카질,20171024,5,
002490.SZ,*ST카질,20171025,5.09,
002490.SZ,*ST카질,20171026,5.08,
002490.SZ,*ST카질,20171027,5.03,
002490.SZ,*ST카질,20171030,4.9,
002490.SZ,*ST카질,20171031,4.95,
002490.SZ,*ST카질,20171101,4.93,
002490.SZ,*ST카질,20171102,5.02,
002490.SZ,*ST카질,20171103,5.18,
002490.SZ,*ST카질,20171106,5.18,
002490.SZ,*ST카질,20171107,5.29,
002490.SZ,*ST카질,20171108,5.2,
002490.SZ,*ST카질,20171109,5.2,
002490.SZ,*ST카질,20171110,5.28,
002490.SZ,*ST카질,20171113,5.44,
002490.SZ,*ST카질,20171114,5.37,
002490.SZ,*ST카질,20171115,5.52,
002490.SZ,*ST카질,20171116,5.67,
002490.SZ,*ST카질,20171117,5.39,
002490.SZ,*ST카질,20171120,5.17,
002490.SZ,*ST카질,20171121,5.07,
002490.SZ,*ST카질,20171122,4.99,
002490.SZ,*ST카질,20171123,4.89,
002490.SZ,*ST카질,20171124,4.96,
002490.SZ,*ST카질,20171127,4.96,
002490.SZ,*ST카질,20171128,5.04,
002490.SZ,*ST카질,20171129,5.03,
002490.SZ,*ST카질,20171130,4.96,
002490.SZ,*ST카질,20171201,4.99,
002490.SZ,*ST카질,20171204,4.84,
002490.SZ,*ST카질,20171205,4.6,
002490.SZ,*ST카질,20171206,4.65,
002490.SZ,*ST카질,20171207,4.63,
002490.SZ,*ST카질,20171208,4.72,
002490.SZ,*ST카질,20171211,4.82,
002490.SZ,*ST카질,20171212,4.74,
002490.SZ,*ST카질,20171213,4.83,
002490.SZ,*ST카질,20171214,4.94,
002490.SZ,*ST카질,20171215,4.89,
002490.SZ,*ST카질,20171218,4.81,
002490.SZ,*ST카질,20171219,4.89,
002490.SZ,*ST카질,20171220,4.87,
002490.SZ,*ST카질,20171221,4.85,
002490.SZ,*ST카질,20171222,4.88,
002490.SZ,*ST카질,20171225,4.8,
002490.SZ,*ST카질,20171226,4.84,
002490.SZ,*ST카질,20171227,4.84,
002490.SZ,*ST카질,20171228,4.81,
002490.SZ,*ST카질,20171229,4.91,
002490.SZ,*ST카질,20180102,4.92,
002490.SZ,*ST카질,20180103,4.94,
002490.SZ,*ST카질,20180104,5,
002490.SZ,*ST카질,20180105,4.97,
002490.SZ,*ST카질,20180108,4.92,
002490.SZ,*ST카질,20180109,4.89,
002490.SZ,*ST카질,20180110,4.79,
002490.SZ,*ST카질,20180111,4.79,
002490.SZ,*ST카질,20180112,4.74,
002490.SZ,*ST카질,20180115,4.6,
002490.SZ,*ST카질,20180116,4.6,
002490.SZ,*ST카질,20180117,4.64,
002490.SZ,*ST카질,20180118,4.87,
002490.SZ,*ST카질,20180119,4.83,
002490.SZ,*ST카질,20180122,4.86,
002490.SZ,*ST카질,20180123,4.79,
002490.SZ,*ST카질,20180124,4.81,
002490.SZ,*ST카질,20180125,4.79,
002490.SZ,*ST카질,20180126,4.72,
002490.SZ,*ST카질,20180129,4.69,
002490.SZ,*ST카질,20180130,4.69,
002490.SZ,*ST카질,20180131,4.65,
002490.SZ,*ST카질,20180201,4.42,
002490.SZ,*ST카질,20180202,4.31,
002490.SZ,*ST카질,20180205,4.32,
002490.SZ,*ST카질,20180206,4.1,
002490.SZ,*ST카질,20180207,4.1,
002490.SZ,*ST카질,20180208,4.13,
002490.SZ,*ST카질,20180209,4.03,
002490.SZ,*ST카질,20180212,4.13,
002490.SZ,*ST카질,20180213,4.14,
002490.SZ,*ST카질,20180214,4.19,
002490.SZ,*ST카질,20180222,4.25,
002490.SZ,*ST카질,20180223,4.23,
002490.SZ,*ST카질,20180226,4.32,
002490.SZ,*ST카질,20180227,4.28,
002490.SZ,*ST카질,20180228,4.36,
002490.SZ,*ST카질,20180301,4.47,
002490.SZ,*ST카질,20180302,4.44,
002490.SZ,*ST카질,20180305,4.44,
002490.SZ,*ST카질,20180306,4.47,
002490.SZ,*ST카질,20180307,4.44,
002490.SZ,*ST카질,20180308,4.39,
002490.SZ,*ST카질,20180309,4.44,
002490.SZ,*ST카질,20180312,4.46,
002490.SZ,*ST카질,20180313,4.49,
002490.SZ,*ST카질,20180314,4.49,
002490.SZ,*ST카질,20180315,4.47,
002490.SZ,*ST카질,20180316,4.52,
002490.SZ,*ST카질,20180319,4.6,
002490.SZ,*ST카질,20180320,4.64,
002490.SZ,*ST카질,20180321,4.6,
002490.SZ,*ST카질,20180322,4.6,
002490.SZ,*ST카질,20180323,4.37,
002490.SZ,*ST카질,20180326,4.45,
