ДњТы,МђГЦ,ШеЦк,ЪеХЬМл(дЊ),
600275.SH,*STВ§гу,20010411,5.8424,
600275.SH,*STВ§гу,20010412,5.8533,
600275.SH,*STВ§гу,20010413,5.8751,
600275.SH,*STВ§гу,20010416,5.944,
600275.SH,*STВ§гу,20010417,5.9585,
600275.SH,*STВ§гу,20010418,5.9077,
600275.SH,*STВ§гу,20010419,5.8678,
600275.SH,*STВ§гу,20010420,5.8787,
600275.SH,*STВ§гу,20010423,6.0384,
600275.SH,*STВ§гу,20010424,6.0275,
600275.SH,*STВ§гу,20010425,5.8678,
600275.SH,*STВ§гу,20010426,5.8243,
600275.SH,*STВ§гу,20010427,5.8605,
600275.SH,*STВ§гу,20010430,5.8605,
600275.SH,*STВ§гу,20010508,5.8605,
600275.SH,*STВ§гу,20010509,5.7988,
600275.SH,*STВ§гу,20010510,5.8642,
600275.SH,*STВ§гу,20010511,5.9694,
600275.SH,*STВ§гу,20010514,5.9984,
600275.SH,*STВ§гу,20010515,6.0021,
600275.SH,*STВ§гу,20010516,6.1254,
600275.SH,*STВ§гу,20010517,6.3395,
600275.SH,*STВ§гу,20010518,6.3722,
600275.SH,*STВ§гу,20010521,6.3795,
600275.SH,*STВ§гу,20010522,6.3105,
600275.SH,*STВ§гу,20010523,6.2452,
600275.SH,*STВ§гу,20010524,6.296,
600275.SH,*STВ§гу,20010525,6.2488,
600275.SH,*STВ§гу,20010528,6.1617,
600275.SH,*STВ§гу,20010529,6.169,
600275.SH,*STВ§гу,20010530,6.2488,
600275.SH,*STВ§гу,20010531,6.2779,
600275.SH,*STВ§гу,20010601,6.2307,
600275.SH,*STВ§гу,20010604,6.3867,
600275.SH,*STВ§гу,20010605,6.4702,
600275.SH,*STВ§гу,20010606,6.4557,
600275.SH,*STВ§гу,20010607,6.4085,
600275.SH,*STВ§гу,20010608,6.3284,
600275.SH,*STВ§гу,20010611,6.3284,
600275.SH,*STВ§гу,20010612,6.5032,
600275.SH,*STВ§гу,20010613,6.5541,
600275.SH,*STВ§гу,20010614,6.4012,
600275.SH,*STВ§гу,20010615,6.5177,
600275.SH,*STВ§гу,20010618,6.383,
600275.SH,*STВ§гу,20010619,6.3357,
600275.SH,*STВ§гу,20010620,6.2483,
600275.SH,*STВ§гу,20010621,6.3211,
600275.SH,*STВ§гу,20010622,6.3357,
600275.SH,*STВ§гу,20010625,6.4777,
600275.SH,*STВ§гу,20010626,6.5068,
600275.SH,*STВ§гу,20010627,6.5068,
600275.SH,*STВ§гу,20010628,6.3466,
600275.SH,*STВ§гу,20010629,6.3502,
600275.SH,*STВ§гу,20010702,6.292,
600275.SH,*STВ§гу,20010703,6.2993,
600275.SH,*STВ§гу,20010704,6.2628,
600275.SH,*STВ§гу,20010705,6.2374,
600275.SH,*STВ§гу,20010706,6.1572,
600275.SH,*STВ§гу,20010709,6.0881,
600275.SH,*STВ§гу,20010710,6.2228,
600275.SH,*STВ§гу,20010711,6.0917,
600275.SH,*STВ§гу,20010712,6.0553,
600275.SH,*STВ§гу,20010713,6.0553,
600275.SH,*STВ§гу,20010716,5.9424,
600275.SH,*STВ§гу,20010717,6.0371,
600275.SH,*STВ§гу,20010718,6.008,
600275.SH,*STВ§гу,20010719,6.0043,
600275.SH,*STВ§гу,20010720,6.1354,
600275.SH,*STВ§гу,20010723,6.1973,
600275.SH,*STВ§гу,20010724,6.048,
600275.SH,*STВ§гу,20010725,6.0262,
600275.SH,*STВ§гу,20010726,5.9643,
600275.SH,*STВ§гу,20010727,5.9206,
600275.SH,*STВ§гу,20010730,5.531,
600275.SH,*STВ§гу,20010731,5.5856,
600275.SH,*STВ§гу,20010801,5.764,
600275.SH,*STВ§гу,20010802,5.6329,
600275.SH,*STВ§гу,20010803,5.7422,
600275.SH,*STВ§гу,20010806,5.673,
600275.SH,*STВ§гу,20010807,5.7385,
600275.SH,*STВ§гу,20010808,5.7494,
600275.SH,*STВ§гу,20010809,5.8295,
600275.SH,*STВ§гу,20010810,5.866,
600275.SH,*STВ§гу,20010813,5.8769,
600275.SH,*STВ§гу,20010814,5.8696,
600275.SH,*STВ§гу,20010815,5.8805,
600275.SH,*STВ§гу,20010816,5.8514,
600275.SH,*STВ§гу,20010817,5.8295,
600275.SH,*STВ§гу,20010820,5.9024,
600275.SH,*STВ§гу,20010821,5.9096,
600275.SH,*STВ§гу,20010822,5.8696,
600275.SH,*STВ§гу,20010823,5.9351,
600275.SH,*STВ§гу,20010824,5.8368,
600275.SH,*STВ§гу,20010827,5.6985,
600275.SH,*STВ§гу,20010828,5.8332,
600275.SH,*STВ§гу,20010829,5.906,
600275.SH,*STВ§гу,20010830,5.855,
600275.SH,*STВ§гу,20010831,5.8259,
600275.SH,*STВ§гу,20010903,5.7968,
600275.SH,*STВ§гу,20010904,5.8914,
600275.SH,*STВ§гу,20010905,5.8805,
600275.SH,*STВ§гу,20010906,5.8914,
600275.SH,*STВ§гу,20010907,5.8186,
600275.SH,*STВ§гу,20010910,5.9533,
600275.SH,*STВ§гу,20010911,5.9169,
600275.SH,*STВ§гу,20010912,5.8186,
600275.SH,*STВ§гу,20010913,5.8441,
600275.SH,*STВ§гу,20010914,5.8805,
600275.SH,*STВ§гу,20010917,5.7713,
600275.SH,*STВ§гу,20010918,5.8259,
600275.SH,*STВ§гу,20010919,5.855,
600275.SH,*STВ§гу,20010920,5.9533,
600275.SH,*STВ§гу,20010921,5.9169,
600275.SH,*STВ§гу,20010924,5.9169,
600275.SH,*STВ§гу,20010925,5.8477,
600275.SH,*STВ§гу,20010926,5.855,
600275.SH,*STВ§гу,20010927,5.9279,
600275.SH,*STВ§гу,20010928,5.9715,
600275.SH,*STВ§гу,20011008,5.8259,
600275.SH,*STВ§гу,20011009,6.0043,
600275.SH,*STВ§гу,20011010,5.8805,
600275.SH,*STВ§гу,20011011,5.8696,
600275.SH,*STВ§гу,20011012,5.9315,
600275.SH,*STВ§гу,20011015,5.815,
600275.SH,*STВ§гу,20011016,5.7822,
600275.SH,*STВ§гу,20011017,5.571,
600275.SH,*STВ§гу,20011018,5.1996,
600275.SH,*STВ§гу,20011019,4.7263,
600275.SH,*STВ§гу,20011022,4.5151,
600275.SH,*STВ§гу,20011023,4.9666,
600275.SH,*STВ§гу,20011024,5.4181,
600275.SH,*STВ§гу,20011025,5.3525,
600275.SH,*STВ§гу,20011026,5.5346,
600275.SH,*STВ§гу,20011029,5.6985,
600275.SH,*STВ§гу,20011030,5.7458,
600275.SH,*STВ§гу,20011031,5.7276,
600275.SH,*STВ§гу,20011101,5.7713,
600275.SH,*STВ§гу,20011102,5.7458,
600275.SH,*STВ§гу,20011105,5.6038,
600275.SH,*STВ§гу,20011106,5.6074,
600275.SH,*STВ§гу,20011107,5.2397,
600275.SH,*STВ§гу,20011108,5.48,
600275.SH,*STВ§гу,20011109,5.5492,
600275.SH,*STВ§гу,20011112,5.5273,
600275.SH,*STВ§гу,20011113,5.4436,
600275.SH,*STВ§гу,20011114,5.4618,
600275.SH,*STВ§гу,20011115,5.4691,
600275.SH,*STВ§гу,20011116,5.5346,
600275.SH,*STВ§гу,20011119,5.5856,
600275.SH,*STВ§гу,20011120,5.6329,
600275.SH,*STВ§гу,20011121,5.7822,
600275.SH,*STВ§гу,20011122,5.8441,
600275.SH,*STВ§гу,20011123,5.8805,
600275.SH,*STВ§гу,20011126,5.8186,
600275.SH,*STВ§гу,20011127,5.8004,
600275.SH,*STВ§гу,20011128,5.7713,
600275.SH,*STВ§гу,20011129,5.7822,
600275.SH,*STВ§гу,20011130,5.8732,
600275.SH,*STВ§гу,20011203,5.8405,
600275.SH,*STВ§гу,20011204,5.8405,
600275.SH,*STВ§гу,20011205,5.9715,
600275.SH,*STВ§гу,20011206,6.1245,
600275.SH,*STВ§гу,20011207,6.2082,
600275.SH,*STВ§гу,20011210,6.19,
600275.SH,*STВ§гу,20011211,6.1026,
600275.SH,*STВ§гу,20011212,6.1536,
600275.SH,*STВ§гу,20011213,6.0953,
600275.SH,*STВ§гу,20011214,6.19,
600275.SH,*STВ§гу,20011217,5.9461,
600275.SH,*STВ§гу,20011218,6.0771,
600275.SH,*STВ§гу,20011219,6.0407,
600275.SH,*STВ§гу,20011220,5.8405,
600275.SH,*STВ§гу,20011221,5.9679,
600275.SH,*STВ§гу,20011224,5.9606,
600275.SH,*STВ§гу,20011225,6.0189,
600275.SH,*STВ§гу,20011226,6.1609,
600275.SH,*STВ§гу,20011227,6.1536,
600275.SH,*STВ§гу,20011228,6.2264,
600275.SH,*STВ§гу,20011231,6.2993,
600275.SH,*STВ§гу,20020104,6.0225,
600275.SH,*STВ§гу,20020107,6.0043,
600275.SH,*STВ§гу,20020108,5.9424,
600275.SH,*STВ§гу,20020109,5.8405,
600275.SH,*STВ§гу,20020110,5.429,
600275.SH,*STВ§гу,20020111,5.0576,
600275.SH,*STВ§гу,20020114,4.9811,
600275.SH,*STВ§гу,20020115,5.043,
600275.SH,*STВ§гу,20020116,5.1268,
600275.SH,*STВ§гу,20020117,4.7408,
600275.SH,*STВ§гу,20020118,4.8027,
600275.SH,*STВ§гу,20020121,4.6462,
600275.SH,*STВ§гу,20020122,4.6607,
600275.SH,*STВ§гу,20020123,5.0795,
600275.SH,*STВ§гу,20020124,4.9957,
600275.SH,*STВ§гу,20020125,4.9739,
600275.SH,*STВ§гу,20020128,4.5915,
600275.SH,*STВ§гу,20020129,4.6498,
600275.SH,*STВ§гу,20020130,4.5879,
600275.SH,*STВ§гу,20020131,5.003,
600275.SH,*STВ§гу,20020201,4.9957,
600275.SH,*STВ§гу,20020204,5.2105,
600275.SH,*STВ§гу,20020205,5.1377,
600275.SH,*STВ§гу,20020206,4.9775,
600275.SH,*STВ§гу,20020207,5.0649,
600275.SH,*STВ§гу,20020208,5.003,
600275.SH,*STВ§гу,20020225,5.0649,
600275.SH,*STВ§гу,20020226,5.0649,
600275.SH,*STВ§гу,20020227,5.0576,
600275.SH,*STВ§гу,20020228,5.0358,
600275.SH,*STВ§гу,20020301,4.9156,
600275.SH,*STВ§гу,20020304,4.9702,
600275.SH,*STВ§гу,20020305,5.2652,
600275.SH,*STВ§гу,20020306,5.2506,
600275.SH,*STВ§гу,20020307,5.3962,
600275.SH,*STВ§гу,20020308,5.3708,
600275.SH,*STВ§гу,20020311,5.5965,
600275.SH,*STВ§гу,20020312,5.5492,
600275.SH,*STВ§гу,20020313,5.3562,
600275.SH,*STВ§гу,20020314,5.5018,
600275.SH,*STВ§гу,20020315,5.4363,
600275.SH,*STВ§гу,20020318,5.3708,
600275.SH,*STВ§гу,20020319,5.5382,
600275.SH,*STВ§гу,20020320,5.6256,
600275.SH,*STВ§гу,20020321,5.673,
600275.SH,*STВ§гу,20020322,5.7567,
600275.SH,*STВ§гу,20020325,5.8186,
600275.SH,*STВ§гу,20020326,5.7203,
600275.SH,*STВ§гу,20020327,5.7531,
600275.SH,*STВ§гу,20020328,5.7749,
600275.SH,*STВ§гу,20020329,5.7604,
600275.SH,*STВ§гу,20020401,5.7094,
600275.SH,*STВ§гу,20020402,5.6074,
600275.SH,*STВ§гу,20020403,5.6293,
600275.SH,*STВ§гу,20020404,5.9206,
600275.SH,*STВ§гу,20020405,5.8186,
600275.SH,*STВ§гу,20020408,5.7895,
600275.SH,*STВ§гу,20020409,5.9279,
600275.SH,*STВ§гу,20020410,5.9424,
600275.SH,*STВ§гу,20020411,5.8004,
600275.SH,*STВ§гу,20020412,5.8077,
600275.SH,*STВ§гу,20020415,5.7822,
600275.SH,*STВ§гу,20020416,5.7858,
600275.SH,*STВ§гу,20020417,5.8223,
600275.SH,*STВ§гу,20020418,5.7749,
600275.SH,*STВ§гу,20020419,5.7239,
600275.SH,*STВ§гу,20020422,5.7239,
600275.SH,*STВ§гу,20020423,5.7239,
600275.SH,*STВ§гу,20020424,5.6074,
600275.SH,*STВ§гу,20020425,5.6839,
600275.SH,*STВ§гу,20020426,5.7494,
600275.SH,*STВ§гу,20020429,5.7858,
600275.SH,*STВ§гу,20020430,5.8186,
600275.SH,*STВ§гу,20020508,5.7858,
600275.SH,*STВ§гу,20020509,5.8368,
600275.SH,*STВ§гу,20020510,5.9169,
600275.SH,*STВ§гу,20020513,5.9861,
600275.SH,*STВ§гу,20020514,6.0716,
600275.SH,*STВ§гу,20020515,5.8341,
600275.SH,*STВ§гу,20020516,5.6536,
600275.SH,*STВ§гу,20020517,5.7723,
600275.SH,*STВ§гу,20020520,5.6536,
600275.SH,*STВ§гу,20020521,5.8436,
600275.SH,*STВ§гу,20020522,5.6963,
600275.SH,*STВ§гу,20020523,5.8768,
600275.SH,*STВ§гу,20020524,5.8483,
600275.SH,*STВ§гу,20020527,5.7866,
600275.SH,*STВ§гу,20020528,5.9053,
600275.SH,*STВ§гу,20020529,5.8246,
600275.SH,*STВ§гу,20020530,5.8911,
600275.SH,*STВ§гу,20020531,5.8198,
600275.SH,*STВ§гу,20020603,5.5823,
600275.SH,*STВ§гу,20020604,5.6536,
600275.SH,*STВ§гу,20020605,5.5063,
600275.SH,*STВ§гу,20020606,5.7011,
600275.SH,*STВ§гу,20020607,5.7628,
600275.SH,*STВ§гу,20020610,5.7296,
600275.SH,*STВ§гу,20020611,5.8531,
600275.SH,*STВ§гу,20020612,5.8388,
600275.SH,*STВ§гу,20020613,5.7296,
600275.SH,*STВ§гу,20020614,5.7913,
600275.SH,*STВ§гу,20020617,5.7581,
600275.SH,*STВ§гу,20020618,5.8246,
600275.SH,*STВ§гу,20020619,5.7296,
600275.SH,*STВ§гу,20020620,5.8008,
600275.SH,*STВ§гу,20020621,5.9671,
600275.SH,*STВ§гу,20020624,6.504,
600275.SH,*STВ§гу,20020625,6.0146,
600275.SH,*STВ§гу,20020626,6.1381,
600275.SH,*STВ§гу,20020627,5.9861,
600275.SH,*STВ§гу,20020628,5.9053,
600275.SH,*STВ§гу,20020701,5.9053,
600275.SH,*STВ§гу,20020702,5.8246,
600275.SH,*STВ§гу,20020703,5.9719,
600275.SH,*STВ§гу,20020704,5.9576,
600275.SH,*STВ§гу,20020705,5.9386,
600275.SH,*STВ§гу,20020708,5.9434,
600275.SH,*STВ§гу,20020709,6.0241,
600275.SH,*STВ§гу,20020710,5.9339,
600275.SH,*STВ§гу,20020711,5.8436,
600275.SH,*STВ§гу,20020712,5.6916,
600275.SH,*STВ§гу,20020715,5.5728,
600275.SH,*STВ§гу,20020716,5.606,
600275.SH,*STВ§гу,20020717,5.6868,
600275.SH,*STВ§гу,20020718,5.8151,
600275.SH,*STВ§гу,20020719,5.8246,
600275.SH,*STВ§гу,20020722,5.6536,
600275.SH,*STВ§гу,20020723,5.5728,
600275.SH,*STВ§гу,20020724,5.6773,
600275.SH,*STВ§гу,20020725,5.5538,
600275.SH,*STВ§гу,20020726,5.644,
600275.SH,*STВ§гу,20020729,5.625,
600275.SH,*STВ§гу,20020730,5.6726,
600275.SH,*STВ§гу,20020731,5.6583,
600275.SH,*STВ§гу,20020801,5.8103,
600275.SH,*STВ§гу,20020802,5.8056,
600275.SH,*STВ§гу,20020805,5.8911,
600275.SH,*STВ§гу,20020806,5.8816,
600275.SH,*STВ§гу,20020807,5.9861,
600275.SH,*STВ§гу,20020808,5.9624,
600275.SH,*STВ§гу,20020809,5.9053,
600275.SH,*STВ§гу,20020812,5.9196,
600275.SH,*STВ§гу,20020813,5.9671,
600275.SH,*STВ§гу,20020814,6.0574,
600275.SH,*STВ§гу,20020815,6.0431,
600275.SH,*STВ§гу,20020816,6.1476,
600275.SH,*STВ§гу,20020819,6.1191,
600275.SH,*STВ§гу,20020820,6.1286,
600275.SH,*STВ§гу,20020821,6.1761,
600275.SH,*STВ§гу,20020822,6.0954,
600275.SH,*STВ§гу,20020823,6.0906,
600275.SH,*STВ§гу,20020826,6.1999,
600275.SH,*STВ§гу,20020827,6.2569,
600275.SH,*STВ§гу,20020828,6.2759,
600275.SH,*STВ§гу,20020829,6.2664,
600275.SH,*STВ§гу,20020830,6.2902,
600275.SH,*STВ§гу,20020902,6.2854,
600275.SH,*STВ§гу,20020903,6.4137,
600275.SH,*STВ§гу,20020904,6.3472,
600275.SH,*STВ§гу,20020905,6.3044,
600275.SH,*STВ§гу,20020906,6.2094,
600275.SH,*STВ§гу,20020909,6.1666,
600275.SH,*STВ§гу,20020910,6.1809,
600275.SH,*STВ§гу,20020911,6.1714,
600275.SH,*STВ§гу,20020912,6.2617,
600275.SH,*STВ§гу,20020913,6.2427,
600275.SH,*STВ§гу,20020916,6.1334,
600275.SH,*STВ§гу,20020917,6.1619,
600275.SH,*STВ§гу,20020918,6.0954,
600275.SH,*STВ§гу,20020919,6.1476,
600275.SH,*STВ§гу,20020920,6.1191,
600275.SH,*STВ§гу,20020923,6.2332,
600275.SH,*STВ§гу,20020924,6.2142,
600275.SH,*STВ§гу,20020925,6.2854,
600275.SH,*STВ§гу,20020926,6.2854,
600275.SH,*STВ§гу,20020927,6.2474,
600275.SH,*STВ§гу,20021008,6.1144,
600275.SH,*STВ§гу,20021009,5.9861,
600275.SH,*STВ§гу,20021010,5.9671,
600275.SH,*STВ§гу,20021011,5.8958,
600275.SH,*STВ§гу,20021014,5.8246,
600275.SH,*STВ§гу,20021015,5.9148,
600275.SH,*STВ§гу,20021016,5.9671,
600275.SH,*STВ§гу,20021017,5.8578,
600275.SH,*STВ§гу,20021018,5.9244,
600275.SH,*STВ§гу,20021021,5.9671,
600275.SH,*STВ§гу,20021022,6.0146,
600275.SH,*STВ§гу,20021023,5.9956,
600275.SH,*STВ§гу,20021024,5.9719,
600275.SH,*STВ§гу,20021025,5.8626,
600275.SH,*STВ§гу,20021028,5.7676,
600275.SH,*STВ§гу,20021029,5.9101,
600275.SH,*STВ§гу,20021030,5.9434,
600275.SH,*STВ§гу,20021031,5.9624,
600275.SH,*STВ§гу,20021101,5.9719,
600275.SH,*STВ§гу,20021104,5.9814,
600275.SH,*STВ§гу,20021105,6.0621,
600275.SH,*STВ§гу,20021106,5.9719,
600275.SH,*STВ§гу,20021107,5.8911,
600275.SH,*STВ§гу,20021108,5.9053,
600275.SH,*STВ§гу,20021111,5.8768,
600275.SH,*STВ§гу,20021112,5.8341,
600275.SH,*STВ§гу,20021113,5.8388,
600275.SH,*STВ§гу,20021114,5.7438,
600275.SH,*STВ§гу,20021115,5.6963,
600275.SH,*STВ§гу,20021118,5.7201,
600275.SH,*STВ§гу,20021119,5.7343,
600275.SH,*STВ§гу,20021120,5.7106,
600275.SH,*STВ§гу,20021121,5.5205,
600275.SH,*STВ§гу,20021122,5.53,
600275.SH,*STВ§гу,20021125,5.5443,
600275.SH,*STВ§гу,20021126,5.4493,
600275.SH,*STВ§гу,20021127,5.5443,
600275.SH,*STВ§гу,20021128,5.625,
600275.SH,*STВ§гу,20021129,5.6345,
600275.SH,*STВ§гу,20021202,5.5585,
600275.SH,*STВ§гу,20021203,5.587,
600275.SH,*STВ§гу,20021204,5.5918,
600275.SH,*STВ§гу,20021205,5.5443,
600275.SH,*STВ§гу,20021206,5.5728,
600275.SH,*STВ§гу,20021209,5.5538,
600275.SH,*STВ§гу,20021210,5.5585,
600275.SH,*STВ§гу,20021211,5.6631,
600275.SH,*STВ§гу,20021212,5.6773,
600275.SH,*STВ§гу,20021213,5.6726,
600275.SH,*STВ§гу,20021216,5.7438,
600275.SH,*STВ§гу,20021217,5.7438,
600275.SH,*STВ§гу,20021218,5.7676,
600275.SH,*STВ§гу,20021219,5.8103,
600275.SH,*STВ§гу,20021220,5.8151,
600275.SH,*STВ§гу,20021223,5.8151,
600275.SH,*STВ§гу,20021224,5.7771,
600275.SH,*STВ§гу,20021225,5.7391,
600275.SH,*STВ§гу,20021226,5.7106,
600275.SH,*STВ§гу,20021227,5.5633,
600275.SH,*STВ§гу,20021230,5.6345,
600275.SH,*STВ§гу,20021231,5.4398,
600275.SH,*STВ§гу,20030102,5.1642,
600275.SH,*STВ§гу,20030103,5.131,
600275.SH,*STВ§гу,20030106,5.1785,
600275.SH,*STВ§гу,20030107,5.0597,
600275.SH,*STВ§гу,20030108,5.169,
600275.SH,*STВ§гу,20030109,5.2402,
600275.SH,*STВ§гу,20030110,5.2117,
600275.SH,*STВ§гу,20030113,5.3067,
