旗鷹,酒各,晩豚,辺徒勺(圷),
002517.SZ,磊哂利大,20150917,17.3255,
002517.SZ,磊哂利大,20150918,18.6877,
002517.SZ,磊哂利大,20150921,19.7615,
002517.SZ,磊哂利大,20150922,19.9256,
002517.SZ,磊哂利大,20150923,18.8915,
002517.SZ,磊哂利大,20150924,20.7806,
002517.SZ,磊哂利大,20150925,20.7806,
002517.SZ,磊哂利大,20150928,21.3722,
002517.SZ,磊哂利大,20150929,20.6713,
002517.SZ,磊哂利大,20150930,20.726,
002517.SZ,磊哂利大,20151008,21.5612,
002517.SZ,磊哂利大,20151009,21.417,
002517.SZ,磊哂利大,20151012,22.5704,
002517.SZ,磊哂利大,20151013,22.5903,
002517.SZ,磊哂利大,20151014,21.5462,
002517.SZ,磊哂利大,20151015,23.6989,
002517.SZ,磊哂利大,20151016,24.2159,
002517.SZ,磊哂利大,20151019,23.6193,
002517.SZ,磊哂利大,20151020,23.6442,
002517.SZ,磊哂利大,20151021,21.8793,
002517.SZ,磊哂利大,20151022,22.5704,
002517.SZ,磊哂利大,20151023,23.51,
002517.SZ,磊哂利大,20151026,24.3651,
002517.SZ,磊哂利大,20151027,25.2351,
002517.SZ,磊哂利大,20151028,25.424,
002517.SZ,磊哂利大,20151029,25.3842,
002517.SZ,磊哂利大,20151030,25.7074,
002517.SZ,磊哂利大,20151102,24.4595,
002517.SZ,磊哂利大,20151103,23.8629,
002517.SZ,磊哂利大,20151104,25.0362,
002517.SZ,磊哂利大,20151105,24.728,
002517.SZ,磊哂利大,20151106,25.6924,
002517.SZ,磊哂利大,20151109,28.2627,
002517.SZ,磊哂利大,20151110,29.2818,
002517.SZ,磊哂利大,20151111,29.3962,
002517.SZ,磊哂利大,20151112,28.6355,
002517.SZ,磊哂利大,20151113,28.8543,
002517.SZ,磊哂利大,20151116,29.2072,
002517.SZ,磊哂利大,20151117,28.725,
002517.SZ,磊哂利大,20151118,27.3678,
002517.SZ,磊哂利大,20151119,28.7847,
002517.SZ,磊哂利大,20151120,29.5453,
002517.SZ,磊哂利大,20151123,29.3812,
002517.SZ,磊哂利大,20151124,29.431,
002517.SZ,磊哂利大,20151125,30.9522,
002517.SZ,磊哂利大,20151126,30.7385,
002517.SZ,磊哂利大,20151127,27.8401,
002517.SZ,磊哂利大,20151130,28.551,
002517.SZ,磊哂利大,20151201,27.86,
002517.SZ,磊哂利大,20151202,27.85,
002517.SZ,磊哂利大,20151203,29.2222,
002517.SZ,磊哂利大,20151204,29.1078,
002517.SZ,磊哂利大,20151207,29.2122,
002517.SZ,磊哂利大,20151208,28.8443,
002517.SZ,磊哂利大,20151209,27.8401,
002517.SZ,磊哂利大,20151210,27.2286,
002517.SZ,磊哂利大,20151211,26.299,
002517.SZ,磊哂利大,20151214,26.3089,
002517.SZ,磊哂利大,20151215,26.299,
002517.SZ,磊哂利大,20151216,27.5667,
002517.SZ,磊哂利大,20151217,27.7407,
002517.SZ,磊哂利大,20151218,26.995,
002517.SZ,磊哂利大,20151221,27.0944,
002517.SZ,磊哂利大,20151222,29.8038,
002517.SZ,磊哂利大,20151223,30.4253,
002517.SZ,磊哂利大,20151224,30.1021,
002517.SZ,磊哂利大,20151225,32.1702,
002517.SZ,磊哂利大,20151228,29.8038,
002517.SZ,磊哂利大,20151229,29.9281,
002517.SZ,磊哂利大,20151230,31.171,
002517.SZ,磊哂利大,20151231,30.0971,
002517.SZ,磊哂利大,20160104,27.0894,
002517.SZ,磊哂利大,20160105,27.691,
002517.SZ,磊哂利大,20160106,28.8244,
002517.SZ,磊哂利大,20160107,26.3139,
002517.SZ,磊哂利大,20160108,28.0688,
002517.SZ,磊哂利大,20160111,25.2599,
002517.SZ,磊哂利大,20160112,25.8515,
002517.SZ,磊哂利大,20160113,23.2664,
002517.SZ,磊哂利大,20160114,23.2962,
002517.SZ,磊哂利大,20160115,22.4759,
002517.SZ,磊哂利大,20160118,23.7337,
002517.SZ,磊哂利大,20160119,24.4098,
002517.SZ,磊哂利大,20160120,25.3544,
002517.SZ,磊哂利大,20160121,23.4155,
002517.SZ,磊哂利大,20160122,24.2507,
002517.SZ,磊哂利大,20160125,23.8381,
002517.SZ,磊哂利大,20160126,21.4568,
002517.SZ,磊哂利大,20160127,19.8957,
002517.SZ,磊哂利大,20160128,17.9072,
002517.SZ,磊哂利大,20160129,19.0456,
002517.SZ,磊哂利大,20160201,19.5378,
002517.SZ,磊哂利大,20160202,21.0938,
002517.SZ,磊哂利大,20160203,22.1229,
002517.SZ,磊哂利大,20160204,23.7188,
002517.SZ,磊哂利大,20160205,23.1669,
002517.SZ,磊哂利大,20160215,22.9283,
002517.SZ,磊哂利大,20160216,24.022,
002517.SZ,磊哂利大,20160217,25.4836,
002517.SZ,磊哂利大,20160218,24.6882,
002517.SZ,磊哂利大,20160219,25.3047,
002517.SZ,磊哂利大,20160222,24.9666,
002517.SZ,磊哂利大,20160223,24.3004,
002517.SZ,磊哂利大,20160224,23.5,
002517.SZ,磊哂利大,20160225,21.7004,
002517.SZ,磊哂利大,20160226,21.7501,
002517.SZ,磊哂利大,20160229,19.5776,
002517.SZ,磊哂利大,20160301,20.4575,
002517.SZ,磊哂利大,20160302,21.4667,
002517.SZ,磊哂利大,20160303,21.0292,
002517.SZ,磊哂利大,20160304,18.9263,
002517.SZ,磊哂利大,20160307,19.4533,
002517.SZ,磊哂利大,20160308,19.4334,
002517.SZ,磊哂利大,20160309,20.1344,
002517.SZ,磊哂利大,20160310,19.4732,
002517.SZ,磊哂利大,20160311,19.4036,
002517.SZ,磊哂利大,20160314,20.8304,
002517.SZ,磊哂利大,20160315,21.4269,
002517.SZ,磊哂利大,20160316,20.9198,
002517.SZ,磊哂利大,20160317,22.4013,
002517.SZ,磊哂利大,20160318,23.2813,
002517.SZ,磊哂利大,20160321,23.3658,
002517.SZ,磊哂利大,20160322,22.7941,
002517.SZ,磊哂利大,20160323,22.7941,
002517.SZ,磊哂利大,20160324,22.7145,
002517.SZ,磊哂利大,20160325,23.5149,
002517.SZ,磊哂利大,20160328,23.0973,
002517.SZ,磊哂利大,20160329,21.8296,
002517.SZ,磊哂利大,20160330,22.7295,
002517.SZ,磊哂利大,20160331,23.0675,
002517.SZ,磊哂利大,20160401,22.3218,
002517.SZ,磊哂利大,20160405,23.4901,
002517.SZ,磊哂利大,20160406,24.1364,
002517.SZ,磊哂利大,20160407,23.1421,
002517.SZ,磊哂利大,20160408,22.8488,
002517.SZ,磊哂利大,20160411,24.1016,
002517.SZ,磊哂利大,20160412,23.3907,
002517.SZ,磊哂利大,20160413,24.2159,
002517.SZ,磊哂利大,20160414,24.5043,
002517.SZ,磊哂利大,20160415,23.9375,
002517.SZ,磊哂利大,20160418,22.6499,
002517.SZ,磊哂利大,20160419,22.4908,
002517.SZ,磊哂利大,20160420,20.4227,
002517.SZ,磊哂利大,20160421,19.7615,
002517.SZ,磊哂利大,20160422,20.0349,
002517.SZ,磊哂利大,20160425,20.0349,
002517.SZ,磊哂利大,20160426,20.4426,
002517.SZ,磊哂利大,20160427,20.204,
002517.SZ,磊哂利大,20160428,19.1053,
002517.SZ,磊哂利大,20160429,18.8567,
002517.SZ,磊哂利大,20160503,19.3936,
002517.SZ,磊哂利大,20160504,19.6621,
002517.SZ,磊哂利大,20160505,19.6621,
002517.SZ,磊哂利大,20160506,19.0406,
002517.SZ,磊哂利大,20160509,18.2949,
002517.SZ,磊哂利大,20160510,18.1657,
002517.SZ,磊哂利大,20160511,17.067,
002517.SZ,磊哂利大,20160512,16.7538,
002517.SZ,磊哂利大,20160513,16.7538,
002517.SZ,磊哂利大,20160516,17.3155,
002517.SZ,磊哂利大,20160517,17.4001,
002517.SZ,磊哂利大,20160518,16.366,
002517.SZ,磊哂利大,20160519,17.5243,
002517.SZ,磊哂利大,20160520,18.2353,
002517.SZ,磊哂利大,20160523,18.2054,
002517.SZ,磊哂利大,20160524,17.6884,
002517.SZ,磊哂利大,20160525,17.5442,
002517.SZ,磊哂利大,20160526,17.7133,
002517.SZ,磊哂利大,20160527,17.758,
002517.SZ,磊哂利大,20160530,18.9462,
002517.SZ,磊哂利大,20160531,19.3141,
002517.SZ,磊哂利大,20160601,19.1699,
002517.SZ,磊哂利大,20160602,19.6969,
002517.SZ,磊哂利大,20160603,19.5776,
002517.SZ,磊哂利大,20160606,20.4128,
002517.SZ,磊哂利大,20160607,20.5321,
002517.SZ,磊哂利大,20160608,21.1038,
002517.SZ,磊哂利大,20160613,20.1344,
002517.SZ,磊哂利大,20160614,19.7615,
002517.SZ,磊哂利大,20160615,20.7856,
002517.SZ,磊哂利大,20160616,21.0789,
002517.SZ,磊哂利大,20160617,20.5569,
002517.SZ,磊哂利大,20160620,20.5271,
002517.SZ,磊哂利大,20160621,20.2934,
002517.SZ,磊哂利大,20160622,20.4376,
002517.SZ,磊哂利大,20160623,20.7558,
002517.SZ,磊哂利大,20160624,20.3879,
002517.SZ,磊哂利大,20160627,21.8147,
002517.SZ,磊哂利大,20160628,22.4809,
002517.SZ,磊哂利大,20160629,21.8247,
002517.SZ,磊哂利大,20160630,21.9141,
002517.SZ,磊哂利大,20160701,21.7203,
002517.SZ,磊哂利大,20160704,21.8943,
002517.SZ,磊哂利大,20160705,22.7742,
002517.SZ,磊哂利大,20160706,22.9084,
002517.SZ,磊哂利大,20160707,22.7295,
002517.SZ,磊哂利大,20160708,22.6449,
002517.SZ,磊哂利大,20160711,22.3765,
002517.SZ,磊哂利大,20160712,22.63,
002517.SZ,磊哂利大,20160713,23.7685,
002517.SZ,磊哂利大,20160714,23.7735,
002517.SZ,磊哂利大,20160715,23.5199,
002517.SZ,磊哂利大,20160718,22.4312,
002517.SZ,磊哂利大,20160719,22.3218,
002517.SZ,磊哂利大,20160720,22.7394,
002517.SZ,磊哂利大,20160721,22.7344,
002517.SZ,磊哂利大,20160722,22.3616,
002517.SZ,磊哂利大,20160725,22.3715,
002517.SZ,磊哂利大,20160726,22.3715,
002517.SZ,磊哂利大,20160727,21.0292,
002517.SZ,磊哂利大,20160728,21.4518,
002517.SZ,磊哂利大,20160729,21.1485,
002517.SZ,磊哂利大,20160801,21.5761,
002517.SZ,磊哂利大,20160802,21.5761,
002517.SZ,磊哂利大,20160803,21.6606,
002517.SZ,磊哂利大,20160804,21.6755,
002517.SZ,磊哂利大,20160805,21.5114,
002517.SZ,磊哂利大,20160808,21.6159,
002517.SZ,磊哂利大,20160809,22.0732,
002517.SZ,磊哂利大,20160810,22.2124,
002517.SZ,磊哂利大,20160811,22.8189,
002517.SZ,磊哂利大,20160812,22.5008,
002517.SZ,磊哂利大,20160815,22.804,
002517.SZ,磊哂利大,20160816,22.6151,
002517.SZ,磊哂利大,20160817,22.4511,
002517.SZ,磊哂利大,20160818,22.3367,
002517.SZ,磊哂利大,20160819,22.4212,
002517.SZ,磊哂利大,20160822,22.4212,
002517.SZ,磊哂利大,20160823,21.7252,
002517.SZ,磊哂利大,20160824,21.1286,
002517.SZ,磊哂利大,20160825,21.3275,
002517.SZ,磊哂利大,20160826,21.7799,
002517.SZ,磊哂利大,20160829,21.8247,
002517.SZ,磊哂利大,20160830,22.3168,
002517.SZ,磊哂利大,20160831,22.7195,
002517.SZ,磊哂利大,20160901,23.0427,
002517.SZ,磊哂利大,20160902,22.6599,
002517.SZ,磊哂利大,20160905,22.3168,
002517.SZ,磊哂利大,20160906,22.1727,
002517.SZ,磊哂利大,20160907,22.0633,
002517.SZ,磊哂利大,20160908,22.3218,
002517.SZ,磊哂利大,20160909,22.2671,
002517.SZ,磊哂利大,20160912,21.3374,
002517.SZ,磊哂利大,20160913,21.5114,
002517.SZ,磊哂利大,20160914,21.5015,
002517.SZ,磊哂利大,20160919,21.7004,
002517.SZ,磊哂利大,20160920,21.4568,
002517.SZ,磊哂利大,20160921,21.5264,
002517.SZ,磊哂利大,20160922,21.3176,
002517.SZ,磊哂利大,20160923,21.2778,
002517.SZ,磊哂利大,20160926,21.1784,
002517.SZ,磊哂利大,20160927,21.4866,
002517.SZ,磊哂利大,20160928,21.3176,
002517.SZ,磊哂利大,20160929,21.4568,
002517.SZ,磊哂利大,20160930,21.4717,
002517.SZ,磊哂利大,20161010,21.7799,
002517.SZ,磊哂利大,20161011,21.5661,
002517.SZ,磊哂利大,20161012,21.4319,
002517.SZ,磊哂利大,20161013,21.1286,
002517.SZ,磊哂利大,20161014,20.2835,
002517.SZ,磊哂利大,20161017,19.9504,
002517.SZ,磊哂利大,20161018,20.0797,
002517.SZ,磊哂利大,20161019,19.8908,
002517.SZ,磊哂利大,20161020,19.6322,
002517.SZ,磊哂利大,20161021,19.8013,
002517.SZ,磊哂利大,20161024,19.8659,
002517.SZ,磊哂利大,20161025,19.9653,
002517.SZ,磊哂利大,20161026,19.7864,
002517.SZ,磊哂利大,20161027,19.8908,
002517.SZ,磊哂利大,20161028,19.5229,
002517.SZ,磊哂利大,20161031,18.3347,
002517.SZ,磊哂利大,20161101,18.6479,
002517.SZ,磊哂利大,20161102,19.1401,
002517.SZ,磊哂利大,20161103,19.1301,
002517.SZ,磊哂利大,20161104,18.9611,
002517.SZ,磊哂利大,20161107,18.6976,
002517.SZ,磊哂利大,20161108,18.8716,
002517.SZ,磊哂利大,20161109,19.15,
002517.SZ,磊哂利大,20161110,19.155,
002517.SZ,磊哂利大,20161111,19.0406,
002517.SZ,磊哂利大,20161114,19.5278,
002517.SZ,磊哂利大,20161115,19.9256,
002517.SZ,磊哂利大,20161116,20.2238,
002517.SZ,磊哂利大,20161117,19.9405,
002517.SZ,磊哂利大,20161118,19.7963,
002517.SZ,磊哂利大,20161121,19.7615,
002517.SZ,磊哂利大,20161122,19.6869,
002517.SZ,磊哂利大,20161123,19.3141,
002517.SZ,磊哂利大,20161124,19.3936,
002517.SZ,磊哂利大,20161125,19.3389,
002517.SZ,磊哂利大,20161128,18.9164,
002517.SZ,磊哂利大,20161129,18.9014,
002517.SZ,磊哂利大,20161130,18.9014,
002517.SZ,磊哂利大,20161201,18.7424,
002517.SZ,磊哂利大,20161202,18.1408,
002517.SZ,磊哂利大,20161205,18.2253,
002517.SZ,磊哂利大,20161206,18.0961,
002517.SZ,磊哂利大,20161207,18.2552,
002517.SZ,磊哂利大,20161208,17.8077,
002517.SZ,磊哂利大,20161209,17.8077,
002517.SZ,磊哂利大,20161212,16.4605,
002517.SZ,磊哂利大,20161213,16.6444,
002517.SZ,磊哂利大,20161214,16.2467,
002517.SZ,磊哂利大,20161215,16.3213,
002517.SZ,磊哂利大,20161216,16.5649,
002517.SZ,磊哂利大,20161219,16.6543,
002517.SZ,磊哂利大,20161220,16.7239,
002517.SZ,磊哂利大,20161221,16.7637,
002517.SZ,磊哂利大,20161222,16.6792,
002517.SZ,磊哂利大,20161223,16.5847,
002517.SZ,磊哂利大,20161226,16.5549,
002517.SZ,磊哂利大,20161227,16.7041,
002517.SZ,磊哂利大,20161228,16.5052,
002517.SZ,磊哂利大,20161229,16.7637,
002517.SZ,磊哂利大,20161230,16.6842,
002517.SZ,磊哂利大,20170103,16.8184,
002517.SZ,磊哂利大,20170104,16.9427,
002517.SZ,磊哂利大,20170105,17.0322,
002517.SZ,磊哂利大,20170106,16.5947,
002517.SZ,磊哂利大,20170109,16.4356,
002517.SZ,磊哂利大,20170110,16.0777,
002517.SZ,磊哂利大,20170111,15.9583,
002517.SZ,磊哂利大,20170112,15.9385,
002517.SZ,磊哂利大,20170113,15.3767,
002517.SZ,磊哂利大,20170116,14.5266,
002517.SZ,磊哂利大,20170117,14.5663,
002517.SZ,磊哂利大,20170118,14.0145,
002517.SZ,磊哂利大,20170119,14.0195,
002517.SZ,磊哂利大,20170120,14.6608,
002517.SZ,磊哂利大,20170123,15.0635,
002517.SZ,磊哂利大,20170124,14.6459,
002517.SZ,磊哂利大,20170125,14.4918,
002517.SZ,磊哂利大,20170126,14.9392,
002517.SZ,磊哂利大,20170203,14.4421,
002517.SZ,磊哂利大,20170206,14.6359,
002517.SZ,磊哂利大,20170207,14.6707,
002517.SZ,磊哂利大,20170208,14.8746,
002517.SZ,磊哂利大,20170209,15.0486,
002517.SZ,磊哂利大,20170210,14.969,
002517.SZ,磊哂利大,20170213,15.0535,
002517.SZ,磊哂利大,20170214,15.9285,
002517.SZ,磊哂利大,20170215,16.0379,
002517.SZ,磊哂利大,20170216,15.7943,
002517.SZ,磊哂利大,20170217,15.6402,
002517.SZ,磊哂利大,20170220,15.8142,
002517.SZ,磊哂利大,20170221,16.1473,
002517.SZ,磊哂利大,20170222,16.0429,
002517.SZ,磊哂利大,20170223,16.5997,
002517.SZ,磊哂利大,20170224,17.1067,
002517.SZ,磊哂利大,20170227,16.5151,
002517.SZ,磊哂利大,20170228,15.8589,
002517.SZ,磊哂利大,20170301,15.7893,
002517.SZ,磊哂利大,20170302,15.844,
002517.SZ,磊哂利大,20170303,15.9285,
002517.SZ,磊哂利大,20170306,16.1671,
002517.SZ,磊哂利大,20170307,15.8788,
002517.SZ,磊哂利大,20170308,15.8788,
002517.SZ,磊哂利大,20170309,15.5905,
002517.SZ,磊哂利大,20170310,15.6899,
002517.SZ,磊哂利大,20170313,15.8191,
002517.SZ,磊哂利大,20170314,15.7396,
002517.SZ,磊哂利大,20170315,15.5606,
002517.SZ,磊哂利大,20170316,15.8838,
002517.SZ,磊哂利大,20170317,15.4612,
002517.SZ,磊哂利大,20170320,15.4115,
002517.SZ,磊哂利大,20170321,15.5557,
002517.SZ,磊哂利大,20170322,15.0685,
002517.SZ,磊哂利大,20170323,15.1679,
002517.SZ,磊哂利大,20170324,15.0883,
002517.SZ,磊哂利大,20170327,15.4761,
002517.SZ,磊哂利大,20170328,15.3568,
002517.SZ,磊哂利大,20170329,15.2425,
002517.SZ,磊哂利大,20170330,15.0138,
002517.SZ,磊哂利大,20170331,15.1331,
002517.SZ,磊哂利大,20170405,15.3618,
002517.SZ,磊哂利大,20170406,15.4711,
002517.SZ,磊哂利大,20170407,15.3866,
002517.SZ,磊哂利大,20170410,15.3618,
002517.SZ,磊哂利大,20170411,15.5457,
002517.SZ,磊哂利大,20170412,15.3618,
002517.SZ,磊哂利大,20170413,15.3369,
002517.SZ,磊哂利大,20170414,15.1231,
002517.SZ,磊哂利大,20170417,15.2623,
002517.SZ,磊哂利大,20170418,15.0436,
002517.SZ,磊哂利大,20170419,14.9193,
002517.SZ,磊哂利大,20170420,15.2126,
002517.SZ,磊哂利大,20170421,15.1231,
002517.SZ,磊哂利大,20170424,15.2425,
002517.SZ,磊哂利大,20170425,15.8987,
002517.SZ,磊哂利大,20170426,15.7744,
002517.SZ,磊哂利大,20170427,16.0677,
002517.SZ,磊哂利大,20170428,16.4207,
002517.SZ,磊哂利大,20170502,16.1771,
002517.SZ,磊哂利大,20170503,16.0478,
002517.SZ,磊哂利大,20170504,15.9981,
002517.SZ,磊哂利大,20170505,16.2616,
002517.SZ,磊哂利大,20170508,15.9186,
002517.SZ,磊哂利大,20170509,16.3461,
002517.SZ,磊哂利大,20170510,16.5151,
002517.SZ,磊哂利大,20170511,16.5748,
002517.SZ,磊哂利大,20170512,16.1721,
002517.SZ,磊哂利大,20170515,16.0379,
002517.SZ,磊哂利大,20170516,15.2226,
002517.SZ,磊哂利大,20170517,16.3561,
002517.SZ,磊哂利大,20170518,16.0876,
002517.SZ,磊哂利大,20170519,15.7098,
002517.SZ,磊哂利大,20170522,15.5606,
002517.SZ,磊哂利大,20170523,15.2574,
002517.SZ,磊哂利大,20170524,15.2673,
002517.SZ,磊哂利大,20170525,15.397,
002517.SZ,磊哂利大,20170526,15.6414,
002517.SZ,磊哂利大,20170531,16.1402,
002517.SZ,磊哂利大,20170601,16.0653,
002517.SZ,磊哂利大,20170602,16.3397,
002517.SZ,磊哂利大,20170605,16.4644,
002517.SZ,磊哂利大,20170606,16.3696,
002517.SZ,磊哂利大,20170607,16.9581,
002517.SZ,磊哂利大,20170608,17.4918,
002517.SZ,磊哂利大,20170609,17.3422,
002517.SZ,磊哂利大,20170612,17.3572,
002517.SZ,磊哂利大,20170613,17.7213,
002517.SZ,磊哂利大,20170614,17.4669,
002517.SZ,磊哂利大,20170615,17.6065,
002517.SZ,磊哂利大,20170616,17.6464,
002517.SZ,磊哂利大,20170619,17.816,
002517.SZ,磊哂利大,20170620,17.6315,
002517.SZ,磊哂利大,20170621,17.3821,
002517.SZ,磊哂利大,20170622,17.1477,
002517.SZ,磊哂利大,20170623,16.9581,
002517.SZ,磊哂利大,20170626,17.3023,
002517.SZ,磊哂利大,20170627,17.4968,
002517.SZ,磊哂利大,20170628,17.1227,
002517.SZ,磊哂利大,20170629,17.6315,
002517.SZ,磊哂利大,20170630,17.5517,
002517.SZ,磊哂利大,20170703,17.4769,
002517.SZ,磊哂利大,20170704,17.432,
002517.SZ,磊哂利大,20170705,17.2724,
002517.SZ,磊哂利大,20170706,17.008,
002517.SZ,磊哂利大,20170707,17.1078,
002517.SZ,磊哂利大,20170710,16.7536,
002517.SZ,磊哂利大,20170711,16.8085,
002517.SZ,磊哂利大,20170712,16.7038,
002517.SZ,磊哂利大,20170713,16.6788,
002517.SZ,磊哂利大,20170714,16.6589,
002517.SZ,磊哂利大,20170717,16.3097,
002517.SZ,磊哂利大,20170718,16.3596,
002517.SZ,磊哂利大,20170719,16.1102,
002517.SZ,磊哂利大,20170720,16.5591,
002517.SZ,磊哂利大,20170721,16.7137,
002517.SZ,磊哂利大,20170724,16.8484,
002517.SZ,磊哂利大,20170725,17.008,
002517.SZ,磊哂利大,20170726,16.8135,
002517.SZ,磊哂利大,20170727,16.9581,
002517.SZ,磊哂利大,20170728,16.6589,
002517.SZ,磊哂利大,20170731,16.7586,
002517.SZ,磊哂利大,20170801,16.7586,
002517.SZ,磊哂利大,20170802,16.5092,
002517.SZ,磊哂利大,20170803,16.2449,
002517.SZ,磊哂利大,20170804,16.1352,
002517.SZ,磊哂利大,20170807,16.1352,
002517.SZ,磊哂利大,20170808,16.1352,
002517.SZ,磊哂利大,20170809,16.7337,
002517.SZ,磊哂利大,20170810,16.7287,
002517.SZ,磊哂利大,20170811,16.4544,
002517.SZ,磊哂利大,20170814,16.4594,
002517.SZ,磊哂利大,20170815,16.7038,
002517.SZ,磊哂利大,20170816,17.2075,
002517.SZ,磊哂利大,20170817,17.3073,
002517.SZ,磊哂利大,20170818,17.432,
002517.SZ,磊哂利大,20170821,17.9058,
002517.SZ,磊哂利大,20170822,17.9706,
002517.SZ,磊哂利大,20170823,17.9756,
002517.SZ,磊哂利大,20170824,17.6514,
002517.SZ,磊哂利大,20170825,18.0554,
002517.SZ,磊哂利大,20170828,19.4021,
002517.SZ,磊哂利大,20170829,19.0779,
002517.SZ,磊哂利大,20170830,18.8983,
002517.SZ,磊哂利大,20170831,19.0181,
002517.SZ,磊哂利大,20170901,18.8285,
002517.SZ,磊哂利大,20170904,18.8385,
002517.SZ,磊哂利大,20170905,18.8535,
002517.SZ,磊哂利大,20170906,18.8684,
002517.SZ,磊哂利大,20170907,18.7188,
002517.SZ,磊哂利大,20170908,18.4694,
002517.SZ,磊哂利大,20170911,19.0131,
002517.SZ,磊哂利大,20170912,18.7437,
002517.SZ,磊哂利大,20170913,18.9482,
002517.SZ,磊哂利大,20170914,18.7687,
002517.SZ,磊哂利大,20170915,18.7986,
002517.SZ,磊哂利大,20170918,18.7038,
002517.SZ,磊哂利大,20170919,18.6041,
002517.SZ,磊哂利大,20170920,18.624,
002517.SZ,磊哂利大,20170921,18.2001,
002517.SZ,磊哂利大,20170922,18.4046,
002517.SZ,磊哂利大,20170925,18.4046,
002517.SZ,磊哂利大,20170926,18.23,
002517.SZ,磊哂利大,20170927,18.3,
002517.SZ,磊哂利大,20170928,17.75,
002517.SZ,磊哂利大,20170929,18.14,
002517.SZ,磊哂利大,20171009,18.12,
002517.SZ,磊哂利大,20171010,18.17,
002517.SZ,磊哂利大,20171011,18.52,
002517.SZ,磊哂利大,20171012,18.77,
002517.SZ,磊哂利大,20171013,19.01,
002517.SZ,磊哂利大,20171016,18.89,
002517.SZ,磊哂利大,20171017,19.08,
002517.SZ,磊哂利大,20171018,19.05,
002517.SZ,磊哂利大,20171019,18.8,
002517.SZ,磊哂利大,20171020,20,
002517.SZ,磊哂利大,20171023,20.75,
002517.SZ,磊哂利大,20171024,20.85,
002517.SZ,磊哂利大,20171025,20.79,
002517.SZ,磊哂利大,20171026,20.8,
002517.SZ,磊哂利大,20171027,21.1,
002517.SZ,磊哂利大,20171030,23.21,
002517.SZ,磊哂利大,20171031,22.9,
002517.SZ,磊哂利大,20171101,23,
002517.SZ,磊哂利大,20171102,23.08,
002517.SZ,磊哂利大,20171103,23.16,
002517.SZ,磊哂利大,20171106,23.2,
002517.SZ,磊哂利大,20171107,23.95,
002517.SZ,磊哂利大,20171108,23.94,
002517.SZ,磊哂利大,20171109,23.58,
002517.SZ,磊哂利大,20171110,22.83,
002517.SZ,磊哂利大,20171113,23.23,
002517.SZ,磊哂利大,20171114,23.2,
002517.SZ,磊哂利大,20171115,23.38,
002517.SZ,磊哂利大,20171116,23.11,
002517.SZ,磊哂利大,20171117,22.1,
002517.SZ,磊哂利大,20171120,22.2,
002517.SZ,磊哂利大,20171121,22.85,
002517.SZ,磊哂利大,20171122,23.41,
002517.SZ,磊哂利大,20171123,23.22,
002517.SZ,磊哂利大,20171124,23.5,
002517.SZ,磊哂利大,20171127,23.32,
002517.SZ,磊哂利大,20171128,23.5,
002517.SZ,磊哂利大,20171129,24,
002517.SZ,磊哂利大,20171130,23.94,
002517.SZ,磊哂利大,20171201,24.6,
002517.SZ,磊哂利大,20171204,26.2,
002517.SZ,磊哂利大,20171205,26.24,
002517.SZ,磊哂利大,20171206,26.45,
002517.SZ,磊哂利大,20171207,26.58,
002517.SZ,磊哂利大,20171208,26.64,
002517.SZ,磊哂利大,20171211,26.39,
002517.SZ,磊哂利大,20171212,27.2,
002517.SZ,磊哂利大,20171213,26.95,
002517.SZ,磊哂利大,20171214,26.93,
002517.SZ,磊哂利大,20171215,27.2,
002517.SZ,磊哂利大,20171218,26.3,
002517.SZ,磊哂利大,20171219,26.3,
002517.SZ,磊哂利大,20171220,26.25,
002517.SZ,磊哂利大,20171221,25.93,
002517.SZ,磊哂利大,20171222,25.94,
002517.SZ,磊哂利大,20171225,25.5,
002517.SZ,磊哂利大,20171226,24.79,
002517.SZ,磊哂利大,20171227,22.31,
002517.SZ,磊哂利大,20171228,22.2,
002517.SZ,磊哂利大,20171229,22.21,
002517.SZ,磊哂利大,20180102,22.03,
002517.SZ,磊哂利大,20180103,22.04,
002517.SZ,磊哂利大,20180104,21.88,
002517.SZ,磊哂利大,20180105,21.35,
002517.SZ,磊哂利大,20180108,21.35,
002517.SZ,磊哂利大,20180109,21.35,
002517.SZ,磊哂利大,20180110,21.35,
002517.SZ,磊哂利大,20180111,21.35,
002517.SZ,磊哂利大,20180112,21.35,
002517.SZ,磊哂利大,20180115,21.35,
002517.SZ,磊哂利大,20180116,21.35,
002517.SZ,磊哂利大,20180117,21.35,
002517.SZ,磊哂利大,20180118,21.35,
002517.SZ,磊哂利大,20180119,21.35,
002517.SZ,磊哂利大,20180122,21.35,
002517.SZ,磊哂利大,20180123,21.35,
002517.SZ,磊哂利大,20180124,21.35,
002517.SZ,磊哂利大,20180125,21.35,
002517.SZ,磊哂利大,20180126,21.35,
002517.SZ,磊哂利大,20180129,21.35,
002517.SZ,磊哂利大,20180130,21.35,
002517.SZ,磊哂利大,20180131,21.35,
002517.SZ,磊哂利大,20180201,21.35,
002517.SZ,磊哂利大,20180202,21.35,
002517.SZ,磊哂利大,20180205,21.35,
002517.SZ,磊哂利大,20180206,21.35,
002517.SZ,磊哂利大,20180207,21.35,
002517.SZ,磊哂利大,20180208,21.35,
