旗鷹,酒各,晩豚,辺徒勺(圷),
300533.SZ,甥寒利大,20170426,93.4216,
300533.SZ,甥寒利大,20170427,95.8315,
300533.SZ,甥寒利大,20170428,96.3968,
300533.SZ,甥寒利大,20170502,95.6332,
300533.SZ,甥寒利大,20170503,94.82,
300533.SZ,甥寒利大,20170504,94.4133,
300533.SZ,甥寒利大,20170505,93.7886,
300533.SZ,甥寒利大,20170508,88.0464,
300533.SZ,甥寒利大,20170509,89.9803,
300533.SZ,甥寒利大,20170510,91.1505,
300533.SZ,甥寒利大,20170511,91.7357,
300533.SZ,甥寒利大,20170512,91.5373,
300533.SZ,甥寒利大,20170515,91.5373,
300533.SZ,甥寒利大,20170516,92.8067,
300533.SZ,甥寒利大,20170517,93.5505,
300533.SZ,甥寒利大,20170518,93.1935,
300533.SZ,甥寒利大,20170519,92.3208,
300533.SZ,甥寒利大,20170522,88.3142,
300533.SZ,甥寒利大,20170523,84.5456,
300533.SZ,甥寒利大,20170524,84.1786,
300533.SZ,甥寒利大,20170525,84.01,
300533.SZ,甥寒利大,20170526,84.19,
300533.SZ,甥寒利大,20170531,84.16,
300533.SZ,甥寒利大,20170601,79.23,
300533.SZ,甥寒利大,20170602,80.37,
300533.SZ,甥寒利大,20170605,80.81,
300533.SZ,甥寒利大,20170606,80.32,
300533.SZ,甥寒利大,20170607,82.69,
300533.SZ,甥寒利大,20170608,82.75,
300533.SZ,甥寒利大,20170609,82,
300533.SZ,甥寒利大,20170612,80.18,
300533.SZ,甥寒利大,20170613,82.15,
300533.SZ,甥寒利大,20170614,82.5,
300533.SZ,甥寒利大,20170615,84.83,
300533.SZ,甥寒利大,20170616,84.7,
300533.SZ,甥寒利大,20170619,87.2,
300533.SZ,甥寒利大,20170620,86.49,
300533.SZ,甥寒利大,20170621,88.95,
300533.SZ,甥寒利大,20170622,87.33,
300533.SZ,甥寒利大,20170623,88.02,
300533.SZ,甥寒利大,20170626,86.5,
300533.SZ,甥寒利大,20170627,86.52,
300533.SZ,甥寒利大,20170628,85.4,
300533.SZ,甥寒利大,20170629,85.49,
300533.SZ,甥寒利大,20170630,88.05,
300533.SZ,甥寒利大,20170703,88.39,
300533.SZ,甥寒利大,20170704,89.03,
300533.SZ,甥寒利大,20170705,91.3,
300533.SZ,甥寒利大,20170706,92.05,
300533.SZ,甥寒利大,20170707,92.74,
300533.SZ,甥寒利大,20170710,89.3,
300533.SZ,甥寒利大,20170711,88.59,
300533.SZ,甥寒利大,20170712,89.41,
300533.SZ,甥寒利大,20170713,88.6,
300533.SZ,甥寒利大,20170714,80.5,
300533.SZ,甥寒利大,20170717,75.9,
300533.SZ,甥寒利大,20170718,75.85,
300533.SZ,甥寒利大,20170719,76.27,
300533.SZ,甥寒利大,20170720,76.73,
300533.SZ,甥寒利大,20170721,75.98,
300533.SZ,甥寒利大,20170724,76,
300533.SZ,甥寒利大,20170725,75.58,
300533.SZ,甥寒利大,20170726,75.47,
300533.SZ,甥寒利大,20170727,78.4,
300533.SZ,甥寒利大,20170728,77.01,
300533.SZ,甥寒利大,20170731,76.89,
300533.SZ,甥寒利大,20170801,76.68,
300533.SZ,甥寒利大,20170802,75.57,
300533.SZ,甥寒利大,20170803,76.28,
300533.SZ,甥寒利大,20170804,75.3,
300533.SZ,甥寒利大,20170807,75.08,
300533.SZ,甥寒利大,20170808,75.13,
300533.SZ,甥寒利大,20170809,74.78,
300533.SZ,甥寒利大,20170810,74.87,
300533.SZ,甥寒利大,20170811,74.73,
300533.SZ,甥寒利大,20170814,75.57,
300533.SZ,甥寒利大,20170815,75.19,
300533.SZ,甥寒利大,20170816,76.12,
300533.SZ,甥寒利大,20170817,75.87,
300533.SZ,甥寒利大,20170818,74.99,
300533.SZ,甥寒利大,20170821,75.55,
300533.SZ,甥寒利大,20170822,75.46,
300533.SZ,甥寒利大,20170823,75.35,
300533.SZ,甥寒利大,20170824,74.79,
300533.SZ,甥寒利大,20170825,75.46,
300533.SZ,甥寒利大,20170828,76.58,
300533.SZ,甥寒利大,20170829,76.84,
300533.SZ,甥寒利大,20170830,76.76,
300533.SZ,甥寒利大,20170831,77.9,
300533.SZ,甥寒利大,20170901,77.61,
300533.SZ,甥寒利大,20170904,77.6,
300533.SZ,甥寒利大,20170905,78.33,
300533.SZ,甥寒利大,20170906,78.59,
300533.SZ,甥寒利大,20170907,83,
300533.SZ,甥寒利大,20170908,81.59,
300533.SZ,甥寒利大,20170911,81.86,
300533.SZ,甥寒利大,20170912,79.98,
300533.SZ,甥寒利大,20170913,80.18,
300533.SZ,甥寒利大,20170914,79.89,
300533.SZ,甥寒利大,20170915,78.4,
300533.SZ,甥寒利大,20170918,78.4,
300533.SZ,甥寒利大,20170919,78.4,
300533.SZ,甥寒利大,20170920,78.68,
300533.SZ,甥寒利大,20170921,78,
300533.SZ,甥寒利大,20170922,78.17,
300533.SZ,甥寒利大,20170925,77.27,
300533.SZ,甥寒利大,20170926,76.17,
300533.SZ,甥寒利大,20170927,76.25,
300533.SZ,甥寒利大,20170928,75.01,
300533.SZ,甥寒利大,20170929,75.03,
300533.SZ,甥寒利大,20171009,75.17,
300533.SZ,甥寒利大,20171010,75.56,
300533.SZ,甥寒利大,20171011,76.3,
300533.SZ,甥寒利大,20171012,75.48,
300533.SZ,甥寒利大,20171013,75.45,
300533.SZ,甥寒利大,20171016,73.66,
300533.SZ,甥寒利大,20171017,73.63,
300533.SZ,甥寒利大,20171018,73.35,
300533.SZ,甥寒利大,20171019,74.17,
300533.SZ,甥寒利大,20171020,74.79,
300533.SZ,甥寒利大,20171023,74.79,
300533.SZ,甥寒利大,20171024,74.47,
300533.SZ,甥寒利大,20171025,74.91,
300533.SZ,甥寒利大,20171026,74.43,
300533.SZ,甥寒利大,20171027,73.68,
300533.SZ,甥寒利大,20171030,68.34,
300533.SZ,甥寒利大,20171031,68.35,
300533.SZ,甥寒利大,20171101,68.35,
300533.SZ,甥寒利大,20171102,66.77,
300533.SZ,甥寒利大,20171103,64.18,
300533.SZ,甥寒利大,20171106,64.67,
300533.SZ,甥寒利大,20171107,64.3,
300533.SZ,甥寒利大,20171108,65.49,
300533.SZ,甥寒利大,20171109,65.58,
300533.SZ,甥寒利大,20171110,65.6,
300533.SZ,甥寒利大,20171113,65.34,
300533.SZ,甥寒利大,20171114,64.3,
300533.SZ,甥寒利大,20171115,63.27,
300533.SZ,甥寒利大,20171116,62.35,
300533.SZ,甥寒利大,20171117,58.35,
300533.SZ,甥寒利大,20171120,57.81,
300533.SZ,甥寒利大,20171121,56.92,
300533.SZ,甥寒利大,20171122,57.14,
300533.SZ,甥寒利大,20171123,57.25,
300533.SZ,甥寒利大,20171124,56.81,
300533.SZ,甥寒利大,20171127,57.17,
300533.SZ,甥寒利大,20171128,58.02,
300533.SZ,甥寒利大,20171129,57.12,
300533.SZ,甥寒利大,20171130,56.95,
300533.SZ,甥寒利大,20171201,57.85,
300533.SZ,甥寒利大,20171204,53.77,
300533.SZ,甥寒利大,20171205,51.51,
300533.SZ,甥寒利大,20171206,52.4,
300533.SZ,甥寒利大,20171207,52.51,
300533.SZ,甥寒利大,20171208,53.08,
300533.SZ,甥寒利大,20171211,53.49,
300533.SZ,甥寒利大,20171212,51.92,
300533.SZ,甥寒利大,20171213,52.55,
300533.SZ,甥寒利大,20171214,52.16,
300533.SZ,甥寒利大,20171215,52.07,
300533.SZ,甥寒利大,20171218,51.11,
300533.SZ,甥寒利大,20171219,51.75,
300533.SZ,甥寒利大,20171220,50.21,
300533.SZ,甥寒利大,20171221,50.1,
300533.SZ,甥寒利大,20171222,49.47,
300533.SZ,甥寒利大,20171225,48.53,
300533.SZ,甥寒利大,20171226,49.87,
300533.SZ,甥寒利大,20171227,49.83,
300533.SZ,甥寒利大,20171228,50.5,
300533.SZ,甥寒利大,20171229,50.63,
300533.SZ,甥寒利大,20180102,50.71,
300533.SZ,甥寒利大,20180103,50.86,
300533.SZ,甥寒利大,20180104,51.34,
300533.SZ,甥寒利大,20180105,50.78,
300533.SZ,甥寒利大,20180108,49.9,
300533.SZ,甥寒利大,20180109,50.4,
300533.SZ,甥寒利大,20180110,49.9,
300533.SZ,甥寒利大,20180111,51,
300533.SZ,甥寒利大,20180112,52.31,
300533.SZ,甥寒利大,20180115,49.63,
300533.SZ,甥寒利大,20180116,49.27,
300533.SZ,甥寒利大,20180117,49.75,
300533.SZ,甥寒利大,20180118,49.4,
300533.SZ,甥寒利大,20180119,49.5,
300533.SZ,甥寒利大,20180122,48.29,
300533.SZ,甥寒利大,20180123,48.54,
300533.SZ,甥寒利大,20180124,51.47,
300533.SZ,甥寒利大,20180125,51.35,
300533.SZ,甥寒利大,20180126,52.07,
300533.SZ,甥寒利大,20180129,50.86,
300533.SZ,甥寒利大,20180130,48.7,
300533.SZ,甥寒利大,20180131,46.58,
300533.SZ,甥寒利大,20180201,43.51,
300533.SZ,甥寒利大,20180202,43.7,
300533.SZ,甥寒利大,20180205,43.02,
300533.SZ,甥寒利大,20180206,40.19,
300533.SZ,甥寒利大,20180207,40.63,
300533.SZ,甥寒利大,20180208,41.16,
300533.SZ,甥寒利大,20180209,39.56,
300533.SZ,甥寒利大,20180212,40.76,
300533.SZ,甥寒利大,20180213,40.5,
300533.SZ,甥寒利大,20180214,40.71,
300533.SZ,甥寒利大,20180222,41.25,
300533.SZ,甥寒利大,20180223,41.15,
300533.SZ,甥寒利大,20180226,42.9,
300533.SZ,甥寒利大,20180227,42.87,
300533.SZ,甥寒利大,20180228,43.1,
300533.SZ,甥寒利大,20180301,44.5,
300533.SZ,甥寒利大,20180302,43.93,
300533.SZ,甥寒利大,20180305,44.52,
300533.SZ,甥寒利大,20180306,44.8,
300533.SZ,甥寒利大,20180307,43.84,
300533.SZ,甥寒利大,20180308,44.95,
300533.SZ,甥寒利大,20180309,49.45,
300533.SZ,甥寒利大,20180312,49.98,
300533.SZ,甥寒利大,20180313,48.5,
300533.SZ,甥寒利大,20180314,48.18,
300533.SZ,甥寒利大,20180315,46.8,
300533.SZ,甥寒利大,20180316,46.31,
300533.SZ,甥寒利大,20180319,47.95,
300533.SZ,甥寒利大,20180320,47,
300533.SZ,甥寒利大,20180321,46.49,
300533.SZ,甥寒利大,20180322,49.26,
300533.SZ,甥寒利大,20180323,44.43,
300533.SZ,甥寒利大,20180326,44.3,
