іъ¬л,Љт≥∆,»’∆Џ, ’≈ћЉџ(‘™),
603116.SH,Їмтят—,20160427,23.8897,
603116.SH,Їмтят—,20160428,23.5358,
603116.SH,Їмтят—,20160429,24.2043,
603116.SH,Їмтят—,20160503,24.6271,
603116.SH,Їмтят—,20160504,24.4796,
603116.SH,Їмтят—,20160505,24.7254,
603116.SH,Їмтят—,20160506,23.2016,
603116.SH,Їмтят—,20160509,22.071,
603116.SH,Їмтят—,20160510,22.1988,
603116.SH,Їмтят—,20160511,21.8449,
603116.SH,Їмтят—,20160512,21.6089,
603116.SH,Їмтят—,20160513,21.6777,
603116.SH,Їмтят—,20160516,21.9235,
603116.SH,Їмтят—,20160517,21.7171,
603116.SH,Їмтят—,20160518,20.9011,
603116.SH,Їмтят—,20160519,21.1272,
603116.SH,Їмтят—,20160520,21.314,
603116.SH,Їмтят—,20160523,21.7957,
603116.SH,Їмтят—,20160524,21.4516,
603116.SH,Їмтят—,20160525,21.4614,
603116.SH,Їмтят—,20160526,21.5204,
603116.SH,Їмтят—,20160527,21.6974,
603116.SH,Їмтят—,20160530,21.373,
603116.SH,Їмтят—,20160531,22.3168,
603116.SH,Їмтят—,20160601,22.2184,
603116.SH,Їмтят—,20160602,22.4839,
603116.SH,Їмтят—,20160603,23.3982,
603116.SH,Їмтят—,20160606,23.1032,
603116.SH,Їмтят—,20160607,23.6538,
603116.SH,Їмтят—,20160608,23.2016,
603116.SH,Їмтят—,20160613,21.7564,
603116.SH,Їмтят—,20160614,21.9727,
603116.SH,Їмтят—,20160615,22.7002,
603116.SH,Їмтят—,20160616,22.3856,
603116.SH,Їмтят—,20160617,22.5429,
603116.SH,Їмтят—,20160620,23.1131,
603116.SH,Їмтят—,20160621,22.592,
603116.SH,Їмтят—,20160622,23.0443,
603116.SH,Їмтят—,20160623,22.7493,
603116.SH,Їмтят—,20160624,22.2086,
603116.SH,Їмтят—,20160627,22.6608,
603116.SH,Їмтят—,20160628,23.3294,
603116.SH,Їмтят—,20160629,23.4473,
603116.SH,Їмтят—,20160630,23.2802,
603116.SH,Їмтят—,20160701,23.3295,
603116.SH,Їмтят—,20160704,23.6945,
603116.SH,Їмтят—,20160705,22.9843,
603116.SH,Їмтят—,20160706,22.8363,
603116.SH,Їмтят—,20160707,24.099,
603116.SH,Їмтят—,20160708,23.7734,
603116.SH,Їмтят—,20160711,23.4578,
603116.SH,Їмтят—,20160712,24.0201,
603116.SH,Їмтят—,20160713,23.9115,
603116.SH,Їмтят—,20160714,23.8918,
603116.SH,Їмтят—,20160715,23.7143,
603116.SH,Їмтят—,20160718,23.4183,
603116.SH,Їмтят—,20160719,23.803,
603116.SH,Їмтят—,20160720,23.5367,
603116.SH,Їмтят—,20160721,23.2999,
603116.SH,Їмтят—,20160722,23.0237,
603116.SH,Їмтят—,20160725,23.0731,
603116.SH,Їмтят—,20160726,23.221,
603116.SH,Їмтят—,20160727,21.8301,
603116.SH,Їмтят—,20160728,21.7118,
603116.SH,Їмтят—,20160729,21.6427,
603116.SH,Їмтят—,20160801,21.1593,
603116.SH,Їмтят—,20160802,21.2974,
603116.SH,Їмтят—,20160803,21.3172,
603116.SH,Їмтят—,20160804,21.406,
603116.SH,Їмтят—,20160805,21.3468,
603116.SH,Їмтят—,20160808,21.5441,
603116.SH,Їмтят—,20160809,21.7019,
603116.SH,Їмтят—,20160810,21.5539,
603116.SH,Їмтят—,20160811,21.2876,
603116.SH,Їмтят—,20160812,21.5243,
603116.SH,Їмтят—,20160815,21.9189,
603116.SH,Їмтят—,20160816,21.988,
603116.SH,Їмтят—,20160817,22.1162,
603116.SH,Їмтят—,20160818,21.909,
603116.SH,Їмтят—,20160819,21.988,
603116.SH,Їмтят—,20160822,21.7414,
603116.SH,Їмтят—,20160823,21.6723,
603116.SH,Їмтят—,20160824,21.7808,
603116.SH,Їмтят—,20160825,21.5835,
603116.SH,Їмтят—,20160826,21.6427,
603116.SH,Їмтят—,20160829,21.7414,
603116.SH,Їмтят—,20160830,21.7709,
603116.SH,Їмтят—,20160831,21.6822,
603116.SH,Їмтят—,20160901,21.7611,
603116.SH,Їмтят—,20160902,21.5638,
603116.SH,Їмтят—,20160905,21.5737,
603116.SH,Їмтят—,20160906,21.7611,
603116.SH,Їмтят—,20160907,21.7315,
603116.SH,Їмтят—,20160908,22.0373,
603116.SH,Їмтят—,20160909,21.7611,
603116.SH,Їмтят—,20160912,21.2087,
603116.SH,Їмтят—,20160913,21.2481,
603116.SH,Їмтят—,20160914,21.1593,
603116.SH,Їмтят—,20160919,21.3073,
603116.SH,Їмтят—,20160920,21.2383,
603116.SH,Їмтят—,20160921,21.258,
603116.SH,Їмтят—,20160922,21.3073,
603116.SH,Їмтят—,20160923,21.2087,
603116.SH,Їмтят—,20160926,20.7845,
603116.SH,Їмтят—,20160927,20.8634,
603116.SH,Їмтят—,20160928,20.7845,
603116.SH,Їмтят—,20160929,20.8634,
603116.SH,Їмтят—,20160930,20.9325,
603116.SH,Їмтят—,20161010,21.2185,
603116.SH,Їмтят—,20161011,21.2876,
603116.SH,Їмтят—,20161012,21.3073,
603116.SH,Їмтят—,20161013,21.4257,
603116.SH,Їмтят—,20161014,21.258,
603116.SH,Їмтят—,20161017,21.11,
603116.SH,Їмтят—,20161018,21.3862,
603116.SH,Їмтят—,20161019,21.4651,
603116.SH,Їмтят—,20161020,21.6624,
603116.SH,Їмтят—,20161021,21.8005,
603116.SH,Їмтят—,20161024,21.9781,
603116.SH,Їмтят—,20161025,22.2642,
603116.SH,Їмтят—,20161026,22.2839,
603116.SH,Їмтят—,20161027,22.2938,
603116.SH,Їмтят—,20161028,21.988,
603116.SH,Їмтят—,20161031,22.57,
603116.SH,Їмтят—,20161101,22.5897,
603116.SH,Їмтят—,20161102,22.6982,
603116.SH,Їмтят—,20161103,22.9941,
603116.SH,Їмтят—,20161104,23.0435,
603116.SH,Їмтят—,20161107,23.3789,
603116.SH,Їмтят—,20161108,23.2901,
603116.SH,Їмтят—,20161109,23.1816,
603116.SH,Їмтят—,20161110,24.4442,
603116.SH,Їмтят—,20161111,24.316,
603116.SH,Їмтят—,20161114,24.9572,
603116.SH,Їмтят—,20161115,24.2667,
603116.SH,Їмтят—,20161116,23.9017,
603116.SH,Їмтят—,20161117,23.6057,
603116.SH,Їмтят—,20161118,23.6847,
603116.SH,Їмтят—,20161121,23.6452,
603116.SH,Їмтят—,20161122,24.0694,
603116.SH,Їмтят—,20161123,23.5959,
603116.SH,Їмтят—,20161124,23.0731,
603116.SH,Їмтят—,20161125,23.0829,
603116.SH,Їмтят—,20161128,22.9448,
603116.SH,Їмтят—,20161129,22.6094,
603116.SH,Їмтят—,20161130,22.6785,
603116.SH,Їмтят—,20161201,22.7969,
603116.SH,Їмтят—,20161202,22.2346,
603116.SH,Їмтят—,20161205,22.2444,
603116.SH,Їмтят—,20161206,22.4615,
603116.SH,Їмтят—,20161207,22.7081,
603116.SH,Їмтят—,20161208,22.5601,
603116.SH,Їмтят—,20161209,22.8955,
603116.SH,Їмтят—,20161212,21.7216,
603116.SH,Їмтят—,20161213,22.9448,
603116.SH,Їмтят—,20161214,22.0176,
603116.SH,Їмтят—,20161215,22.1458,
603116.SH,Їмтят—,20161216,22.1557,
603116.SH,Їмтят—,20161219,22.057,
603116.SH,Їмтят—,20161220,22.2247,
603116.SH,Їмтят—,20161221,22.353,
603116.SH,Їмтят—,20161222,22.2642,
603116.SH,Їмтят—,20161223,22.3924,
603116.SH,Їмтят—,20161226,22.3924,
603116.SH,Їмтят—,20161227,22.1853,
603116.SH,Їмтят—,20161228,21.8104,
603116.SH,Їмтят—,20161229,21.7512,
603116.SH,Їмтят—,20161230,21.7611,
603116.SH,Їмтят—,20170103,21.9189,
603116.SH,Їмтят—,20170104,22.0373,
603116.SH,Їмтят—,20170105,22.0669,
603116.SH,Їмтят—,20170106,21.8696,
603116.SH,Їмтят—,20170109,21.84,
603116.SH,Їмтят—,20170110,21.9978,
603116.SH,Їмтят—,20170111,21.6328,
603116.SH,Їмтят—,20170112,21.1199,
603116.SH,Їмтят—,20170113,20.7944,
603116.SH,Їмтят—,20170116,19.5613,
603116.SH,Їмтят—,20170117,19.5514,
603116.SH,Їмтят—,20170118,19.6599,
603116.SH,Їмтят—,20170119,19.7586,
603116.SH,Їмтят—,20170120,19.9164,
603116.SH,Їмтят—,20170123,19.9756,
603116.SH,Їмтят—,20170124,19.9361,
603116.SH,Їмтят—,20170125,20.0052,
603116.SH,Їмтят—,20170126,20.2617,
603116.SH,Їмтят—,20170203,20.0249,
603116.SH,Їмтят—,20170206,20.2814,
603116.SH,Їмтят—,20170207,20.3603,
603116.SH,Їмтят—,20170208,20.4787,
603116.SH,Їмтят—,20170209,20.528,
603116.SH,Їмтят—,20170210,20.4096,
603116.SH,Їмтят—,20170213,20.5872,
603116.SH,Їмтят—,20170214,20.5182,
603116.SH,Їмтят—,20170215,20.2222,
603116.SH,Їмтят—,20170216,20.3702,
603116.SH,Їмтят—,20170217,20.1038,
603116.SH,Їмтят—,20170220,20.0447,
603116.SH,Їмтят—,20170221,20.1532,
603116.SH,Їмтят—,20170222,20.6168,
603116.SH,Їмтят—,20170223,20.6661,
603116.SH,Їмтят—,20170224,20.7253,
603116.SH,Їмтят—,20170227,20.7549,
603116.SH,Їмтят—,20170228,20.6563,
603116.SH,Їмтят—,20170301,20.676,
603116.SH,Їмтят—,20170302,20.5477,
603116.SH,Їмтят—,20170303,20.5675,
603116.SH,Їмтят—,20170306,20.9719,
603116.SH,Їмтят—,20170307,21.2383,
603116.SH,Їмтят—,20170308,21.327,
603116.SH,Їмтят—,20170309,20.9226,
603116.SH,Їмтят—,20170310,21.2383,
603116.SH,Їмтят—,20170313,20.5971,
603116.SH,Їмтят—,20170314,20.3505,
603116.SH,Їмтят—,20170315,20.3406,
603116.SH,Їмтят—,20170316,20.5182,
603116.SH,Їмтят—,20170317,20.3209,
603116.SH,Їмтят—,20170320,20.4392,
603116.SH,Їмтят—,20170321,20.4787,
603116.SH,Їмтят—,20170322,20.1038,
603116.SH,Їмтят—,20170323,20.2518,
603116.SH,Їмтят—,20170324,20.2617,
603116.SH,Їмтят—,20170327,20.1729,
603116.SH,Їмтят—,20170328,20.0151,
603116.SH,Їмтят—,20170329,19.6698,
603116.SH,Їмтят—,20170330,19.216,
603116.SH,Їмтят—,20170331,19.3936,
603116.SH,Їмтят—,20170405,19.6797,
603116.SH,Їмтят—,20170406,19.6008,
603116.SH,Їмтят—,20170407,19.5909,
603116.SH,Їмтят—,20170410,19.3443,
603116.SH,Їмтят—,20170411,19.3443,
603116.SH,Їмтят—,20170412,19.1963,
603116.SH,Їмтят—,20170413,19.295,
603116.SH,Їмтят—,20170414,19.1273,
603116.SH,Їмтят—,20170417,18.9102,
603116.SH,Їмтят—,20170418,18.782,
603116.SH,Їмтят—,20170419,18.4861,
603116.SH,Їмтят—,20170420,18.5354,
603116.SH,Їмтят—,20170421,18.565,
603116.SH,Їмтят—,20170424,17.835,
603116.SH,Їмтят—,20170425,17.8646,
603116.SH,Їмтят—,20170426,17.8843,
603116.SH,Їмтят—,20170427,18.0027,
603116.SH,Їмтят—,20170428,18.1901,
603116.SH,Їмтят—,20170502,18.2296,
603116.SH,Їмтят—,20170503,18.4861,
603116.SH,Їмтят—,20170504,18.4466,
603116.SH,Їмтят—,20170505,18.1704,
603116.SH,Їмтят—,20170508,17.7956,
603116.SH,Їмтят—,20170509,18.0323,
603116.SH,Їмтят—,20170510,17.5785,
603116.SH,Їмтят—,20170511,18.0422,
603116.SH,Їмтят—,20170512,18.6044,
603116.SH,Їмтят—,20170515,18.713,
603116.SH,Їмтят—,20170516,18.8806,
603116.SH,Їмтят—,20170517,18.5748,
603116.SH,Їмтят—,20170518,18.348,
603116.SH,Їмтят—,20170519,18.4269,
603116.SH,Їмтят—,20170522,17.8942,
603116.SH,Їмтят—,20170523,17.3221,
603116.SH,Їмтят—,20170524,17.5983,
603116.SH,Їмтят—,20170525,17.7758,
603116.SH,Їмтят—,20170526,17.8449,
603116.SH,Їмтят—,20170531,17.766,
603116.SH,Їмтят—,20170601,17.4503,
603116.SH,Їмтят—,20170602,17.8251,
603116.SH,Їмтят—,20170605,17.9041,
603116.SH,Їмтят—,20170606,17.8843,
603116.SH,Їмтят—,20170607,18.269,
603116.SH,Їмтят—,20170608,18.1408,
603116.SH,Їмтят—,20170609,18.0718,
603116.SH,Їмтят—,20170612,17.7462,
603116.SH,Їмтят—,20170613,17.9928,
603116.SH,Їмтят—,20170614,17.9139,
603116.SH,Їмтят—,20170615,18.1507,
603116.SH,Їмтят—,20170616,17.9731,
603116.SH,Їмтят—,20170619,18.2099,
603116.SH,Їмтят—,20170620,18.1507,
603116.SH,Їмтят—,20170621,18.2,
603116.SH,Їмтят—,20170622,17.8547,
603116.SH,Їмтят—,20170623,17.8745,
603116.SH,Їмтят—,20170626,18.0027,
603116.SH,Їмтят—,20170627,17.9928,
603116.SH,Їмтят—,20170628,17.8449,
603116.SH,Їмтят—,20170629,17.9928,
603116.SH,Їмтят—,20170630,18.1309,
603116.SH,Їмтят—,20170703,18.2,
603116.SH,Їмтят—,20170704,18.1507,
603116.SH,Їмтят—,20170705,18.2,
603116.SH,Їмтят—,20170706,18.08,
603116.SH,Їмтят—,20170707,18.2,
603116.SH,Їмтят—,20170710,18.09,
603116.SH,Їмтят—,20170711,18.14,
603116.SH,Їмтят—,20170712,17.91,
603116.SH,Їмтят—,20170713,17.92,
603116.SH,Їмтят—,20170714,17.76,
603116.SH,Їмтят—,20170717,16.85,
603116.SH,Їмтят—,20170718,16.95,
603116.SH,Їмтят—,20170719,17.13,
603116.SH,Їмтят—,20170720,17.08,
603116.SH,Їмтят—,20170721,17.07,
603116.SH,Їмтят—,20170724,17.33,
603116.SH,Їмтят—,20170725,17.98,
603116.SH,Їмтят—,20170726,17.96,
603116.SH,Їмтят—,20170727,18.14,
603116.SH,Їмтят—,20170728,18.03,
603116.SH,Їмтят—,20170731,17.86,
603116.SH,Їмтят—,20170801,17.72,
603116.SH,Їмтят—,20170802,17.34,
603116.SH,Їмтят—,20170803,17.46,
603116.SH,Їмтят—,20170804,17.46,
603116.SH,Їмтят—,20170807,17.46,
603116.SH,Їмтят—,20170808,17.47,
603116.SH,Їмтят—,20170809,17.49,
603116.SH,Їмтят—,20170810,17.19,
603116.SH,Їмтят—,20170811,17.03,
603116.SH,Їмтят—,20170814,17.21,
603116.SH,Їмтят—,20170815,17.23,
603116.SH,Їмтят—,20170816,17.44,
603116.SH,Їмтят—,20170817,17.46,
603116.SH,Їмтят—,20170818,17.4,
603116.SH,Їмтят—,20170821,17.55,
603116.SH,Їмтят—,20170822,17.63,
603116.SH,Їмтят—,20170823,17.52,
603116.SH,Їмтят—,20170824,17.38,
603116.SH,Їмтят—,20170825,17.55,
603116.SH,Їмтят—,20170828,17.71,
603116.SH,Їмтят—,20170829,17.76,
603116.SH,Їмтят—,20170830,17.7,
603116.SH,Їмтят—,20170831,17.98,
603116.SH,Їмтят—,20170901,18.13,
603116.SH,Їмтят—,20170904,17.99,
603116.SH,Їмтят—,20170905,17.84,
603116.SH,Їмтят—,20170906,17.87,
603116.SH,Їмтят—,20170907,17.79,
603116.SH,Їмтят—,20170908,17.88,
603116.SH,Їмтят—,20170911,18.01,
603116.SH,Їмтят—,20170912,17.79,
603116.SH,Їмтят—,20170913,17.82,
603116.SH,Їмтят—,20170914,17.73,
603116.SH,Їмтят—,20170915,17.71,
603116.SH,Їмтят—,20170918,17.82,
603116.SH,Їмтят—,20170919,17.73,
603116.SH,Їмтят—,20170920,17.9,
603116.SH,Їмтят—,20170921,17.71,
603116.SH,Їмтят—,20170922,17.65,
603116.SH,Їмтят—,20170925,17.45,
603116.SH,Їмтят—,20170926,17.47,
603116.SH,Їмтят—,20170927,17.5,
603116.SH,Їмтят—,20170928,17.31,
603116.SH,Їмтят—,20170929,17.4,
603116.SH,Їмтят—,20171009,17.49,
603116.SH,Їмтят—,20171010,17.71,
603116.SH,Їмтят—,20171011,17.74,
603116.SH,Їмтят—,20171012,17.63,
603116.SH,Їмтят—,20171013,17.77,
603116.SH,Їмтят—,20171016,17.49,
603116.SH,Їмтят—,20171017,17.61,
603116.SH,Їмтят—,20171018,17.81,
603116.SH,Їмтят—,20171019,17.48,
603116.SH,Їмтят—,20171020,17.89,
603116.SH,Їмтят—,20171023,17.88,
603116.SH,Їмтят—,20171024,17.78,
603116.SH,Їмтят—,20171025,18.06,
603116.SH,Їмтят—,20171026,18.07,
603116.SH,Їмтят—,20171027,17.87,
603116.SH,Їмтят—,20171030,17.37,
603116.SH,Їмтят—,20171031,17.51,
603116.SH,Їмтят—,20171101,17.58,
603116.SH,Їмтят—,20171102,17.38,
603116.SH,Їмтят—,20171103,17.21,
603116.SH,Їмтят—,20171106,17.34,
603116.SH,Їмтят—,20171107,17.35,
603116.SH,Їмтят—,20171108,17.37,
603116.SH,Їмтят—,20171109,17.39,
603116.SH,Їмтят—,20171110,17.22,
603116.SH,Їмтят—,20171113,17.25,
603116.SH,Їмтят—,20171114,17.06,
603116.SH,Їмтят—,20171115,17.04,
603116.SH,Їмтят—,20171116,16.97,
603116.SH,Їмтят—,20171117,16.33,
603116.SH,Їмтят—,20171120,16.21,
603116.SH,Їмтят—,20171121,16.25,
603116.SH,Їмтят—,20171122,16.18,
603116.SH,Їмтят—,20171123,15.92,
603116.SH,Їмтят—,20171124,15.92,
603116.SH,Їмтят—,20171127,15.85,
603116.SH,Їмтят—,20171128,16.08,
603116.SH,Їмтят—,20171129,15.99,
603116.SH,Їмтят—,20171130,15.97,
603116.SH,Їмтят—,20171201,16.06,
603116.SH,Їмтят—,20171204,15.83,
603116.SH,Їмтят—,20171205,15.13,
603116.SH,Їмтят—,20171206,15.22,
603116.SH,Їмтят—,20171207,15.15,
603116.SH,Їмтят—,20171208,15.34,
603116.SH,Їмтят—,20171211,15.46,
603116.SH,Їмтят—,20171212,15.18,
603116.SH,Їмтят—,20171213,15.39,
603116.SH,Їмтят—,20171214,15.36,
603116.SH,Їмтят—,20171215,15.37,
603116.SH,Їмтят—,20171218,15.19,
603116.SH,Їмтят—,20171219,15.34,
603116.SH,Їмтят—,20171220,15.24,
603116.SH,Їмтят—,20171221,15.19,
603116.SH,Їмтят—,20171222,15.13,
603116.SH,Їмтят—,20171225,15,
603116.SH,Їмтят—,20171226,15.29,
603116.SH,Їмтят—,20171227,15.14,
