іъ¬л,Љт≥∆,»’∆Џ, ’≈ћЉџ(‘™),
603993.SH,¬е—фов“µ,20121009,2.9835,
603993.SH,¬е—фов“µ,20121010,3.2809,
603993.SH,¬е—фов“µ,20121011,2.9989,
603993.SH,¬е—фов“µ,20121012,2.8162,
603993.SH,¬е—фов“µ,20121015,2.8224,
603993.SH,¬е—фов“µ,20121016,2.7449,
603993.SH,¬е—фов“µ,20121017,2.7139,
603993.SH,¬е—фов“µ,20121018,2.7914,
603993.SH,¬е—фов“µ,20121019,2.6922,
603993.SH,¬е—фов“µ,20121022,2.6427,
603993.SH,¬е—фов“µ,20121023,2.7697,
603993.SH,¬е—фов“µ,20121024,2.7232,
603993.SH,¬е—фов“µ,20121025,2.6334,
603993.SH,¬е—фов“µ,20121026,2.4754,
603993.SH,¬е—фов“µ,20121029,2.4816,
603993.SH,¬е—фов“µ,20121030,2.4909,
603993.SH,¬е—фов“µ,20121031,2.4723,
603993.SH,¬е—фов“µ,20121101,2.5497,
603993.SH,¬е—фов“µ,20121102,2.6024,
603993.SH,¬е—фов“µ,20121105,2.528,
603993.SH,¬е—фов“µ,20121106,2.5187,
603993.SH,¬е—фов“µ,20121107,2.5807,
603993.SH,¬е—фов“µ,20121108,2.4568,
603993.SH,¬е—фов“µ,20121109,2.4723,
603993.SH,¬е—фов“µ,20121112,2.4816,
603993.SH,¬е—фов“µ,20121113,2.37,
603993.SH,¬е—фов“µ,20121114,2.3855,
603993.SH,¬е—фов“µ,20121115,2.274,
603993.SH,¬е—фов“µ,20121116,2.2337,
603993.SH,¬е—фов“µ,20121119,2.3267,
603993.SH,¬е—фов“µ,20121120,2.2554,
603993.SH,¬е—фов“µ,20121121,2.2988,
603993.SH,¬е—фов“µ,20121122,2.2678,
603993.SH,¬е—фов“µ,20121123,2.2864,
603993.SH,¬е—фов“µ,20121126,2.2275,
603993.SH,¬е—фов“µ,20121127,2.1036,
603993.SH,¬е—фов“µ,20121128,2.0726,
603993.SH,¬е—фов“µ,20121129,2.0076,
603993.SH,¬е—фов“µ,20121130,2.0323,
603993.SH,¬е—фов“µ,20121203,1.9828,
603993.SH,¬е—фов“µ,20121204,2.0416,
603993.SH,¬е—фов“µ,20121205,2.1315,
603993.SH,¬е—фов“µ,20121206,2.1067,
603993.SH,¬е—фов“µ,20121207,2.2027,
603993.SH,¬е—фов“µ,20121210,2.2554,
603993.SH,¬е—фов“µ,20121211,2.2337,
603993.SH,¬е—фов“µ,20121212,2.2368,
603993.SH,¬е—фов“µ,20121213,2.1594,
603993.SH,¬е—фов“µ,20121214,2.3762,
603993.SH,¬е—фов“µ,20121217,2.5033,
603993.SH,¬е—фов“µ,20121218,2.4878,
603993.SH,¬е—фов“µ,20121219,2.4537,
603993.SH,¬е—фов“µ,20121220,2.5869,
603993.SH,¬е—фов“µ,20121221,2.5125,
603993.SH,¬е—фов“µ,20121224,2.5156,
603993.SH,¬е—фов“µ,20121225,2.5745,
603993.SH,¬е—фов“µ,20121226,2.6551,
603993.SH,¬е—фов“µ,20121227,2.5497,
603993.SH,¬е—фов“µ,20121228,2.5842,
603993.SH,¬е—фов“µ,20121231,2.6092,
603993.SH,¬е—фов“µ,20130104,2.6249,
603993.SH,¬е—фов“µ,20130107,2.5873,
603993.SH,¬е—фов“µ,20130108,2.6531,
603993.SH,¬е—фов“µ,20130109,2.6218,
603993.SH,¬е—фов“µ,20130110,2.6531,
603993.SH,¬е—фов“µ,20130111,2.5466,
603993.SH,¬е—фов“µ,20130114,2.6374,
603993.SH,¬е—фов“µ,20130115,2.7471,
603993.SH,¬е—фов“µ,20130116,3.0227,
603993.SH,¬е—фов“µ,20130117,3.2075,
603993.SH,¬е—фов“µ,20130118,3.1605,
603993.SH,¬е—фов“µ,20130121,3.2138,
603993.SH,¬е—фов“µ,20130122,3.1261,
603993.SH,¬е—фов“µ,20130123,3.0634,
603993.SH,¬е—фов“µ,20130124,2.8598,
603993.SH,¬е—фов“µ,20130125,2.9068,
603993.SH,¬е—фов“µ,20130128,2.9789,
603993.SH,¬е—фов“µ,20130129,3.0258,
603993.SH,¬е—фов“µ,20130130,2.9413,
603993.SH,¬е—фов“µ,20130131,3.2326,
603993.SH,¬е—фов“µ,20130201,3.1668,
603993.SH,¬е—фов“µ,20130204,3.1355,
603993.SH,¬е—фов“µ,20130205,3.1198,
603993.SH,¬е—фов“µ,20130206,3.1668,
603993.SH,¬е—фов“µ,20130207,3.1292,
603993.SH,¬е—фов“µ,20130208,3.1417,
603993.SH,¬е—фов“µ,20130218,3.0666,
603993.SH,¬е—фов“µ,20130219,2.9695,
603993.SH,¬е—фов“µ,20130220,3.0102,
603993.SH,¬е—фов“µ,20130221,2.841,
603993.SH,¬е—фов“µ,20130222,2.863,
603993.SH,¬е—фов“µ,20130225,2.8692,
603993.SH,¬е—фов“µ,20130226,2.7627,
603993.SH,¬е—фов“µ,20130227,2.7941,
603993.SH,¬е—фов“µ,20130228,2.9099,
603993.SH,¬е—фов“µ,20130301,2.8818,
603993.SH,¬е—фов“µ,20130304,2.7189,
603993.SH,¬е—фов“µ,20130305,2.7815,
603993.SH,¬е—фов“µ,20130306,2.8912,
603993.SH,¬е—фов“µ,20130307,2.8536,
603993.SH,¬е—фов“µ,20130308,2.8849,
603993.SH,¬е—фов“µ,20130311,3.1731,
603993.SH,¬е—фов“µ,20130312,3.2232,
603993.SH,¬е—фов“µ,20130313,3.2733,
603993.SH,¬е—фов“µ,20130314,3.1731,
603993.SH,¬е—фов“µ,20130315,3.0854,
603993.SH,¬е—фов“µ,20130318,2.9319,
603993.SH,¬е—фов“µ,20130319,3.0822,
603993.SH,¬е—фов“µ,20130320,3.1323,
603993.SH,¬е—фов“µ,20130321,3.1355,
603993.SH,¬е—фов“µ,20130322,3.2138,
603993.SH,¬е—фов“µ,20130325,3.1386,
603993.SH,¬е—фов“µ,20130326,3.0102,
603993.SH,¬е—фов“µ,20130327,3.0634,
603993.SH,¬е—фов“µ,20130328,2.863,
603993.SH,¬е—фов“µ,20130329,2.8661,
603993.SH,¬е—фов“µ,20130401,2.888,
603993.SH,¬е—фов“µ,20130402,2.7972,
603993.SH,¬е—фов“µ,20130403,2.8128,
603993.SH,¬е—фов“µ,20130408,2.8191,
603993.SH,¬е—фов“µ,20130409,2.8724,
603993.SH,¬е—фов“µ,20130410,2.8442,
603993.SH,¬е—фов“µ,20130411,2.8254,
603993.SH,¬е—фов“µ,20130412,2.7408,
603993.SH,¬е—фов“µ,20130415,2.603,
603993.SH,¬е—фов“µ,20130416,2.6312,
603993.SH,¬е—фов“µ,20130417,2.6186,
603993.SH,¬е—фов“µ,20130418,2.6061,
603993.SH,¬е—фов“µ,20130419,2.7095,
603993.SH,¬е—фов“µ,20130422,2.6844,
603993.SH,¬е—фов“µ,20130423,2.6969,
603993.SH,¬е—фов“µ,20130424,2.769,
603993.SH,¬е—фов“µ,20130425,2.7596,
603993.SH,¬е—фов“µ,20130426,2.6907,
603993.SH,¬е—фов“µ,20130502,2.5685,
603993.SH,¬е—фов“µ,20130503,2.6061,
603993.SH,¬е—фов“µ,20130506,2.6876,
603993.SH,¬е—фов“µ,20130507,2.7251,
603993.SH,¬е—фов“µ,20130508,2.7251,
603993.SH,¬е—фов“µ,20130509,2.7627,
603993.SH,¬е—фов“µ,20130510,2.7659,
603993.SH,¬е—фов“µ,20130513,2.722,
603993.SH,¬е—фов“µ,20130514,2.6312,
603993.SH,¬е—фов“µ,20130515,2.6468,
603993.SH,¬е—фов“µ,20130516,2.6656,
603993.SH,¬е—фов“µ,20130517,2.7189,
603993.SH,¬е—фов“µ,20130520,2.7533,
603993.SH,¬е—фов“µ,20130521,2.8379,
603993.SH,¬е—фов“µ,20130522,2.8097,
603993.SH,¬е—фов“µ,20130523,2.7627,
603993.SH,¬е—фов“µ,20130524,2.863,
603993.SH,¬е—фов“µ,20130527,2.9037,
603993.SH,¬е—фов“µ,20130528,2.9413,
603993.SH,¬е—фов“µ,20130529,2.8912,
603993.SH,¬е—фов“µ,20130530,2.8786,
603993.SH,¬е—фов“µ,20130531,2.8504,
603993.SH,¬е—фов“µ,20130603,2.816,
603993.SH,¬е—фов“µ,20130604,2.7847,
603993.SH,¬е—фов“µ,20130605,2.841,
603993.SH,¬е—фов“µ,20130606,2.7283,
603993.SH,¬е—фов“µ,20130607,2.6437,
603993.SH,¬е—фов“µ,20130613,2.5591,
603993.SH,¬е—фов“µ,20130614,2.6092,
603993.SH,¬е—фов“µ,20130617,2.6562,
603993.SH,¬е—фов“µ,20130618,2.6594,
603993.SH,¬е—фов“µ,20130619,2.6092,
603993.SH,¬е—фов“µ,20130620,2.4933,
603993.SH,¬е—фов“µ,20130621,2.4558,
603993.SH,¬е—фов“µ,20130624,2.2177,
603993.SH,¬е—фов“µ,20130625,2.189,
603993.SH,¬е—фов“µ,20130626,2.2304,
603993.SH,¬е—фов“µ,20130627,2.1253,
603993.SH,¬е—фов“µ,20130628,2.1349,
603993.SH,¬е—фов“µ,20130701,2.1763,
603993.SH,¬е—фов“µ,20130702,2.1858,
603993.SH,¬е—фов“µ,20130703,2.1285,
603993.SH,¬е—фов“µ,20130704,2.3165,
603993.SH,¬е—фов“µ,20130705,2.2623,
603993.SH,¬е—фов“µ,20130708,2.1125,
603993.SH,¬е—фов“µ,20130709,2.1412,
603993.SH,¬е—фов“µ,20130710,2.2719,
603993.SH,¬е—фов“µ,20130711,2.3388,
603993.SH,¬е—фов“µ,20130712,2.3483,
603993.SH,¬е—фов“µ,20130715,2.3515,
603993.SH,¬е—фов“µ,20130716,2.3579,
603993.SH,¬е—фов“µ,20130717,2.2942,
603993.SH,¬е—фов“µ,20130718,2.2559,
603993.SH,¬е—фов“µ,20130719,2.154,
603993.SH,¬е—фов“µ,20130722,2.1954,
603993.SH,¬е—фов“µ,20130723,2.2878,
603993.SH,¬е—фов“µ,20130724,2.2878,
603993.SH,¬е—фов“µ,20130725,2.3228,
603993.SH,¬е—фов“µ,20130726,2.3228,
603993.SH,¬е—фов“µ,20130729,2.3228,
603993.SH,¬е—фов“µ,20130730,2.3228,
603993.SH,¬е—фов“µ,20130731,2.3706,
603993.SH,¬е—фов“µ,20130801,2.3961,
603993.SH,¬е—фов“µ,20130802,2.342,
603993.SH,¬е—фов“µ,20130805,2.3579,
603993.SH,¬е—фов“µ,20130806,2.3675,
603993.SH,¬е—фов“µ,20130807,2.3292,
603993.SH,¬е—фов“µ,20130808,2.3356,
603993.SH,¬е—фов“µ,20130809,2.4153,
603993.SH,¬е—фов“µ,20130812,2.5523,
603993.SH,¬е—фов“µ,20130813,2.514,
603993.SH,¬е—фов“µ,20130814,2.4726,
603993.SH,¬е—фов“µ,20130815,2.4344,
603993.SH,¬е—фов“µ,20130816,2.3898,
603993.SH,¬е—фов“µ,20130819,2.4344,
603993.SH,¬е—фов“µ,20130820,2.3898,
603993.SH,¬е—фов“µ,20130821,2.4089,
603993.SH,¬е—фов“µ,20130822,2.3706,
603993.SH,¬е—фов“µ,20130823,2.3356,
603993.SH,¬е—фов“µ,20130826,2.4089,
603993.SH,¬е—фов“µ,20130827,2.4439,
603993.SH,¬е—фов“µ,20130828,2.5013,
603993.SH,¬е—фов“µ,20130829,2.4694,
603993.SH,¬е—фов“µ,20130830,2.4153,
603993.SH,¬е—фов“µ,20130902,2.4822,
603993.SH,¬е—фов“µ,20130903,2.4885,
603993.SH,¬е—фов“µ,20130904,2.4599,
603993.SH,¬е—фов“µ,20130905,2.5013,
603993.SH,¬е—фов“µ,20130906,2.4662,
603993.SH,¬е—фов“µ,20130909,2.5045,
603993.SH,¬е—фов“µ,20130910,2.53,
603993.SH,¬е—фов“µ,20130911,2.5363,
603993.SH,¬е—фов“µ,20130912,2.5045,
603993.SH,¬е—фов“µ,20130913,2.4694,
603993.SH,¬е—фов“µ,20130916,2.463,
603993.SH,¬е—фов“µ,20130917,2.3706,
603993.SH,¬е—фов“µ,20130918,2.3929,
603993.SH,¬е—фов“µ,20130923,2.4153,
603993.SH,¬е—фов“µ,20130924,2.3579,
603993.SH,¬е—фов“µ,20130925,2.2942,
603993.SH,¬е—фов“µ,20130926,2.2464,
603993.SH,¬е—фов“µ,20130927,2.2559,
603993.SH,¬е—фов“µ,20130930,2.2687,
603993.SH,¬е—фов“µ,20131008,2.3069,
603993.SH,¬е—фов“µ,20131009,2.2623,
603993.SH,¬е—фов“µ,20131010,2.2591,
603993.SH,¬е—фов“µ,20131011,2.2687,
603993.SH,¬е—фов“µ,20131014,2.2655,
603993.SH,¬е—фов“µ,20131015,2.2846,
603993.SH,¬е—фов“µ,20131016,2.205,
603993.SH,¬е—фов“µ,20131017,2.2145,
603993.SH,¬е—фов“µ,20131018,2.1954,
603993.SH,¬е—фов“µ,20131021,2.2145,
603993.SH,¬е—фов“µ,20131022,2.189,
603993.SH,¬е—фов“µ,20131023,2.2145,
603993.SH,¬е—фов“µ,20131024,2.1635,
603993.SH,¬е—фов“µ,20131025,2.0934,
603993.SH,¬е—фов“µ,20131028,2.0902,
603993.SH,¬е—фов“µ,20131029,2.052,
603993.SH,¬е—фов“µ,20131030,2.0807,
603993.SH,¬е—фов“µ,20131031,2.0775,
603993.SH,¬е—фов“µ,20131101,2.0998,
603993.SH,¬е—фов“µ,20131104,2.1094,
603993.SH,¬е—фов“µ,20131105,2.1157,
603993.SH,¬е—фов“µ,20131106,2.0871,
603993.SH,¬е—фов“µ,20131107,2.0711,
603993.SH,¬е—фов“µ,20131108,2.0361,
603993.SH,¬е—фов“µ,20131111,2.0265,
603993.SH,¬е—фов“µ,20131112,2.0552,
603993.SH,¬е—фов“µ,20131113,2.0297,
603993.SH,¬е—фов“µ,20131114,2.0425,
603993.SH,¬е—фов“µ,20131115,2.0902,
603993.SH,¬е—фов“µ,20131118,2.1253,
603993.SH,¬е—фов“µ,20131119,2.1062,
603993.SH,¬е—фов“µ,20131120,2.1412,
603993.SH,¬е—фов“µ,20131121,2.1157,
603993.SH,¬е—фов“µ,20131122,2.1317,
603993.SH,¬е—фов“µ,20131125,2.1253,
603993.SH,¬е—фов“µ,20131126,2.1189,
603993.SH,¬е—фов“µ,20131127,2.1094,
603993.SH,¬е—фов“µ,20131128,2.2304,
603993.SH,¬е—фов“µ,20131129,2.1826,
603993.SH,¬е—фов“µ,20131202,2.1795,
603993.SH,¬е—фов“µ,20131203,2.2081,
603993.SH,¬е—фов“µ,20131204,2.2145,
603993.SH,¬е—фов“µ,20131205,2.1954,
603993.SH,¬е—фов“µ,20131206,2.189,
603993.SH,¬е—фов“µ,20131209,2.1763,
603993.SH,¬е—фов“µ,20131210,2.1667,
603993.SH,¬е—фов“µ,20131211,2.1795,
603993.SH,¬е—фов“µ,20131212,2.1572,
603993.SH,¬е—фов“µ,20131213,2.138,
603993.SH,¬е—фов“µ,20131216,2.0966,
603993.SH,¬е—фов“µ,20131217,2.0648,
603993.SH,¬е—фов“µ,20131218,2.0743,
603993.SH,¬е—фов“µ,20131219,2.0711,
603993.SH,¬е—фов“µ,20131220,2.0233,
603993.SH,¬е—фов“µ,20131223,2.0393,
603993.SH,¬е—фов“µ,20131224,2.0425,
603993.SH,¬е—фов“µ,20131225,2.0393,
603993.SH,¬е—фов“µ,20131226,2.052,
603993.SH,¬е—фов“µ,20131227,2.0584,
603993.SH,¬е—фов“µ,20131230,2.0552,
603993.SH,¬е—фов“µ,20131231,2.0679,
603993.SH,¬е—фов“µ,20140102,2.0265,
603993.SH,¬е—фов“µ,20140103,1.9947,
603993.SH,¬е—фов“µ,20140106,1.9182,
603993.SH,¬е—фов“µ,20140107,1.9182,
603993.SH,¬е—фов“µ,20140108,1.8895,
603993.SH,¬е—фов“µ,20140109,1.8353,
603993.SH,¬е—фов“µ,20140110,1.8322,
603993.SH,¬е—фов“µ,20140113,1.8959,
603993.SH,¬е—фов“µ,20140114,1.8991,
603993.SH,¬е—фов“µ,20140115,1.8672,
603993.SH,¬е—фов“µ,20140116,1.9054,
603993.SH,¬е—фов“µ,20140117,1.8608,
603993.SH,¬е—фов“µ,20140120,1.8258,
603993.SH,¬е—фов“µ,20140121,1.8545,
603993.SH,¬е—фов“µ,20140122,1.8991,
603993.SH,¬е—фов“µ,20140123,1.8863,
603993.SH,¬е—фов“µ,20140124,1.9214,
603993.SH,¬е—фов“µ,20140127,1.8991,
603993.SH,¬е—фов“µ,20140128,1.9023,
603993.SH,¬е—фов“µ,20140129,1.9054,
603993.SH,¬е—фов“µ,20140130,1.8768,
603993.SH,¬е—фов“µ,20140207,1.8895,
603993.SH,¬е—фов“µ,20140210,1.9437,
603993.SH,¬е—фов“µ,20140211,1.9469,
603993.SH,¬е—фов“µ,20140212,1.95,
603993.SH,¬е—фов“µ,20140213,1.9373,
603993.SH,¬е—фов“µ,20140214,1.9628,
603993.SH,¬е—фов“µ,20140217,1.9787,
603993.SH,¬е—фов“µ,20140218,1.95,
603993.SH,¬е—фов“µ,20140219,1.95,
603993.SH,¬е—фов“µ,20140220,1.9341,
603993.SH,¬е—фов“µ,20140221,1.9246,
603993.SH,¬е—фов“µ,20140224,1.8704,
603993.SH,¬е—фов“µ,20140225,1.7939,
603993.SH,¬е—фов“µ,20140226,1.8385,
603993.SH,¬е—фов“µ,20140227,1.7907,
603993.SH,¬е—фов“µ,20140228,1.829,
603993.SH,¬е—фов“µ,20140303,1.8959,
603993.SH,¬е—фов“µ,20140304,1.8863,
603993.SH,¬е—фов“µ,20140305,1.8576,
603993.SH,¬е—фов“µ,20140306,1.8417,
603993.SH,¬е—фов“µ,20140307,1.8545,
603993.SH,¬е—фов“µ,20140310,1.7525,
603993.SH,¬е—фов“µ,20140311,1.7397,
603993.SH,¬е—фов“µ,20140312,1.7844,
603993.SH,¬е—фов“µ,20140313,1.7812,
603993.SH,¬е—фов“µ,20140314,1.7844,
603993.SH,¬е—фов“µ,20140317,1.8003,
603993.SH,¬е—фов“µ,20140318,1.7748,
603993.SH,¬е—фов“µ,20140319,1.7621,
603993.SH,¬е—фов“µ,20140320,1.7334,
603993.SH,¬е—фов“µ,20140321,1.7812,
603993.SH,¬е—фов“µ,20140324,1.7939,
603993.SH,¬е—фов“µ,20140325,1.8067,
603993.SH,¬е—фов“µ,20140326,1.8098,
603993.SH,¬е—фов“µ,20140327,1.7875,
603993.SH,¬е—фов“µ,20140328,1.7684,
603993.SH,¬е—фов“µ,20140331,1.7716,
603993.SH,¬е—фов“µ,20140401,1.7844,
603993.SH,¬е—фов“µ,20140402,1.7971,
603993.SH,¬е—фов“µ,20140403,1.7716,
603993.SH,¬е—фов“µ,20140404,1.8035,
603993.SH,¬е—фов“µ,20140408,1.8226,
603993.SH,¬е—фов“µ,20140409,1.8194,
603993.SH,¬е—фов“µ,20140410,1.8353,
603993.SH,¬е—фов“µ,20140411,1.8035,
603993.SH,¬е—фов“µ,20140414,1.8162,
603993.SH,¬е—фов“µ,20140415,1.8162,
603993.SH,¬е—фов“µ,20140416,1.8035,
603993.SH,¬е—фов“µ,20140417,1.7844,
603993.SH,¬е—фов“µ,20140418,1.778,
603993.SH,¬е—фов“µ,20140421,1.7589,
603993.SH,¬е—фов“µ,20140422,1.7366,
603993.SH,¬е—фов“µ,20140423,1.7493,
603993.SH,¬е—фов“µ,20140424,1.7493,
603993.SH,¬е—фов“µ,20140425,1.7493,
603993.SH,¬е—фов“µ,20140428,1.7525,
603993.SH,¬е—фов“µ,20140429,1.727,
603993.SH,¬е—фов“µ,20140430,1.7557,
603993.SH,¬е—фов“µ,20140505,1.8162,
603993.SH,¬е—фов“µ,20140506,1.8035,
603993.SH,¬е—фов“µ,20140507,1.8322,
603993.SH,¬е—фов“µ,20140508,1.8863,
603993.SH,¬е—фов“µ,20140509,2.0743,
603993.SH,¬е—фов“µ,20140512,2.2814,
603993.SH,¬е—фов“µ,20140513,2.2814,
603993.SH,¬е—фов“µ,20140514,2.1572,
603993.SH,¬е—фов“µ,20140515,2.0297,
603993.SH,¬е—фов“µ,20140516,2.0393,
603993.SH,¬е—фов“µ,20140519,2.0138,
603993.SH,¬е—фов“µ,20140520,1.9628,
603993.SH,¬е—фов“µ,20140521,1.9915,
603993.SH,¬е—фов“µ,20140522,1.9654,
603993.SH,¬е—фов“µ,20140523,1.9849,
603993.SH,¬е—фов“µ,20140526,2.0208,
603993.SH,¬е—фов“µ,20140527,1.9784,
603993.SH,¬е—фов“µ,20140528,1.9849,
603993.SH,¬е—фов“µ,20140529,1.9654,
603993.SH,¬е—фов“µ,20140530,2.0501,
603993.SH,¬е—фов“µ,20140603,2.0892,
603993.SH,¬е—фов“µ,20140604,1.9817,
