股票代码,股票简称
601857.SH,中国石油
600280.SH,中央商场
603011.SH,合锻智能
002606.SZ,大连电瓷
300171.SZ,东富龙
002666.SZ,德联集团
002065.SZ,东华软件
000153.SZ,丰原药业
002115.SZ,三维通信
002797.SZ,第一创业
600110.SH,诺德股份
600978.SH,宜华生活
601028.SH,玉龙股份
000906.SZ,浙商中拓
002321.SZ,华英农业
600483.SH,福能股份
002598.SZ,山东章鼓
600865.SH,百大集团
601225.SH,陕西煤业
000686.SZ,东北证券
600288.SH,大恒科技
600356.SH,恒丰纸业
000983.SZ,西山煤电
002740.SZ,爱迪尔
300030.SZ,阳普医疗
300329.SZ,海伦钢琴
002104.SZ,恒宝股份
601222.SH,林洋能源
002482.SZ,广田集团
600961.SH,株冶集团
000851.SZ,高鸿股份
002216.SZ,三全食品
600616.SH,金枫酒业
600723.SH,首商股份
002148.SZ,北纬科技
300213.SZ,佳讯飞鸿
000852.SZ,石化机械
300167.SZ,迪威迅
603323.SH,吴江银行
002600.SZ,领益智造
300218.SZ,安利股份
600168.SH,武汉控股
000731.SZ,四川美丰
300265.SZ,通光线缆
600096.SH,云天化
600319.SH,亚星化学
002349.SZ,精华制药
600095.SH,哈高科
600351.SH,亚宝药业
600746.SH,江苏索普
600917.SH,重庆燃气
002484.SZ,江海股份
002822.SZ,中装建设
601939.SH,建设银行
002106.SZ,莱宝高科
002207.SZ,*ST准油
300261.SZ,雅本化学
300262.SZ,巴安水务
300419.SZ,浩丰科技
000807.SZ,云铝股份
000969.SZ,安泰科技
000995.SZ,皇台酒业
002300.SZ,太阳电缆
002553.SZ,南方轴承
601369.SH,陕鼓动力
000810.SZ,创维数字
002551.SZ,尚荣医疗
002651.SZ,利君股份
300299.SZ,富春股份
600198.SH,大唐电信
002473.SZ,*ST圣莱
002632.SZ,道明光学
600775.SH,南京熊猫
603528.SH,多伦科技
002178.SZ,延华智能
300102.SZ,乾照光电
600879.SH,航天电子
002639.SZ,雪人股份
300029.SZ,天龙光电
300333.SZ,兆日科技
600418.SH,江淮汽车
600573.SH,惠泉啤酒
600831.SH,广电网络
000417.SZ,合肥百货
000967.SZ,盈峰环境
600526.SH,菲达环保
601390.SH,中国中铁
603015.SH,弘讯科技
002276.SZ,万马股份
300107.SZ,建新股份
600731.SH,湖南海利
002431.SZ,棕榈股份
300094.SZ,国联水产
000917.SZ,电广传媒
000978.SZ,桂林旅游
002017.SZ,东信和平
300040.SZ,九洲电气
600814.SH,杭州解百
601177.SH,杭齿前进
000413.SZ,东旭光电
000822.SZ,山东海化
002215.SZ,诺普信
002616.SZ,长青集团
300192.SZ,科斯伍德
300368.SZ,汇金股份
603030.SH,全筑股份
000806.SZ,银河生物
002175.SZ,东方网络
002480.SZ,新筑股份
002182.SZ,云海金属
600090.SH,同济堂
600325.SH,华发股份
600365.SH,通葡股份
601015.SH,陕西黑猫
000713.SZ,丰乐种业
002284.SZ,亚太股份
002340.SZ,格林美
002494.SZ,华斯股份
002531.SZ,天顺风能
600303.SH,曙光股份
000158.SZ,常山北明
000911.SZ,南宁糖业
002164.SZ,宁波东力
600189.SH,吉林森工
000523.SZ,广州浪奇
600919.SH,江苏银行
000671.SZ,阳光城
000705.SZ,浙江震元
000012.SZ,南玻A
000061.SZ,农产品
000554.SZ,泰山石油
000876.SZ,新希望
000892.SZ,欢瑞世纪
000933.SZ,神火股份
600297.SH,广汇汽车
600606.SH,绿地控股
002425.SZ,凯撒文化
300162.SZ,雷曼股份
300215.SZ,电科院
601139.SH,深圳燃气
000729.SZ,燕京啤酒
300132.SZ,青松股份
600421.SH,ST仰帆
600712.SH,南宁百货
000611.SZ,天首发展
000936.SZ,华西股份
300058.SZ,蓝色光标
600348.SH,阳泉煤业
600667.SH,太极实业
603023.SH,威帝股份
300591.SZ,万里马
600073.SH,上海梅林
601928.SH,凤凰传媒
000037.SZ,深南电A
000612.SZ,焦作万方
002185.SZ,华天科技
002224.SZ,三力士
002571.SZ,*ST德力
603166.SH,福达股份
002388.SZ,新亚制程
601117.SH,中国化学
002381.SZ,双箭股份
002542.SZ,中化岩土
600247.SH,ST成城
600500.SH,中化国际
000006.SZ,深振业A
300083.SZ,劲胜智能
300193.SZ,佳士科技
000922.SZ,*ST佳电
002377.SZ,国创高新
002500.SZ,山西证券
603128.SH,华贸物流
002073.SZ,软控股份
002502.SZ,骅威文化
600094.SH,大名城
000055.SZ,方大集团
000066.SZ,中国长城
000783.SZ,长江证券
002243.SZ,通产丽星
002220.SZ,天宝食品
002540.SZ,亚太科技
300267.SZ,尔康制药
600115.SH,东方航空
600292.SH,远达环保
600820.SH,隧道股份
000008.SZ,神州高铁
002244.SZ,滨江集团
603123.SH,翠微股份
000561.SZ,烽火电子
000565.SZ,渝三峡A
002588.SZ,史丹利
601011.SH,宝泰隆
002330.SZ,得利斯
300376.SZ,易事特
600493.SH,凤竹纺织
600908.SH,无锡银行
000088.SZ,盐田港
002683.SZ,宏大爆破
000030.SZ,富奥股份
000932.SZ,华菱钢铁
300420.SZ,五洋停车
600018.SH,上港集团
000835.SZ,长城动漫
002026.SZ,山东威达
300092.SZ,科新机电
300307.SZ,慈星股份
600251.SH,冠农股份
600886.SH,国投电力
000551.SZ,创元科技
002363.SZ,隆基机械
000587.SZ,金洲慈航
002079.SZ,苏州固锝
300320.SZ,海达股份
300206.SZ,理邦仪器
603169.SH,兰石重装
600858.SH,银座股份
600959.SH,江苏有线
601038.SH,一拖股份
002652.SZ,扬子新材
002615.SZ,哈尔斯
600698.SH,湖南天雁
601169.SH,北京银行
603999.SH,读者传媒
000788.SZ,北大医药
000601.SZ,韶能股份
600830.SH,香溢融通
601999.SH,出版传媒
000811.SZ,冰轮环境
000839.SZ,中信国安
002807.SZ,江阴银行
600238.SH,海南椰岛
600603.SH,广汇物流
600693.SH,东百集团
600802.SH,福建水泥
603300.SH,华铁科技
300249.SZ,依米康
002096.SZ,南岭民爆
002438.SZ,江苏神通
603778.SH,乾景园林
601969.SH,海南矿业
603118.SH,共进股份
000918.SZ,嘉凯城
002097.SZ,山河智能
002267.SZ,陕天然气
002453.SZ,天马精化
300172.SZ,中电环保
300319.SZ,麦捷科技
600602.SH,云赛智联
600909.SH,华安证券
601958.SH,金钼股份
600075.SH,新疆天业
600011.SH,华能国际
600359.SH,新农开发
000619.SZ,海螺型材
600572.SH,康恩贝
601128.SH,常熟银行
002183.SZ,怡亚通
002274.SZ,华昌化工
300008.SZ,天海防务
600770.SH,综艺股份
300151.SZ,昌红科技
601669.SH,中国电建
300095.SZ,华伍股份
600652.SH,游久游戏
603618.SH,杭电股份
000886.SZ,海南高速
300305.SZ,裕兴股份
600327.SH,大东方
002152.SZ,广电运通
300350.SZ,华鹏飞
002386.SZ,天原集团
300088.SZ,长信科技
600531.SH,豫光金铅
000531.SZ,穗恒运A
600710.SH,ST常林
002574.SZ,明牌珠宝
600028.SH,中国石化
600293.SH,三峡新材
601985.SH,中国核电
000702.SZ,正虹科技
002012.SZ,凯恩股份
002509.SZ,天广中茂
600358.SH,国旅联合
600617.SH,国新能源
601101.SH,昊华能源
601168.SH,西部矿业
002629.SZ,仁智股份
600821.SH,津劝业
600889.SH,南京化纤
300021.SZ,大禹节水
300160.SZ,秀强股份
600552.SH,凯盛科技
000016.SZ,深康佳A
000791.SZ,甘肃电投
603012.SH,创力集团
600708.SH,光明地产
002011.SZ,盾安环境
002404.SZ,嘉欣丝绸
002467.SZ,二六三
600736.SH,苏州高新
600988.SH,赤峰黄金
000961.SZ,中南建设
002171.SZ,楚江新材
300131.SZ,英唐智控
601126.SH,四方股份
002054.SZ,德美化工
002687.SZ,乔治白
300256.SZ,星星科技
600400.SH,红豆股份
002280.SZ,联络互动
300175.SZ,朗源股份
600178.SH,东安动力
600287.SH,江苏舜天
600767.SH,*ST运盛
300242.SZ,明家联合
600757.SH,长江传媒
601998.SH,中信银行
000155.SZ,川化股份
300099.SZ,精准信息
002188.SZ,ST巴士
002406.SZ,远东传动
002585.SZ,双星新材
300148.SZ,天舟文化
600604.SH,市北高新
601158.SH,重庆水务
000600.SZ,建投能源
600984.SH,建设机械
000608.SZ,阳光股份
002587.SZ,奥拓电子
300002.SZ,神州泰岳
000955.SZ,欣龙控股
600828.SH,茂业商业
002004.SZ,华邦健康
600152.SH,维科精华
600502.SH,安徽水利
300181.SZ,佐力药业
300157.SZ,恒泰艾普
601377.SH,兴业证券
002360.SZ,同德化工
002109.SZ,兴化股份
002214.SZ,大立科技
002375.SZ,亚厦股份
002567.SZ,唐人神
002688.SZ,金河生物
300164.SZ,通源石油
600212.SH,江泉实业
002318.SZ,久立特材
000510.SZ,金路集团
300315.SZ,掌趣科技
600199.SH,金种子酒
002261.SZ,拓维信息
300106.SZ,西部牧业
000514.SZ,渝开发
000782.SZ,美达股份
000893.SZ,东凌国际
002556.SZ,辉隆股份
002665.SZ,首航节能
600626.SH,申达股份
600680.SH,*ST上普
600704.SH,物产中大
002255.SZ,海陆重工
002296.SZ,辉煌科技
000931.SZ,中关村
600218.SH,全柴动力
601212.SH,白银有色
002002.SZ,鸿达兴业
002303.SZ,美盈森
600891.SH,秋林集团
002476.SZ,宝莫股份
600232.SH,金鹰股份
601328.SH,交通银行
000058.SZ,深赛格
002135.SZ,东南网架
600497.SH,驰宏锌锗
603766.SH,隆鑫通用
000801.SZ,四川九洲
600510.SH,黑牡丹
600796.SH,钱江生化
000868.SZ,安凯客车
002628.SZ,成都路桥
600301.SH,ST南化
000529.SZ,广弘控股
600791.SH,京能置业
002328.SZ,新朋股份
300039.SZ,上海凯宝
600505.SH,西昌电力
002703.SZ,浙江世宝
002249.SZ,大洋电机
600583.SH,海油工程
002397.SZ,梦洁股份
002549.SZ,凯美特气
300082.SZ,奥克股份
600800.SH,天津磁卡
300255.SZ,常山药业
600243.SH,青海华鼎
600355.SH,精伦电子
600732.SH,ST新梅
601599.SH,鹿港文化
300110.SZ,华仁药业
600468.SH,百利电气
601398.SH,工商银行
300304.SZ,云意电气
600860.SH,*ST京城
600983.SH,惠而浦
000548.SZ,湖南投资
002323.SZ,雅百特
600098.SH,广州发展
600461.SH,洪城水业
600624.SH,复旦复华
000755.SZ,*ST三维
002226.SZ,江南化工
002291.SZ,星期六
002523.SZ,天桥起重
300165.SZ,天瑞仪器
600550.SH,保变电气
601949.SH,中国出版
002654.SZ,万润科技
601717.SH,郑煤机
000679.SZ,大连友谊
300211.SZ,亿通科技
002329.SZ,皇氏集团
600217.SH,中再资环
000833.SZ,贵糖股份
002006.SZ,精功科技
002519.SZ,银河电子
000301.SZ,东方市场
000498.SZ,山东路桥
600864.SH,哈投股份
600939.SH,重庆建工
000678.SZ,襄阳轴承
600576.SH,祥源文化
600688.SH,上海石化
600126.SH,杭钢股份
002089.SZ,新海宜
603333.SH,明星电缆
000620.SZ,新华联
002344.SZ,海宁皮城
300139.SZ,晓程科技
600395.SH,盘江股份
600429.SH,三元股份
600758.SH,红阳能源
601919.SH,中远海控
600131.SH,岷江水电
600975.SH,新五丰
600981.SH,汇鸿集团
601375.SH,中原证券
300084.SZ,海默科技
601901.SH,方正证券
600308.SH,华泰股份
600235.SH,民丰特纸
600322.SH,天房发展
601727.SH,上海电气
600405.SH,动力源
600662.SH,强生控股
002015.SZ,霞客环保
002084.SZ,海鸥住工
002514.SZ,宝馨科技
300179.SZ,四方达
600143.SH,金发科技
601777.SH,力帆股份
000018.SZ,神州长城
000717.SZ,韶钢松山
300018.SZ,中元股份
300169.SZ,天晟新材
600730.SH,中国高科
000078.SZ,海王生物
600776.SH,东方通信
600268.SH,国电南自
600684.SH,珠江实业
300264.SZ,佳创视讯
002550.SZ,千红制药
000518.SZ,四环生物
002492.SZ,恒基达鑫
600227.SH,赤天化
000009.SZ,中国宝安
002385.SZ,大北农
300126.SZ,锐奇股份
600676.SH,交运股份
000898.SZ,鞍钢股份
600936.SH,广西广电
000739.SZ,普洛药业
002671.SZ,龙泉股份
002676.SZ,顺威股份
300154.SZ,瑞凌股份
000599.SZ,青岛双星
600644.SH,乐山电力
600722.SH,金牛化工
000409.SZ,山东地矿
600139.SH,西部资源
600963.SH,岳阳林纸
000407.SZ,胜利股份
002314.SZ,南山控股
600439.SH,瑞贝卡
300201.SZ,海伦哲
600192.SH,长城电工
002141.SZ,贤丰控股
000691.SZ,亚太实业
000758.SZ,中色股份
600302.SH,标准股份
600538.SH,国发股份
600236.SH,桂冠电力
600350.SH,山东高速
300035.SZ,中科电气
600748.SH,上实发展
603366.SH,日出东方
000027.SZ,深圳能源
002160.SZ,常铝股份
300080.SZ,易成新能
600082.SH,海泰发展
600279.SH,重庆港九
600509.SH,天富能源
600353.SH,旭光股份
002697.SZ,红旗连锁
600642.SH,申能股份
002105.SZ,信隆健康
002211.SZ,宏达新材
600067.SH,冠城大通
601890.SH,亚星锚链
600151.SH,航天机电
002526.SZ,山东矿机
600130.SH,波导股份
600896.SH,览海投资
000795.SZ,英洛华
002067.SZ,景兴纸业
600050.SH,中国联通
600888.SH,新疆众和
000655.SZ,金岭矿业
001696.SZ,宗申动力
300129.SZ,泰胜风能
600556.SH,ST慧球
600683.SH,京投发展
000632.SZ,三木集团
002083.SZ,孚日股份
600478.SH,科力远
300062.SZ,中能电气
601118.SH,海南橡胶
000416.SZ,民生控股
600869.SH,智慧能源
601003.SH,柳钢股份
002533.SZ,金杯电工
600825.SH,新华传媒
600844.SH,丹化科技
600966.SH,博汇纸业
002452.SZ,长高集团
000017.SZ,深中华A
000419.SZ,通程控股
600249.SH,两面针
600310.SH,桂东电力
000404.SZ,华意压缩
002701.SZ,奥瑞金
600023.SH,浙能电力
601636.SH,旗滨集团
600719.SH,大连热电
600503.SH,华丽家族
601718.SH,际华集团
000698.SZ,沈阳化工
000637.SZ,茂化实华
000725.SZ,京东方A
000825.SZ,太钢不锈
600277.SH,亿利洁能
600517.SH,置信电气
600782.SH,新钢股份
002516.SZ,旷达科技
600713.SH,南京医药
600929.SH,湖南盐业
002130.SZ,沃尔核材
002565.SZ,顺灏股份
600333.SH,长春燃气
600805.SH,悦达投资
000928.SZ,中钢国际
300239.SZ,东宝生物
600589.SH,广东榕泰
002170.SZ,芭田股份
002195.SZ,二三四五
300117.SZ,嘉寓股份
600705.SH,中航资本
600790.SH,轻纺城
601208.SH,东材科技
601339.SH,百隆东方
000965.SZ,天保基建
002702.SZ,海欣食品
300194.SZ,福安药业
300332.SZ,天壕环境
600105.SH,永鼎股份
600337.SH,美克家居
600415.SH,小商品城
002708.SZ,光洋股份
601228.SH,广州港
002342.SZ,巨力索具
600997.SH,开滦股份
002469.SZ,三维工程
300263.SZ,隆华节能
600026.SH,中远海能
000837.SZ,秦川机床
600185.SH,格力地产
601700.SH,风范股份
000908.SZ,景峰医药
002172.SZ,澳洋科技
002539.SZ,云图控股
002634.SZ,棒杰股份
601018.SH,宁波港
600462.SH,九有股份
000421.SZ,南京公用
600769.SH,祥龙电业
300155.SZ,安居宝
600368.SH,五洲交通
600675.SH,中华企业
000721.SZ,西安饮食
601326.SH,秦港股份
002436.SZ,兴森科技
600121.SH,*ST郑煤
000656.SZ,金科股份
600696.SH,ST匹凸
601001.SH,大同煤业
002099.SZ,海翔药业
300105.SZ,龙源技术
600470.SH,六国化工
600495.SH,晋西车轴
600664.SH,哈药股份
600873.SH,梅花生物
002570.SZ,贝因美
300214.SZ,日科化学
300318.SZ,博晖创新
600530.SH,交大昂立
002145.SZ,中核钛白
300210.SZ,森远股份
600248.SH,延长化建
600558.SH,大西洋
601666.SH,平煤股份
601989.SH,中国重工
002693.SZ,双成药业
002510.SZ,天汽模
300006.SZ,莱美药业
600819.SH,耀皮玻璃
000670.SZ,盈方微
002638.SZ,勤上股份
600008.SH,首创股份
601898.SH,中煤能源
600281.SH,太化股份
300043.SZ,星辉娱乐
600657.SH,信达地产
000973.SZ,佛塑科技
002165.SZ,红宝丽
000607.SZ,华媒控股
002288.SZ,超华科技
300025.SZ,华星创业
002087.SZ,新野纺织
300247.SZ,乐金健康
600311.SH,荣华实业
000838.SZ,财信发展
000937.SZ,冀中能源
000716.SZ,黑芝麻
000723.SZ,美锦能源
000570.SZ,苏常柴A
002206.SZ,海利得
600609.SH,金杯汽车
600375.SH,华菱星马
000530.SZ,大冷股份
600320.SH,振华重工
000650.SZ,仁和药业
600716.SH,凤凰股份
601199.SH,江南水务
000166.SZ,申万宏源
000899.SZ,赣能股份
300150.SZ,世纪瑞尔
300292.SZ,吴通控股
600173.SH,卧龙地产
603002.SH,宏昌电子
002277.SZ,友阿股份
002421.SZ,达实智能
002426.SZ,胜利精密
000700.SZ,模塑科技
002283.SZ,天润曲轴
601600.SH,中国铝业
600006.SH,东风汽车
600187.SH,国中水务
600269.SH,赣粤高速
600635.SH,大众公用
600823.SH,世茂股份
000598.SZ,兴蓉环境
000780.SZ,*ST平能
002064.SZ,华峰氨纶
002447.SZ,晨鑫科技
002337.SZ,赛象科技
002347.SZ,泰尔股份
601908.SH,京运通
002478.SZ,常宝股份
600611.SH,大众交通
000778.SZ,新兴铸管
001896.SZ,豫能控股
300005.SZ,探路者
300063.SZ,天龙集团
600386.SH,北巴传媒
600361.SH,华联综超
600469.SH,风神股份
600778.SH,友好集团
002272.SZ,川润股份
600836.SH,界龙实业
000543.SZ,皖能电力
002076.SZ,雪莱特
002361.SZ,神剑股份
300283.SZ,温州宏丰
300345.SZ,红宇新材
600527.SH,江南高纤
601226.SH,华电重工
600020.SH,中原高速
601992.SH,金隅集团
002503.SZ,搜于特
300022.SZ,吉峰农机
603227.SH,雪峰科技
002483.SZ,润邦股份
002689.SZ,远大智能
000959.SZ,首钢股份
600854.SH,春兰股份
000863.SZ,三湘印象
600428.SH,中远海特
000573.SZ,粤宏远A
601333.SH,广深铁路
002169.SZ,智光电气
600979.SH,广安爱众
000591.SZ,太阳能
002400.SZ,省广股份
300012.SZ,华测检测
300163.SZ,先锋新材
002102.SZ,冠福股份
300076.SZ,GQY视讯
600091.SH,ST明科
600208.SH,新湖中宝
600210.SH,紫江企业
601899.SH,紫金矿业
601968.SH,宝钢包装
000760.SZ,斯太尔
002177.SZ,御银股份
600488.SH,天药股份
601000.SH,唐山港
002496.SZ,辉丰股份
000571.SZ,新大洲A
002157.SZ,正邦科技
000836.SZ,鑫茂科技
002062.SZ,宏润建设
002379.SZ,宏创控股
600222.SH,太龙药业
600853.SH,龙建股份
002225.SZ,濮耐股份
600567.SH,山鹰纸业
600811.SH,东方集团
000539.SZ,粤电力A
600117.SH,西宁特钢
600881.SH,亚泰集团
000751.SZ,锌业股份
002528.SZ,英飞拓
600156.SH,华升股份
000159.SZ,国际实业
000652.SZ,泰达股份
002546.SZ,新联电子
600193.SH,创兴资源
600610.SH,中毅达
000557.SZ,西部创业
600078.SH,澄星股份
002506.SZ,协鑫集成
600868.SH,梅雁吉祥
600973.SH,宝胜股份
000010.SZ,美丽生态
002374.SZ,丽鹏股份
600261.SH,阳光照明
600275.SH,*ST昌鱼
600403.SH,*ST大有
600546.SH,山煤国际
002490.SZ,*ST墨龙
000883.SZ,湖北能源
002266.SZ,浙富控股
002325.SZ,洪涛股份
600175.SH,美都能源
600336.SH,澳柯玛
002486.SZ,嘉麟杰
600812.SH,华北制药
600824.SH,益民集团
002052.SZ,同洲电子
002069.SZ,獐子岛
002663.SZ,普邦股份
000682.SZ,东方电子
002420.SZ,毅昌股份
600239.SH,云南城投
600433.SH,冠豪高新
000068.SZ,华控赛格
600237.SH,铜峰电子
000761.SZ,本钢板材
002162.SZ,悦心健康
600448.SH,华纺股份
600540.SH,*ST新赛
000958.SZ,东方能源
601996.SH,丰林集团
000720.SZ,新能泰山
000750.SZ,国海证券
002487.SZ,大金重工
000545.SZ,金浦钛业
000558.SZ,莱茵体育
600035.SH,楚天高速
600112.SH,*ST天成
600369.SH,西南证券
000595.SZ,*ST宝实
002181.SZ,粤传媒
601588.SH,北辰实业
000157.SZ,中联重科
000592.SZ,平潭发展
002070.SZ,*ST众和
002489.SZ,浙江永强
002133.SZ,广宇集团
002392.SZ,北京利尔
600282.SH,南钢股份
600577.SH,精达股份
000622.SZ,恒立实业
000680.SZ,山推股份
002463.SZ,沪电股份
600582.SH,天地科技
002535.SZ,林州重机
600127.SH,金健米业
601818.SH,光大银行
000850.SZ,华茂股份
002348.SZ,高乐股份
300028.SZ,金亚科技
600300.SH,维维股份
600331.SH,宏达股份
000521.SZ,美菱电器
601008.SH,连云港
600246.SH,万通地产
600339.SH,中油工程
600533.SH,栖霞建设
300066.SZ,三川智慧
300352.SZ,北信源
000589.SZ,黔轮胎A
000927.SZ,一汽夏利
002641.SZ,永高股份
600537.SH,亿晶光电
601988.SH,中国银行
002481.SZ,双塔食品
002228.SZ,合兴包装
600595.SH,中孚实业
600555.SH,海航创新
601179.SH,中国西电
300152.SZ,科融环境
600665.SH,天地源
600780.SH,通宝能源
002204.SZ,大连重工
600252.SH,中恒集团
600586.SH,金晶科技
601107.SH,四川成渝
000631.SZ,顺发恒业
600163.SH,中闽能源
600106.SH,重庆路桥
000718.SZ,苏宁环球
000972.SZ,*ST中基
000425.SZ,徐工机械
000707.SZ,双环科技
000536.SZ,华映科技
000692.SZ,惠天热电
600225.SH,*ST松江
600759.SH,洲际油气
601288.SH,农业银行
601789.SH,宁波建工
600481.SH,双良节能
000563.SZ,陕国投A
002554.SZ,惠博普
300026.SZ,红日药业
601188.SH,龙江交通
600569.SH,安阳钢铁
000517.SZ,荣安地产
000737.SZ,*ST南风
600815.SH,*ST厦工
601618.SH,中国中冶
000509.SZ,华塑控股
000572.SZ,海马汽车
601519.SH,*ST智慧
600982.SH,宁波热电
002218.SZ,拓日新能
600565.SH,迪马股份
000949.SZ,新乡化纤
600170.SH,上海建工
600231.SH,凌钢股份
002593.SZ,日上集团
600575.SH,皖江物流
600792.SH,云煤能源
000862.SZ,银星能源
002305.SZ,南国置业
600025.SH,华能水电
600108.SH,亚盛集团
600190.SH,锦州港
002477.SZ,雏鹰农牧
002021.SZ,中捷资源
601872.SH,招商轮船
000005.SZ,世纪星源
000659.SZ,*ST中富
002471.SZ,中超控股
600039.SH,四川路桥
601991.SH,大唐发电
600313.SH,农发种业
000428.SZ,华天酒店
000859.SZ,国风塑业
600027.SH,华电国际
600017.SH,日照港
600425.SH,*ST青松
300370.SZ,安控科技
600103.SH,青山纸业
600223.SH,鲁商置业
000816.SZ,智慧农业
002132.SZ,恒星科技
300189.SZ,神农基因
600052.SH,浙江广厦
600289.SH,ST信通
000709.SZ,河钢股份
300079.SZ,数码科技
600033.SH,福建高速
600808.SH,马钢股份
601010.SH,文峰股份
000552.SZ,靖远煤电
002239.SZ,奥特佳
000100.SZ,TCL集团
002306.SZ,*ST云网
600496.SH,精工钢构
000966.SZ,长源电力
601388.SH,怡球资源
601616.SH,广电电气
601106.SH,*ST一重
002060.SZ,粤水电
002495.SZ,佳隆股份
600691.SH,阳煤化工
601608.SH,中信重工
600578.SH,京能电力
600724.SH,宁波富达
300135.SZ,宝利国际
600159.SH,大龙地产
600744.SH,华银电力
600743.SH,华远地产
000753.SZ,漳州发展
300048.SZ,合康新能
600077.SH,宋都股份
000809.SZ,*ST新城
600321.SH,正源股份
000520.SZ,长航凤凰
000875.SZ,吉电股份
601518.SH,吉林高速
000585.SZ,东北电气
600063.SH,皖维高新
000882.SZ,华联股份
002504.SZ,*ST弘高
600219.SH,南山铝业
601918.SH,新集能源
000897.SZ,津滨发展
002429.SZ,兆驰股份
000677.SZ,恒天海龙
300111.SZ,向日葵
000903.SZ,云内动力
002613.SZ,北玻股份
601218.SH,吉鑫科技
000422.SZ,湖北宜化
600839.SH,四川长虹
600162.SH,香江控股
300303.SZ,聚飞光电
600370.SH,三房巷
000982.SZ,*ST中绒
600601.SH,方正科技
601016.SH,节能风电
601058.SH,赛轮金宇
601866.SH,中远海发
002498.SZ,汉缆股份
600795.SH,国电电力
002154.SZ,报喜鸟
600654.SH,*ST中安
600317.SH,营口港
600169.SH,太原重工
600726.SH,华电能源
000667.SZ,美好置业
000861.SZ,海印股份
600725.SH,ST云维
601099.SH,太平洋
002131.SZ,利欧股份
002269.SZ,美邦服饰
000420.SZ,吉林化纤
300217.SZ,东方电热
600467.SH,好当家
000767.SZ,漳泽电力
601929.SH,吉视传媒
600397.SH,安源煤业
600220.SH,江苏阳光
600863.SH,内蒙华电
000683.SZ,远兴能源
002505.SZ,大康农业
600396.SH,金山股份
002031.SZ,巨轮智能
000630.SZ,铜陵有色
600166.SH,福田汽车
601880.SH,大连港
600307.SH,酒钢宏兴
600186.SH,莲花健康
000727.SZ,华东科技
600408.SH,安泰集团
002610.SZ,爱康科技
601005.SH,重庆钢铁
601258.SH,庞大集团
600871.SH,石化油服
300185.SZ,通裕重工
600010.SH,包钢股份
600653.SH,申华控股
603077.SH,和邦生物
600022.SH,山东钢铁
600074.SH,ST保千里
600747.SH,*ST大控
000979.SZ,中弘股份
601558.SH,*ST锐电
000019.SZ,深深宝A
000022.SZ,深赤湾A
000029.SZ,深深房A
000031.SZ,中粮地产
000034.SZ,神州数码
000035.SZ,中国天楹
000038.SZ,深大通
000046.SZ,泛海控股
000056.SZ,皇庭国际
000156.SZ,华数传媒
000415.SZ,渤海金控
000506.SZ,中润资源
000511.SZ,*ST烯碳
000516.SZ,国际医学
000526.SZ,*ST紫学
000533.SZ,万家乐
000534.SZ,万泽股份
000540.SZ,中天金融
000547.SZ,航天发展
000564.SZ,供销大集
000566.SZ,海南海药
000593.SZ,大通燃气
000606.SZ,神州易桥
000616.SZ,海航投资
000629.SZ,*ST钒钛
000666.SZ,经纬纺机
000703.SZ,恒逸石化
000711.SZ,京蓝科技
000757.SZ,浩物股份
000766.SZ,通化金马
000779.SZ,三毛派神
000793.SZ,华闻传媒
000796.SZ,凯撒旅游
000812.SZ,陕西金叶
000890.SZ,法尔胜
000900.SZ,现代投资
000912.SZ,*ST天化
000930.SZ,中粮生化
000939.SZ,凯迪生态
000950.SZ,*ST建峰
000962.SZ,东方钽业
002005.SZ,德豪润达
002018.SZ,华信国际
002034.SZ,旺能环境
002047.SZ,宝鹰股份
002059.SZ,云南旅游
002072.SZ,凯瑞德
002075.SZ,沙钢股份
002082.SZ,万邦德
002085.SZ,万丰奥威
002098.SZ,浔兴股份
002103.SZ,广博股份
002110.SZ,三钢闽光
002113.SZ,天润数娱
002121.SZ,科陆电子
002122.SZ,天马股份
002128.SZ,露天煤业
002143.SZ,印纪传媒
002147.SZ,新光圆成
002161.SZ,远望谷
002163.SZ,中航三鑫
002168.SZ,深圳惠程
002198.SZ,嘉应制药
002210.SZ,飞马国际
002212.SZ,南洋股份
002213.SZ,特尔佳
002219.SZ,恒康医疗
002252.SZ,上海莱士
002256.SZ,兆新股份
002259.SZ,升达林业
002260.SZ,德奥通航
002263.SZ,大东南
002301.SZ,齐心集团
002309.SZ,中利集团
002312.SZ,*ST三泰
002345.SZ,潮宏基
002357.SZ,富临运业
002366.SZ,台海核电
002382.SZ,蓝帆医疗
002384.SZ,东山精密
002413.SZ,雷科防务
002423.SZ,中原特钢
002437.SZ,誉衡药业
002450.SZ,康得新
002451.SZ,摩恩电气
002464.SZ,众应互联
002507.SZ,涪陵榨菜
002515.SZ,金字火腿
002520.SZ,日发精机
002524.SZ,光正集团
002532.SZ,新界泵业
002545.SZ,东方铁塔
002560.SZ,通达股份
002575.SZ,群兴玩具
002578.SZ,闽发铝业
002580.SZ,圣阳股份
002584.SZ,西陇科学
002592.SZ,八菱科技
002601.SZ,龙蟒佰利
002604.SZ,ST龙力
002607.SZ,亚夏汽车
002619.SZ,艾格拉斯
002622.SZ,融钰集团
002647.SZ,民盛金科
002650.SZ,加加食品
002656.SZ,摩登大道
002661.SZ,克明面业
002662.SZ,京威股份
002692.SZ,睿康股份
